,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.363151388080447,0,0,0.0971283894922552,0,0.314045449871894,0,0,0.106715951458534,0,0,0,0,0,0.0904293937541187,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152567506657818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.421362223556589,0,0,0.041530031037017,0,0,0,-0.113957006672875,0,0.0468756684711896,0,0,0.431414400977659,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0487550787017108,0,0,0,0,0,0,0,0,0.048115191543103,0,0,0,0,0,0,0,0,0,0,0.0270768937286936,0,0,0.0392643062736337
X601318.CH.EQUITY,0,0,0,0.0482030706682916,0,0,0,0,0,0,0,0.366296129604997,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0150537296777936,0,0,0,3.30348004132976e-05,0,0,0,0,0,0,0,0,0,0,0,0.0791230575275648,0,0.0607991820564004,0.170572387826035,0,0,0,0,0,0.152529328036066,0,0,0,0
X601288.CH.EQUITY,0.415468462696763,0,0,0,0.400633622896572,0,0,0,0,0,0.0655720697823868,0,0,0,0,0.069748971061168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340531534085784,0,0,0,0,0,-0.0145412495440014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.277448973872963,0,0,0,0,0,0.0016424366591307,0,0,0,0,0,0,0,0.136275707350844,0,0.135328596826339,0,0,0,0,0,0,0,0,0.00149703017103289,0,0.06623116178703,0,0.0118794121564697,0,0,0,0.0468160139200625,0,0,0,0,0,0,0,0.165863328396955,0,0.149460258478784,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213441687625094,0,0.277154002134232,0,0,0,0,0,0.664571932511177,0,0,0,0.564183832097703,0,-0.584653891594679,0,0,0,0,0,0,0,0,0,0,0.0138078204260214,0,0,0.127396806645452,0,0,0,0,0,0,0,-0.123836279392987
X600036.CH.EQUITY,0,0,0.0284392086503994,0,0,0.0493971890388913,0,0,0,0,0,0.333139097270635,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0250573895682046,0,0,0.0897878362019839,0,0.00155906909198993,0,0,0,0,0.132536331357317,0,0,0,0,0,0,0.0718292843377208,0,0,0,0,0,0,0,0,0.275816144149298
X1299.HK.EQUITY,0,0,0,0,0,0.0251821046820351,0.0607645841374507,0,0,0,0,-1.38777878078145e-17,0,0,0,0.280324999618235,0,0,0,0,0,0.149297989922492,0,0.057006343770927,0,0,0,0.136472472783079,0,0,0,0,0,0,0,0,0.204408037927023,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0629096748226237,0,0,0,0,0,0,0,0,0,0,0.0774004749358883,-4.33680868994202e-19,0,0,0,0,0.221846672478809,0,0,0,-3.46944695195361e-18,0.172857677043804,0,0,0,0,0,0,0,0.0346435055742232,0,0,0,0.0598006470625506,0,0,0,0,0.181092140415766,0,0,0,0,0,0,2.16840434497101e-19,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846524251219358,0,0,0,0,0,0,0,0.0451163213550994,0,0,0,0,0,0,0.422667417778431,0,0,0.173627295121771,0,0,0,0,0,0,0.0821710218484528,-0.407824697348676,0,0,0,0,0.740060144646687,0,0,0
