,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.436620419545208,-0.00824832065162301,0.142009433255462,0.0151598447127843,0,0,-0.0404190610545326,0,0,0,0,0,0,0,0.0297485731941125,0,0,-0.0593870010299331,0,0,0,0,0,0,0,0.0308719705527535,0,0,0.0665435304850055,0,0,0,0,0,0,0,0,0,0,0,0.00684590067498374,0.290384454469478,-0.0279568408953348,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0241366201574015,0,0,0,0,0,0.097138810519143,0,0,0,0.178558096626524,0,0,0,0,0.0346028405810996,0,0,0,0,0,0.123598937083836,0,0.0591922854148499,0,0,0.369487256299796,0,0.059205158575552,0,0,0,0,0,0,0,0,0,0,0.0471340862810333,0
X601939.CH.EQUITY,0,0,0,0.760732053522682,0,0,0,0,0,0.000682526909976687,0.0722021445945432,0,0,-0.0362269464270653,0,0.140724486134583,0,0,0,0.0935373585223776,0,0,0.0107828182614089,0,0,0,0,0,0.0416968192218976,0,0,0,0,0,0,0.0160660845693842,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.149861935033038,0,0.84294762543743,0,-0.0295065538544523,0,0,-0.0477591020666152,0,0,0,0,0,0,0,0,0.00960136423514233,0,0,0,0.0356275407457754,0,0,0.0883902044924714,0,0,0,0,0,0,0,0,0,0,0.0643741683141179,0,0,0,0,0,0,0,-0.144716439581831,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.219955746934734,0,0,0,0,0,0,0,0,0.277606816543959,0,0,0,0,0,0,0,0,0,-0.012093876190904,0,0,0,0,0,0.124168767033224,0,0,0,0,0,0,0,0,0,0,0.150875472000379,0,0.345158769536615,0,0
X600036.CH.EQUITY,0.258191657407505,0,0.14876508239242,0.0999314915161858,0,0,0,0,0,-0.0291652308514772,0,0,0,0,0,0.229494801124421,0,0.0215236503106597,0.0178470051323199,0,0,0,0,0,0,0,0,0.220308242373715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594191749239334,0,0,0.0258151639336742,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.00160962531802051,0,0.0866357245661863,0,0,0.163035255039282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00887196510756398,0,0,0,0,0,0,0,0,0,-0.00886933945157737,0,0,0,-0.136754916875627,-0.00412806447185894,0,0.899016888343225
X1299.HK.EQUITY,0,0,0,0,0.0882835280733089,0,0,0,0,0.271752003267336,0,0,0,0.0898819484419579,0,0,0,0,0,0,0,0.267451123149269,0,0,0,0,0,0.0516211314403551,0,-0.072661798894943,0.0846803094568701,0,0,0,0,0,0,0,0,0,0,0,0,0.146639456666089,0,0,0,0.0223853748222292,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.254620430443777,0,0,0,0,0,-0.106478897914343,0,0,0,0,0,0,0.314755389932852,0,0,0.0645960695207944,0.114150406768227,0,0,0,0,-0.107843756944779,0,0,0.0728095711958924,0,0,0.115856985393576,0,0,0.302413253455787,0.168520209802333,0,0,0,0.0601713110928357,0
X388.HK.EQUITY,0,0.163530526934372,0,0,0.295444579006398,0,0,0.0318635357874657,0,0,0,0,0,0,0,0,0,0,0,0,0.0562257576455152,0.14225339602748,0,0,0.046483510608198,0,0,0,0,0,0,0,0,0,0,0,0,0.139025312552319,0.0432310211061204,0,0,0,-0.273749037210055,0,0,0.228365843268683,0,0.00279535625866373,0,0
X601658.CH.Equity,0,0.054285756331546,0.0841956420402236,0.192269212180548,0,0,0,0,0,0,0,0,0,0,0,0.115966236165765,0,0.0124516749801022,0,0.00389059743628983,0,0,0,0,0,0,0.0613091517674696,0,0,0,0,0.183638650205689,0,0,0,0,0.0316279626262723,0,0,0.0700557204764716,-0.0255274365115276,0,0,0,0,0,0.00939147667763177,0,0,0
