,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.181601693525829,0.2968670719533,0.334597480437566,0,-0.0784451820597384,0,0,0,0,0,0,0.109367242959176,0,0,0,0,0,0.165369931054663,-0.106723547414826,-0.0152783665289375,0,0,0.194623827683717,0,0,0.276792032787961,0,0,0,0,0,0,0,-0.267067000330696,0,0,-0.0236935967552963,-0.21411192480048,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.28591698839043,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.371003487565235,0,0,0,0,0.190545896665066,-0.00418865179503576,-0.0642453325383125,0.150352750566704,0,0,0,0,0,0,0,-0.0264357484091676,0,-0.0063573247739452,0,0,0,0,0,0,0,0,-0.0252769441209607,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.444781726606503,0.140865772512697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171399133049577,0,0.0592259816180703,0,0,0,0.0144623875380846,0,0.0360751756115111,0,0,0,0,0.165845386152982,0,0,0.00477833290476934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.270431001485388,0.0717480897080455,0.10762566824349,0,0,0.132126124790078,0.0602021852504585,0,0,0.33044565499227,0,0,0,0,0,0,0,0,0,0.0317305838043093,0,0.15611617247651,0,0,-0.18285029044168,0,0,0.00909306148968509,0,0.0954290296794606,0,0,0,0,-0.0121826903011379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.476704532313464,0,0,0,0,0,0,0,0,0.125526843087045,0.0588003774515037,0,0,0,0,0,0.00529583632850335,-0.114379244544004,0,0.380404103946777,0.0200096513747657,0,0,0.133457185226864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189555328372442,0
X601658.CH.Equity,0,0.0578170531650016,0,0.0344202975700296,0,0,0,0.0711500724964096,0.206210254586491,0.00124122133131203,0,0,0,0,0.121116148388658,0,0.0205447745815806,0,0,0.0623677384204296,0,0.0959596010437363,0,0.178844060024422,0,0,0,0.0113372351322293,0,0,0,0,0,0,0,0,0,0,0,0,-0.00629864840623123,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.101480446746969,0.033291946606931,0,0.13153404150794,-0.0309053392657241,-0.018520094942767,0,0,0,0,0,0.381203455815061,0.00995902696563535,0.0656254194510616,0,0,0,0,0.205669856660012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082412901770897,0,0,0,0,0,0,0,0,0.07943563351842,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0890680613190591,0,0,0,0,0.140362198063515,0.0733370064830644,0.307247676928409,0,0,0,0,0.0350800669984983,0,0,0.0706423658438246,0.0311559283017588,0,0,0,0.0631679557525732,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.145230572073306,0.115618796216902,0,0
X600036.CH.EQUITY,0,0.416101592152108,0,0,0,0,0,0.254517645448841,0,0,0,0,0,0,0,0.0190930529876207,0.196768477863402,0,-0.105757380985282,0,0,0,0,0,0,0.0884680458905663,0.0657602817938148,0,0,0,0.0196411671098274,0,0,0,0,0,0,0.119476086452872,0,0,0,0,0,0,0,0.156012738425162,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.13069288872304,0,0,0,0,0,0,0.325706946223039,0,0.0206601259486532,0,0,0,0.196518326579832,0,0,0,0,0,0,0,0,0,0,0.168239538633243,0,-0.0575233176413208,0,0,0,0,0,0,0,0,0,0.238559252035135,-0.159935588635362,0,0,0,0,0,0,0,0,0
