,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0.489084905468358,0.0211368457260739,0.0898003832519363,0.0362759919609089,0.0595366591609652,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0168598710835216,0.0531635759172435,0.056867087971557,0,0,0,0,0,0.122106624139618,0,0,0,0,0,0,0,0,0,0,0,0,0.0447471522343821,0,0,0,0,0,0.00281818925688828,0,-0.00597205802379035,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.0836612871915759,0,0,0.0600035450242928,0,0,0,0,0,0,0,0.229952850821648,0,0,0,0,0,0,0.0930813286257414,0,0.030632861821287,0,0,0,0,0,0,0,0,0,0.156517322861871,0,0,0.281909577842062,0,0,0,0.0125716770105174,0,0.0149652630242335,0,0,0
X601939.CH.EQUITY,0.467796946030294,0,0,0.183794527756123,0,0.110193026211557,0,0,0,0.0170140951121787,0.133466135657244,0,0,0,0,0,0,0,0,0,0,0,0.000808315965496027,0,0,0,0.00120750429906832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440981928575601,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.430428977945124,0,0.0773843858650496,0,0,0.0133134176214451,0,-0.0209873254036741,0,0.0778746097508614,0,0,0,0,0,0,0,0.201485407452762,0,0,0.151355237316312,0,0,0,0,0.0324163835203932,0,0,0.0896211712843318,0.0678339827430056,0,0,0,0,0,0,0,0,-0.0876673850810066,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.532952739220651,0,0,-0.0938919708407984,0,0,-0.272707067321978,0,0.0825199271238157,0,0.152935688492186,0.792656030064406,-0.227747412421766,-0.195076655717675,0,0,0,0.20947012176241,-0.00120173734373564,0,0.152265256456212,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.497043317733311,0,-1.73472347597681e-18,0
X601988.CH.EQUITY,0.124444875617371,0,0.190371528607859,0,0,0,0,0,0,0,0,0,0,0.0393310064738445,0,0.0467068014055368,0,0.034694857500631,0,0,0,0.133680138889181,0,0.0368781736747808,0.0908632549491102,0,0,0,0,0,0,0.0848253023236526,0,0,0,0,0,0,0,0,0,0.240552497223942,0,0,0,0,0.0566656042986787,0,0
X600036.CH.EQUITY,0.0288115713072523,0.118132670471373,0,0,0,0,0,0,0.0518508498059535,0,0.117076291728956,0,0.213216398027175,0,0,0,-0.0516916433295886,0,0.0683592290870333,0,0,0,0,0,0.334207566168366,0,0,0,0,0.114881433072187,0,0,0,0,-0.0459920456479238,0,0,0,0,0,0,0,0,0.0133015082103815,0,0,0,0,-0.0439004122430591
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102825434116421,0,-0.0641884374604395,0,0,0,0.244530520142584,0,0,0.0835100643663374,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321009780585546,0
X601628.CH.EQUITY,0,0.0306199934100291,0,0,0,0,0,0,0,0,0.0546119665706617,0,0.0876060401430484,0,0,0.0116024288650405,0,0,0,0,0,2.77555756156289e-17,0,0,0.0453598402196703,0,0.10691348611105,0,0,0,0,0.237603251794938,0,0,0,0,0,0,0,0,0.0801348993221466,0.195058175659707,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.067901078289952,0,0,0,2.77555756156289e-17,0.0898719597781422,0.00892679694534701,0,0,0,0,0.0928952349903958,0,0,0.012413406247455,0,0,0,0,0.167120092353077,0.0251752214180465,0,0,0,0,0,0,0,0,0.0688406711133022,0,0,0,0,0,0.000484764427045307,0,0,0.190280422036597,0.238186942205602,0,0,0,0,0,0,0,0
