,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2884.TT.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601997.CH.EQUITY,X2887.TT.EQUITY,X2801.TT.EQUITY,X000002.CH.EQUITY
X601398.CH.EQUITY,0,0.10490194018528,0.212500578178622,0.0890730994509551,0,0,0,0,0,0,0.0505435884462817,0,0,0,0,0,0,0.063620903320477,0,0,0,0,-0.129699960950465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202586971408277,0.257118235358535,0,0,0,0,0,0,0,0,0,-0.0572283439751846,0,0
X601939.CH.EQUITY,0,0,-1.73472347597681e-18,0.193664641343218,-0.0318479945880342,0,0,0,0,0,0,0,0.0101416613411704,0.608735688776462,0,0.0496398210995055,0,0,0,0,0,-0.229880396782525,0,0,0,0,0,0,0,0,-0.312906078417082,0,0,0,0,0,0.0280398523042247,0.00627627656790521,-0.151429672427812,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.622304799978854,0,0,0.00743395482212177,0,0,0,0,0,0,0,0,0,0,-0.138291422068027,0,0,0,0,0,-0.0640846173049835,0,0,0.0824401120106397,0,0,0,0,0.099613013530802,0.256724928321959,0,-0.14290040823972,0,0,0.0298439855670747,0,0.0469781251162623,0,0,0,0,0,0,0,0,0,-0.0462676723324494,0,0,0
X601988.CH.EQUITY,0,0,0.238091417174929,0,0,0.0249405228392911,0,0,0,0,0,0.284902365157023,0,0,0,0,0,0,0,0,0.0793598136189218,0,0,0,0,0,0,0,0,0.169551806533815,0,0,0.030333070964105,0,0,0,0,0,0,0,0.0396281823958453,0,0,0,0,0,0.0437742099680284,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.196089225851694,0,0.292373130981498,0,0,0,0,0,0,0,0,0,0,0.0391293225775267,0.0707992047583735,0,0,0.172878974814394,0,0.0199274568985917,0,0,0,0.04329158851712,0,0,0,0,-0.00203053644587644,0,0,-0.137767830731179,0,0,0,0,0,0,0,0,0,0,-0.0633982255510422,0
X601328.CH.EQUITY,0.0627279233706004,0,0,0,0,0,0,0,0.128152703069307,0,0,0.223309215482324,0,0,0,0,0,0,-0.0167081134585364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921550864990183,0,0,0,0,0,0,0,0,0,0,0,-0.00411996984699649,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251714452667759,0.0744957700323149,0,0,0,0,0,0,0.210034803528376,0,0.0927831597243815,0,0,0,0,0,0.202033076437265,0,0,0,0,0,0,0,0.00544147989431285,0,-0.0610720966691946,0,-0.0716001897245095,-0.0834091441570409,0,0,0,0.0563695337192032,0,0.159766198977352,0
X600036.CH.EQUITY,0.112472196965754,0,0,0,0.096810523026862,0,0,0,0,0,0,0,0,0,0.50315341229325,0,0,0,0,0,0.0167984815745725,0,0,0,0,0,0.236155315043276,0,0,0,0,0,0,0,0,0,0,0,-0.019389336423966,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.164660247223439,0,0.0288859455142564,0,0,0,0.0754439062107826,0,0,0,0.0370941443606774,0,0,0,0.0513636247367195,0.00771814945755823,0,0,0,0,0.146652206292601,0.0540694175401927,0,0,0,0,0,0,0,0,0,0,0,0.129910456062005,0,0,0,0,0.163636409320916,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,-0.0753583568146487,-0.103477016638525,0,0,0,0,0,0,0.733150985541526,0.191114586170234,0,0,0,0,0,0,0,0,0,0,0.120779191347808,0,0,0.0152025469180401,0,0,0,-0.0755992649780962,0,0,0,0,0,0,0,0,0,0,0,0,0.126515237270655,0,0,-0.154575844095518,0,0
X601998.CH.EQUITY,0.201807870008128,0.0145518491031074,0,0.0107870279202307,0.129348871393319,0,0,0,0,0,0,0.093793151058862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211110687356528,0,0,0,0,0,0,0.31938994187067,0,0,0,-0.0975651449286332,0,0,0,0,0,0,0,0,0,-0.0732086765707637,0
X600016.CH.EQUITY,0,0,0.279255499801556,0,0,0,0,0,-3.46944695195361e-18,0,0.0183972919389041,0,0,0,0,0,0,0.285640267392081,0,0,0,0.0635884003081228,0,0,0,0,0,0,0,0.17469953677376,0,0,0,0,0,0,0.13071987051008,0,0,0,0,0,0,0,0,0,0.0519334360682531,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,1.01216765305625,0,0,0,-0.196511447011376,0,0.0408566242855649,0.00818784577475387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00891712833052475,0,0,0,0,0,-0.0223647095231065,0,-0.153270943013747,0.0933702279245112,0.0516625137791996,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0512055087074283,0,0,0,0,0,0,0,0.206199054529526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219670189867631,0,0,0.00171858786682408,0,0,0.0557197914256426,0,0,0.166582078368478,0.198812368460989,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.209025733483029,0.0619609622931026,0.0918434281346554,0,0,0,0,0,0,0,0,0,0,0.0124761676659568,0,0.250689225939245,0,0,0.0827470462126897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492903554964965,0.0700353839337757,-0.182467555990443,0,0,0,0.0146610805065295,0,0.0312911158322497
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0585450383386183,0,0.281436436520174,-0.258937774855479,0,0,0.00617535286060758,0.579042394201984,0,0,0,0,0,0,0,0.0345798950390975,0.167130553935966,0,0.00836953485404476,0.0466213988212846,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.623182695350663,0,0,0,0,0,0
X601169.CH.EQUITY,0,-0.142707910212012,0,0,-0.185638781270279,0,0,0,0,0,0,0.319974815533469,0,0,0.113729699043117,0.0338036998685181,0,0.141259255245137,0.125936182601958,0,0,0,0,0,-0.416206688687468,0,0,0,0,0,0.324289291714911,0,0,0,-0.118372129597633,0,0,0,0,0,0,0,0,-0.0618619906856569,0,0,0,0,0.201249088495113,0
X601229.CH.EQUITY,0.0532551682868033,0.0329521391086281,0,0,-0.0709531086226632,0,0,0,0,0,0,0.136387665921149,0,0,0.0834322535824969,0.379753388477029,0.342977102452309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238425402837864,0.049475356879281,0.00948182470142535,0,0,0,0,0,0,0,0,-0.0163566262066695,0,0
X600919.CH.EQUITY,0,0.0593574153649888,0,0,0.0122817944490671,0,0,0,0,0,0,0,0,0,0.243397899738533,0,0,0,0,0,0,0.0859911062857127,0,0,0,0,0,0,-0.0852856496627941,0,0,0.0150523320307499,0,0,0,0,0.0177296572091297,0.116337460550756,-0.0353670045561191,0,0,0,0.283669829404391,0,0,0.0733533402069366,0,0,0.249081535568794,0.315187561142889
X002142.CH.EQUITY,0,0,0,0,0.266770938105856,0,0,0.159113863152801,0,0,0,0,0,0,0.169996345142651,0,0,0,0,0,0,0,0,0,0,0.118857247524646,0.095048104417494,0,0,0,0.173017412800532,0,0,0,-0.0505201056531915,0,0.0520773941120912,0,0,0.0662606927460105,0,0.0203080654480613,-0.0588213453674031,-0.0131450394730466,0,0,0.06349105191164,0,0,0
X601916.CH.Equity,0,0,0,0.366208319877962,0.172059111347316,0,0,0,0,0,0,0,0,0,0,0,-0.080747518741945,0,-0.0340285324291962,0,0,-0.274787555629612,0,0,0,0,0,0.975048407816032,0,0,-0.0184576885411912,0,0,0,0.447925170791088,0.0272659338559015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.312596666237463,0,0,0,0,0.0342280213242266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370612164401072,0,0,0,0.139215393840055,0,0.0344417492002051,0.0377507862310757,0,0,0,0,0.109454915274389,0,0,0,0,0.0240572016998347,0,0
X2882.TT.EQUITY,0,-0.180102235265442,0,0,-0.0200216250307024,0,0,0,0,0,-0.028640013077899,0.10676902503811,0,0,0.280257579082972,0,0,0,0,0,0,0,0,0,0.600757123325961,0,0,0,0,0,0,0,0,0,0.0183386881666957,0.258394923981532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
