,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0158763390811127,0,0.238727717823548,0,0,0,0,0,0,0,0,-0.132973794850485,-0.113629029149469,0,0,0,-0.164948788226335,0,-0.178030591085003,0,0,-0.222175548101179,0.0297148573496083,0,0,0,0,0.750975622077063,0,0,0.227701336837836,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.196270274981277,0,0.176598509940159,0.0163018979430441,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.099669569684738,0.0922538344560465,0,0,0,0,0,0,0.000155022489864105,0.0694861554745291,0.0249314917974105,0,0,0,0,0.309237050863184,0,0,0,0,0,0,0.0989973779100574,0,0,0.0567307233053383,-0.0725348318348461,0,-0.0285516998227454
X601939.CH.EQUITY,0.129609355869648,0,0,0,0,0,0,0,0,0.26684048980272,0,0,0,0,0,0,0,0.115340307110065,0,0,0,0,0,0,0,0,0,0,0.0142517605061876,0.112191565477238,0,0,-0.215793927873835,0,-0.210882495265301,0,0,0.499337373834697,0.1455308079556,0,0,0,0,0.12418390275013,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.602546847406068,0.271215532134241,0.0290710867046743,0.668440461431334,0,0,0,0.170672071681543,0.415005039616159,-0.251297922177155,0,0,0,0,0,0,0,-0.263242524674855,0,0,0,0,0,0,0,0,-0.545838658723152,0,0,0,-0.185970128898549,-0.17931438723854,0,0,0.0598193870268183,0,0,0,0,0.545671622333697,0,0
X5.HK.EQUITY,-0.0762036724518633,-0.0241137153767268,0,0,0,0,0,0,0,0,0,0,0,0,0.461249904301965,0,0,0,0.44894103749123,0,0,0,0,0.0649026507119097,0.0124168404102098,0,0,0,-0.129131365774423,0,-0.135972717492775,0,0,0,0,0.128556800360378,0,0,0,0,-0.100247547897463,0,0.180540896247531,0,0,0,0,0,-0.127022307067391
X601988.CH.EQUITY,-0.262418454303084,0,0,0,0.34847047296171,0,0,0,0,0,0,0,0,0,0,0,0,0.188867019356359,0,0,0.638253595883633,0,0,0,-0.0193695759442856,0,0.00636467614000863,0,0,-0.485577556096998,0,0,0,0,0,0,0,0,0,0,0.0778784630782438,0,0,0.0803608565724226,0,0,0,0,0
X600036.CH.EQUITY,-0.0472044593338059,0.411991975089514,-0.064625117746824,0,-0.0375176474403925,0,0,0,-0.00741811902599488,0.51411495056894,0,0.0765312408398243,0,0,0,0,0,0,0,0,0,-0.0615918989144125,0,0,0.218941171853487,0,0,0.0800096325394069,0,0,0.0806640258377088,0,-0.362939228396535,0,0,0,0,0,0,0,0,0.20883377988525,0.129171964401795,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0795972288459435,0,0,0.17240369586659,0.00419570892767029,0,0,0,0,0,-0.0160599852346694,0.0170757978328589,0,0,0.113771688360786,0,0,0,0,0,0,0,0,0,0.187080972612986,0,0,0,0,0,0.148303023129971,0,0,0,0,0,0,-0.018457721470083,0,0,0,0,0.010535764364108,0,0,0,0,0
X601628.CH.EQUITY,0,0.152427659033518,0.0590792883078963,0.115440702190809,0,0,0,0,0,0,0.00910815546247007,0,0.360356371557789,0,0,0,0,0,0,0,0.0264790292855576,0.0915123590525987,0,0,0,0,0,0,0,0.0211938574661893,-0.0475521436707609,0,0,0,0,0.113821535477831,0.20295414288472,0,0,0,0,0,0.0413654466029208,0.0515722348771161,0,-0.212933163918335,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.624527632968198,0,0,0,0,0,0,0,0,0.017510469321027,0,0.0216750196637244,0,0,0,0,0,0,0.146917677827027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001794399976744,0,0,0,0,0,0,0,0,0
