,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0,0.168483279831822,0,0.194455273009482,0,0.156792717099603,0,0,-0.0554575942004341,0,0,0,0,0,0,0,0,0.0753904464471951,0,0,0.13820450179776,0,0,0,0,0,0,0,0,0,0,0,0.0698192112611846,0,0,0,0,0.0316705546453321,0,0,0,0,0,0,0,0,0.174751180848974,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0499344051591689,0.00718868425454949,0,0,0,0.170256290896464,0,0,0,4.33680868994202e-19,0,0,0.525188378469797,0,0,0,0,0,0.0750649749354789,0,-0.101284703046537,0.0732763814167425,0,0.112161817133101,0,0,0,0,0,0,0.151435278312092,0,0,0.0239941038383336,0,0,0,0,0,0,0,0.0215847442469524,0
X601939.CH.EQUITY,0,0,0,0,0.132720925924449,0,0.286118421149143,0,0,0.0642589725858005,0.0274704061689241,0,0,-0.12230472630151,0.0278299214366023,0,0,0,0,0,0.0765885250926805,0,0.460002190216921,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195311844422152,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0658463318454007,0,0,0,0,0,0.0245509498477143,0.112735667087027,0,0,0,0,0,-0.128812039056047,0.329904853564103,0,0,0,0,0,0,0.0434578968346378,0,-0.167851753695781,0,0,0,0,0.0411123305949246,0,0,0.331692978124277,0.340745187317702,0,0,0.0113189212766925,-0.0192101591953449,0,0,0,0,0,0,0.0969458095224724,0,0,0,0
X601288.CH.EQUITY,0.163121980518008,0.00127828491442925,0,0,0,0,0.0936670871699657,0,0,0.0439262944257004,0,0,0,0,0,0.321781299947554,0,0,0,0,0.110265928147876,0,0.214976613643121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101154549314673,0,0,0,0,0,0,-0.0515015369462973,0,0.0269926777189114,0,0,-0.048155409668394,0
X600036.CH.EQUITY,0.179177866152457,0.110236928829712,0,0.127032009888313,0,0,0.0264285600965032,0.0678638854934039,0,0,0,0,0.301272049686871,0,0,0,0,0,0,0,0,0,0,0,0.217457743588443,0,0,0,0.0487055314667969,0,0,0,0,0,0,0,0,0,0,0,0.0489915917025063,0,0,0,0,0,0,0,-0.0275014486816033,0
X601988.CH.EQUITY,0,0.0582355972327805,0,0,0.253449002446205,0.288066138325277,0,0,0,0,0,0,0.0752542655516465,0,0,0.239673074828518,0,0,0,0,0.135584998510441,0,0,0,0,0,0,-0.0599639989346883,0,0,0.0926898596556827,1.73472347597681e-18,0,0,-0.0458169444787233,0,0,0.0127661214363826,0,0,0,-0.0682386605011935,0,-0.120364149744545,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.132573321450645,0,0,0,0,0.360295911672722,0,0,0,0,0,0,0,0.120078962127831,0,0,-0.0483680243864592,0,0,0,0.0477820882636302,0,0.346955325079322,0.127051203268107,0.048732401593271,0,0,0,0,0,0,0,0,0.0227655092642217,0,0,0,0.0517398500758666,0.0277492776501774,0,0,0,0,0,-6.93889390390723e-18,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.121736006916026,0,0,0,0,-0.0671337394149534,0,0,0,0,0,0,0,0,0.433522398793491,0.0842652129883028,0,0.0369000861532587,0,0,0.135639763021725,0,0,0,-0.00209342467089678,0,0,0,0,0,0.306912810675615,0,0.183691191455276,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0990254927911531,0,0,0,0.0280938048282719,-0.0556736853903816,0,0.0261700692722837,0,0.133900653443088,0,0,0,0,-0.113292037275269,0,0,0,0,0,0.486834212665058,0,0.105343928251718,0.0343183975228123,0.0610459630165153,0,0,0,0.369851578945324,0,-0.107063051345924,0.413264539681292,0,0,0,0,0,-0.0498068598567325,0.153438206960829,0,0,-0.394441828568172,0.0673598745151497,0,0,0,0
