,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0,0.141418951922824,0,0.126685656262125,0,0,0.0262469790608954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486958562906216,0,0.418348383263766,0,0.215957358430722,0,0,0,-0.11198381871034,0,0,0,0,-0.186379800307555,0,0,-0.0357471891064641,-0.0852813000264127,0,-0.687484549281914,-0.0580430878202903,0,0.0917814873113919,0,0,0,0
X601939.CH.EQUITY,0.0589030846121917,0,0,0.296945527798382,0.0108710171830611,0,0,0,0.0595296615439271,0,0,2.16840434497101e-19,0,0.335223985448005,-0.126053515457933,0,-0.049299236123275,0,0.0506844753202412,0,0,0,0,0,0,0.0734024167951866,0,3.46944695195361e-18,-0.126208006992718,0,0,0,0,0,-0.148986605657439,0,0,-0.0630032314028574,-0.0104546510724528,0,0.188874795573796,0,0,0,0,0,0.152998970837706,0,0.234641203920734,0
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0
X601288.CH.EQUITY,0,0.461339814017661,0,0,0.0601204116219463,0,0,0,0,0,0,0.124600285256988,0.268468654660434,0,0,0,0,0,0.0365097899819886,0,0.0910830891677372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14787580312252,0,0,0,0,0,0,0,-0.0780551361452889,0,0,0,-0.132148711779648,-0.11336276463149,0
X601988.CH.EQUITY,0,0.061660818133711,0,0.490657281447734,0,0,0,0,0,0.138650614933192,0,0,0,0,0,0,0.3321940574941,0,0.232059758046949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.557983773706539,0,0,0,0,0.0560741872365186,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0414243269897553,0,0.07074350501594,0,0,0.00706604991212345,0.0506238298285404,0,0,0,0,0,0,0,0,0,0,0.020477766139189,0,0,0.175372582903028,0.0634839505096847,0,0,0,0,0,0,0,0,0,0.0599494572369017,0,0,0,0,0,0,0,0,0.138200777684158,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0764890853821465,0,0,0.0566991333556285,0,0,0.21973016888772,0.0347710089523903,0,0,0,0.0473528023974906,0,0,0,0,0,0,0.0692982810237311,0,0,0,0,0.0833512332411045,0,0,0,0,0,0.144269236592331,0.242532656263061,0,0,0,0,0,0,0.134797607292808,0
X601628.CH.EQUITY,0,0,0,0,0,0.410270773772398,-3.46944695195361e-18,0,0,0,-0.154313844808815,0,0,0,0,0,0,0,0,0,0,0,0.0154715010851919,0,0.0179746889633664,0,0,0,0.0487895556515694,0,0,0,0,0,0,0,0,0,0.118782107900483,0.0282848299422103,0.221924360682556,0.173171586989602,0,0,0.0521039388512822,-0.0617788353382171,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0
X601658.CH.Equity,0,0.0971384485093767,0,0.144224378029991,0,0,0,0,0,0,-0.0497221744705587,0,0,0,0,0,0,-0.124110330013356,0.129580214947552,0.28850120173759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085223321947677,0.289035874469753,0,-0.0224948560498354,0,-0.0230547072478863,0,0,0,0.0419276672791109,0,0
