,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0.009933609251153,0.56480374079554,0,0,0,0,0,0,0,0.142155303954577,-0.0172863717884901,0.0917814284970151,0,0,0,0,0,0.0219059061071105,0,0,0,0,0,0.0594408584656909,0,0,0,0,0,0,0,-0.00879088381198189,0,0,0,0,0,0.104483067265057,0,0,0,0,0,0.00632908909280088,0,-0.0644345828711243,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00947150878144856,0,0,0,0,0,0,0,0,0.0761737812778134,0,0.307904175620234,0,0,0,0,0,0.11533490926727,0.00162476258695867,0,0,0,0,-0.0234907553644271,0,0,0,0.0590593426233687,0,0,0,0.195349770908606,0.0982402608267258,0,0,0,0,0,0.0239342858491161,0,0.061127721202209,0
X601939.CH.EQUITY,0.236676488988411,0,0,0.531650553537706,0,0,0,0,0,0,0,0,0,0,0,0.0389725328836502,0,0,0,0,0,0,0,0,0,0,0,0.0433606811445306,0,0,-0.0196364620416779,0,0,0,0.0959960858197853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0484280079556168,0.0433374656638074,0.194655120110193,0,0,0,0,0,0,0.123311388446968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168193694957675,0,0,0.207772248454878,0.116506087579845,0,0,0.0106676053977243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0596398968432144,0,0,0,0,0,0.312115457079918,0,0,0,0,0,0.0993119759248222,0,0.406777714190107,0,0,0,0,0,0,0,0,0,0,0,0,0.365800619832017,3.46944695195361e-18,0,0,0,0.15552760805574,0,0,0,0,0,0,0,0,0,0,0,-0.276864812390044,-0.093956764237311,-0.184011225965114,0.0202722569299973
X601988.CH.EQUITY,0.256879451427682,0,0,0,0,0,0,0,0.0820156094776848,0,0,0,0,0.184382537567524,0,0.0044752346642339,0,0,0.0149073703038303,0,0,0.391748162848132,0,0,0,0,0,0,0.053688398388005,0.052143553653569,0,0,0,0,0,0,0,0.0543375224759359,0,0,0,0,0,0,0,0,0,0,-0.0301991170626837
X600036.CH.EQUITY,0,0,0,0,-0.024337186314349,0,0,0,0.0321254120626076,0,0,0,0,0,0,0,-0.0211299028158995,0,0.0373465900292984,0,0,0,0,0,0.754032207575579,-0.00618372655788731,0,0.0328039466957471,0.103084427937343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654465911334567,0,0.0719968241903967,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.226342510364191,0,0,0,0,0,0,0,0.202474896714558,0,0,0,0,0.0631657025267889,0,0,0.0591621904161881,0,0,0,0,0,0,0,-0.0445854993268342,0.0828368987308995,0,0.300594972950882,0,0.200177359772485,0,0,0,0,0,0,0,0,0,0,-0.080818629276082,0,0,0,0
X601628.CH.EQUITY,0,0.21087591488803,0,0,0,0,0.0339274780571153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693785958286837,0,0,0,0,0,0,0,0,0,0,0,0,0.399232727881791,0,0.240415756940044,0,0,0.0269291041562184,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.1712328246982,0,0,0,0.115786966599137,0,0,0,0,0,0,0.260404921095952,0,0,0,0,0,0,0,0,0.22819659310383,0,0,0,0,0.0670004284969502,0,0,0,0.006005232859903,0,-0.00595657639777716,0,0,0,0,0.20263472608518,0,0,0,0,0,0.00227976731192688,0,0,0,0.0288028192729651
