,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.216511343075127,0,0,0,0,0,-0.209511247355866,-0.00863853428465955,0,0,0,-0.207038976077889,-0.224481168025653,0,0.177193169390709,0,0.158821693687994,0.9777484469849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625043290564612,0,0,0,-0.0366837704407993,0,0,0
X601939.CH.EQUITY,0.683789947562408,0,0,0,0,0.168887547483106,0,0,0,0,0,0.111014667159505,0,0,0.156741987152161,0,0,0,-0.0150944740518536,0,0,0,0,0,0,0.0185712905103834,0.0483591076370153,0,0,0,0,0,-0.0277684408041563,0,0,0,0,0,0.0906306535210161,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.177483867847607,0,0,0,0,0,0,0.168214955150778,0,0,0,0.303725554359245,0,0,0,0,0.105259621373505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.172767555604549,-0.117244901720566,0,0,0,0,0,0,0,0,-0.0966552007665342,0,0,0,0.386354093935999,0,0,0,0.0398889103084136,0.0873099861517955,0,-0.0602839898492864,0,0.207834101234391,0,0,0,-0.0538317433979418,0,0,-0.245080749940999,0,0,0,0,0,-0.00899662834979357,0,0,-0.195215833367908,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.341050493402524,0,0,0,-0.00249997162012451,0,0,0,0,0,0,0,0,0.148332857860891,0,0.127384123497316,0,0,0,0,0,0.460512226902292,0,0,-0.120783570293343,0,0,0,0,0,0.0262138579857701,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.108832156277336,0.0328575939647322,0,0,0,0.167571770014954,0,0,0,0,0.350554054497324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211363195653999,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0875740418810993,0,0,-0.0222900656554804,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.000875673513222353,0.0657875092517789,0,0,0.207658659308907,0.363609694765622,0,0,0.124789341803379,0,0.164071836783489,0,0,-0.0743055571298851,0,0,0.157629169038545,0,0,0,0.0140680835188259,0,0,0.039331784420151,0,0,0,0,0,0,0,0,0,0,0,0,0.0461061095404809,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0495372679744963,0,0,0.0562310286740755,0,0,0,0.298450182658819,0,0,0,0,0,0.198381466958545,0,0,0,0,0.00644687512841739,0.0366641212694657,0,0.170211248524734,0,0,0,0.265032057031351,0,-0.33853108829081,0.0640750718745957,0,0,0.15636023260106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087754608280231,0,0,0
X600036.CH.EQUITY,0,0.0473367531668046,0,0,0,0,0,0.174156730659541,0,0.0939666721185605,-0.014490011325614,0,0,0,0.146309495541919,0,0.138849003980817,0,0,0,0,0,0,0.277030180704982,0,0.17446176791916,0.0112864943668655,0,0,0,0,0.0335538783829321,0,0,0,0.117389093873342,0,0,0,0,0,0,3.46944695195361e-18,0,0.0990135124645169,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0632945090805452,0,0,0,0.260508672362601,0,-0.0198101342803453,0.319163858439888,0.247739678166645,0,0,0,0.307533689278692,0,0,0.139440012564854,0,0.0330855862087257,0,0,0,0,0,0.0365860735046813,0,0,0,0,0,0,0,0,0.0637594967351772,0,0,0,0,0,0.0722986011955915,0,-0.132575755005646,0,0.100330830100559,0,-0.170680454354694,0.0171368614527739
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37969375519265,0,0,0,0,-0.224186166549829,0,0,0,0.0537450713759829,0,0,0,0,0,0,0.142900235200976,0,0,0.258107999480487,-0.018080545365079,0.13166963824838,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,-0.0783237020892634,0.505297677371633,0,0,0,0,-0.139064411974914,0,0,0.227366707249064,0.321859721891914,0,0,0,0,-0.0602201114214741,0,0,0,0,0,-0.0386451069134842,0.0554888547041743,0.115713028402443,0,0,0,0,0,0,0,0,-0.038229414322506,0,0,0,0,0,0,0,0,0,0,0.250642131786264,0,0
X601998.CH.EQUITY,0,0,0,0,-0.0396277387243264,0.113344286545496,0.149931172967813,0.154968563683288,0,0,0,0.20007395984587,0,0,0.0734828220510536,0,0,0,0,0.273779741065074,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530588252617621,0,0,0,0,0,0,-0.00585554389559041
X600016.CH.EQUITY,-0.27594937045019,0,0,0,0,-0.145225209655015,0,0,0,0,0,0.160488411983379,0,0,0,-0.384377472506671,0,0.153612119126877,0.0844051581118351,0,0,0,0,0,0,0,0,0.255719974792871,0,-0.0710496877335949,0,-0.225340580390843,0,-0.0096666664011837,0,0,0,0.12127586976178,0,0,0,0,0.0292742358031469,0,0.28187461845128,0,0,0,-0.398941460595552,0
X601818.CH.EQUITY,0,0.148665984025751,0,0,0,0,0.0563917499714461,0,0,0,0,0.412049823038594,0,0,0,0,-0.0216957489919048,0.0552282414388299,-0.0553085333897233,0,0,0,0,0,0,0,0,0,0,0,-0.0108538628459773,0.122999268614077,0,0,0,-0.0592174174637761,0,0,0,0,0,0,0,0,0.0829528843782784,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0366677998456415,0,-0.0176718273873298,0,0,0,0.103247487815669,0,0,0,0,0,0,0,0,0,0.227808504965484,0,0,0,0,0.0201144154677008,0.203225517257698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383786759675183
X000001.CH.EQUITY,0,0,-0.120171062455683,0,0,0,0,0,0.197319362336472,0,0.118471599939242,0,0.136767286151128,0,0,0.00640616189639453,0,0,0,0,0,0,0,-0.0843675275874826,0,0.485550071575315,0.105744950374227,0,0,0,0,0,0,0,0,0.0306971289831787,0,0,0,-0.0183625772111993,0,0,0,0,0,0,0,0,0,0.107111420692696
