,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.439015934406023,0,0,0,0,0,0,0,0.0342079982978672,0,0,0,0,0.0249996256473989,0,0,0,0,0,0,0,0,0.101381550730995,0,0.11433036483895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199492621284063,0.134151611583728,0,0,0,0,0,0
X601939.CH.EQUITY,0.423120460080971,0,0,0,0,0.0481433550602574,0,0,0,0,0.176687884964038,0,0,0,0,0,0,0.0364585627901227,0,0.0914235961883709,0.0299355319367004,0,0,0.229529164544159,0,0.0509996303698307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619070063382829,0,0,0,0,0,0,0,-0.099097447431921,0.0264928791368445
X601288.CH.EQUITY,0.511749151535754,-2.77555756156289e-17,0,0.278726093758549,0.227445433448418,0,0.0332036096469292,-0.132292864384636,0,0,0,0,0,0,0,0,0,0,0.309443036563487,0,-0.0952445651960993,0,0,0.173609814609258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024801555838036,-0.0293884696008243,0,0,0,0,0.152378785162609,0,-0.0864974493472204,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.009171344969188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2308924725342,0,0,0,0,-0.0265182884785714,0,0,0,0.068935769154304,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,-0.148071570761313,0,0,0.0935618046251121,0,0,-0.293109254555382,0,0,0,0.170750487029741,0,0,0,0.118932284388466,0,0,0.210228667462644,0.173949513992219,0,0,0,0,0,0,0,0,0.113584936841505,0,0,0,0,0,0.0366316995538827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.186533139896574,0,0,0,0,0,0,0,0.0778786702078602,0,0,0,0,0,0.104413491599539,0,0,0,0,0,0.0458807774882268,0,0,0,0,0,0.393425313771061,0,0,0.0113074969583864,0,0.0117004314218397,0,0,0,0,-0.0288183445102821,0,0,0,0,0,0.0972161337054024,0,0,0,0,0,0.135690018864324
X601328.CH.EQUITY,0,0,0.120025786725998,0,0,0,0,0,0,0,0,0.289417321351423,0,0,0,0.106657035823183,0,0,0,0,0,0.0361694061826623,0,0,0,0,0,0.134623764286091,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,-0.0194532054212491,0,0,0,0,0,0.0475104509911518,0
X601318.CH.EQUITY,0,0.203184157160037,0,0,0,0,0,0,0,0.046779719008569,0,0,0,0,0,0,0,0.0875011921434571,0.231975242511618,0,-0.0225936959127831,0,0,0,0,0,0,0,0.137861236404386,-0.282879007862391,0,0.209720620496068,0,0,0,0.268909802615848,0,0,0,0,0,0,0.0873318672014348,0,0,0,0,0,0,0.0507089383369432
X600036.CH.EQUITY,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.101538350745669,0,-0.0239883969172209,0,0,0.223453794142247,0,0.2475021680346,0.0152652479255097,0,0,0,0,0.0120914567861199,0,0,0.117652954659597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879967530100141,0,0,0.0180103348390142,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.231863021976018,0,0.187617026586964,0.212409060758525,0,0,0,0,0.100553099229062,0,0.102184681732451,0,0,0.388907764620995,0,0,-0.0845456799614877,0,0,0,-0.00969234512001307,0,0,0,0,0,0,0.0827199824561447,0,0,0,0,0,0,0.0727537433623412,0,-0.0720155499423552,0,0,0,0,0
