,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.00242651216772494,0,0.223286978126775,0,0,0.110586100816933,0,0.243618797007739,0,0,0,0,0,0.127864508659514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103901920025187,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0479436976948481,0,0,0.077156045222766
X601318.CH.EQUITY,0.14488887758028,0,0,0,0,0,0,0,0.312096828196625,0,0,0,0,0,0,0,0.338207775354162,0,0.0232245832261007,0,0,0.0171991544391817,0,0,0,0.10597714718413,0,0.0222151895951745,0,0,-0.12334370665208,0,0,0.112874505370425,0.0811417009237243,0,0,0,0,-0.0286734365506738,0.0262884659358548,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.285139526257906,0,0.0754669843802345,0,0,0,0,0,0,0,0.423872148074173,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562290394131595,0,0,0,0.0735044406462469,0,0,0.00953164938011727,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333438861415463,0,0.016610995234983,0,0,0.502929267621381,0,0,0,0,0.0138280493155292,0,0,0,0.0434236151029299,0,0,0,0,0,0,-0.02007352823119,0,3.46944695195361e-18,0,0,0,-0.0139927466693324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104146956797243,0,0
X5.HK.EQUITY,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0953763473560549,0,0,0,0,0,0.0129780047043198,-4.33680868994202e-19,0,0,0.40206373646145,0,0,0,0,0.0678905708691755,0.158750484145475,0,0,0.353782389928291,0,0,0,0,0,0,0,0.0171900146674734,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.398455162319247,0,0.00835436888933782,0,0,0,0,0,0,0,0.0633601196913525,0,0,0,0,0,0,0,0.0390857608587875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152113839197035,0.0102547786751741,0,0,0,0,0,0,0,0,0,0,0.291934697970896,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.205108614575272,0,0,0.284678172399112,-1.38777878078145e-17,0,0,0,0,0.12789974137813,0,0,0,0,0,0,0,0,0,0,0,0,0.131816076781841,0,0.157409092695654,0.0918944374508568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997199537862244,0.0547267504821965,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601908409375822,0,0,0,0.470734577754381,0,0,0,0.124967878911224,0.106206700758971,0,0,0,0,0,0,0,0,0.268544499265683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0042835989511042,0,0,0,0,0,0.222691762221944,0,0,-0.1346198505194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227785110609188,-0.182154691323407,0,0,0,0,-0.0804725836693453,0,0,0,0,0.739335336802036,0,0,0,0,0.618492844970056,-0.27695510222853,0,-0.479143706020471
