,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0.320425451831096,0,0,0.214822946598195,0,0,0,0,0,0,0,0,-0.0683437428072351,0,0,0,-0.166646203122787,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10479843808274,0.0794168977529499,0,0,0,0,0.177733413996826,1.0842021724855e-19,0,0.259007568263994,0,-0.105371206279853,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0703448074307078,0,0.166850615373496,0,0.0602926551836915,0,0,0.323103959388481,0,-0.0622116661924157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135122385747139,0,0,-0.0966076152040564,0.316017866932732,0,0.148719323498495,0.0196857949834631,0,0,0,-0.00226391981133197,-0.0443465031663203,0
X601939.CH.EQUITY,0.185952086731109,0,0,0,0,0,0,0,0,0,0.0331454501337841,0,0,0.164544733733033,0,0,0,0,0,0.205430903582596,0.0669083797687974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483530557083896,0,0,0,0.0678751658510513,0,0,0.126972255443988,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.342752965900675,0,0,0,0,0,0,0,0.235150808929941,0,0,0,0.00261057856690713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00579068490447257,0.0749793093690717,0,0,0,0.164272782478557,0,0,0.230957035404929,0,0,0,0,0,0.0680948469747939,0
X5.HK.EQUITY,0,-0.17277867676076,0,0.448821604407951,0,0,0,-0.155513252960198,0,0,0,0,0,0,0,0.0172757084422849,0,0,0,0.140649073169304,0,0,0.478558998022437,-0.13830882928723,0,0,-0.00376622605605919,0,0,0,0,0,0,-0.146315763629909,0,0,0,0,0,0,0,0,0.115614122096065,0,0,0,-4.33680868994202e-19,-0.1648322206982,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.120901765982743,0.173657423735691,0.0872206462534841,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.550927628290734,0,0,0,0,0,0,0,-0.0150598153342004,0,-0.13648197255044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667773838656852,0,0
X600036.CH.EQUITY,0,0.389776306496438,0,0,0,0,0,0,-0.123885187802105,0,0,0,0,0.213595172248199,0,0,0,0,0.117621501504295,0,0.00966609998427459,0,0.177815595581229,0,0,0,-0.0472416279416625,0,0,-0.0926934763482525,0,0,0.184757360807558,0,0,0,0.017590547715798,0,0,0.200573875702523,0.0277259929077836,0,0,0,0,0,0.0149012048189881,0,0
X1299.HK.EQUITY,0,0.141610000833822,0,0,0,0,0,0,0,0,0,0,0,-0.0774253171315836,0.212240633299049,0,0,0.167907470511797,0.238620302140911,0,0.173312884506079,-0.00799755508799772,0,0.0825462140151444,0,0,0,0.0395128627045506,0,0,0,0,0,0,0,0,0,0,-0.201338050973759,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.27802596660127,0,0,0,0,0,0.159883110175156,0,0,0,0,0,0,0,0,0,-0.000715326189102393,0,0.115792978505783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0339691675671386,0,0,0.106588547597812,0,0,0,0,0,0,0,0,0,0,0.257032275293695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487442499882529,-0.007770572648399,0.228088287800441,0,0,0,0,0.183882675321619,0,-0.111272479002131,-0.0316482739125952,0,0,0,0,0,-0.0692873977821086
