,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.18642827030352,0,0,0.0415960729637356,0,0,0.165559639278996,0,0,0,0,0,0,0.118836379783581,0,0,0,0.298043110580801,0,0,0,0,0,0,0.140326115519909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236756904294565,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0324934606589935,0,0,0,0.127965294514631,0,0,0.116765904357234,0,0.174681618448631,0,0.0665214362632499,0,0,0,0.0350981818183665,0.344195149144426,0,0,0,0,0,0,0,0.0736771400516143,0,0,0,0,0,0.0230853442447015,0,0.000338566755072567,0,0,0,0,0,0,0,0.0914011745130285,0,0,0,0,0.0558631725416819
X601288.CH.EQUITY,0.130653464387916,0,0,0.410679479651852,0,0,0,0,0,0,0,0,0,0.0758489307074469,0.0689631803873068,0,0,0,0,0,0,0,-0.0612640724806427,0,0,0,0.0809250192489662,0,0,0,0.0226299830691032,0,0,0,0,0,0,0,0,0,0,0.070558620983444,0,0,0.0402182557817433,0,0,0,0,0
X601988.CH.EQUITY,-4.33680868994202e-19,0,0.349665613095058,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.133444191507364,0.0843351916875517,0,0,0,0,0,0,0,0,0,0,0.0332381264439761,0,0,0,0,0,0,0,0.251592086861081,0,0,0,0,0,0,0.0801366197570543,0,0,0,0,0,0,0.011950019433093,0,0,0
X5.HK.EQUITY,0,0,0,0,0,-0.0688129004913841,-0.014812965592054,0,0,0,0,0,0,0,0,0,0,0,0,0.631252701303352,0,0,0,0.158677019294175,0,0,0,0,0,0,0,0,0.0472472030937445,-0.169767387046298,0,0,0,0.08465066368549,0,0.24528436509437,0,0.178390419750929,0.00576409821172142,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.0986666658854188,0,0,0,0,0,0.136272519885913,0,0,0,0.160385543518625,0.0350713227146165,0,0.2390650108568,0,0,0,0,0.0414859441989245,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0398716137852511,0,0,-0.0156013016956997,0,0,-0.00908510149018961,0,0,0,0,-0.129951399323981,0
X601328.CH.EQUITY,0.432015803020842,0,0.110662595122923,0,0,0,0,0,0,0.0510131362066081,0.144191399614662,0.152615082440037,0,0,0.0591706283827594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157572175382572,0,0,0,0,0,0,-0.0419816155745689,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0711907505789119,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172939404944553,0,0.580222369582083,0,-0.0944166724998241,0,0,0,0,0,0,0.190726418238347,0,-0.0623727001469712,0,0,0,0.0280096022836882,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.203544858179689,-8.67361737988404e-19,0,0,0,0.284010988584038,0.257358463357234,-0.0906016986085558,0,0,0,0,0.00531665294778199,0.0830186576249917,0,0.0654128889527793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439256178937516,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.273374319756699,0,0,0,0,0.0917355443914712,0.236554377642001,0,0.0971103534546327,0.0398903420675344,0,0,0,0,0,0,0,0,0,0,0,0.064093358571209,0,0,0,0,0,0,0,0.0596848011139154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
