,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.52105162971446,0.286300056086763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955555004373175,0,0,0,0.0448936196940406,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.00743045065748465,0,-4.33680868994202e-19,0,0,0.0331384381000394,0
X601939.CH.EQUITY,0,0,0,0.0322122547529,0,0,0.0839461478192044,0,0,0,0,0,0,0.212024555627226,0.158376547400173,0,0,0,0,0,0.207577602614089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415206069389449,0,0,0,0,0,0
X601288.CH.EQUITY,0.10444517315607,0.182857869073401,0,0.113631839260291,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.343312380022307,0,0,0,0.0261179311847869,0,0,0.0557291421708254,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0453610628144772,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0914641465189149,0,0.324434285671658,0,0,0,0.165235804512568,0,0.110885329620252,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0338181846281919,0,0,0,0,0,0,0.10250497116637,0.130636358097582,0,0,0,0,0,0.140517226816765,0,0,0,0,0,0,0.00370489127599242,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.0202190726173272,0,0,0,0,0,0,0,0,0,0.297991419218022,0,0,0,0,0,0,0,0,0.0527934690932845,0,0,0,0,0,0,0,-0.174749708289734,-0.0645823518679718,0.527361055625181,0,0,0.0135730229103395,-0.13253760371877,0.268578822755961,0.115852526675156,-0.00246492120476371,0,0,0,0.208961603282464,-0.00763768141863466,0,-0.215369221970137,0.208504477670987,0,0,0,0,0
X601658.CH.Equity,0,0,0.0399919902864112,0.151545130620856,0,0,0,0,0.326835565466033,0,0,0,0,0,0,0,0,0,0,0.173151939539665,0,0,0,0.168787067058795,0,0,0,0.0841917024881856,0,0,-0.160927458737598,0,0,0,0,0,0,0.0155164283791369,0,0.115455476575116,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0900476827252794,0.111915391894502,0,0.105140177638512,0,0,0,0,0,0,0,0.0584982362061877,0,0,0.368195560152667,0,0,0,0.0554317621500905,0,0.0167617003096383,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073917630976936,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0.173790262429478,0,0,0.0428815877490585,0,-1.73472347597681e-18,0,0.14177719007988,0,0.194441682170972,0,0,0,0,0.0271801886090132,0.158421197089499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114595140912397,0,0,0
X600036.CH.EQUITY,0,0.0694938585431427,0,0,0,0,0,0.386877599573131,0,0,0,0,0,0,0,0,0.0912692956239258,0,0,0,0.171799036627789,0,0,0,0,0,0.0942743310162151,0,0,0,0.102114412209858,0,0.187761467548095,0,0,0,0,0,0,0,0,0,0,0.184602271424935,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0165934809501718,0,0,0,0,0,0,0.265842354820954,0,0,0,0.0635373951624329,0.18454002926135,0,0,0,-0.0297850304212343,0,0,0,0,0,0,0,0.269168977027139,0,-0.194138293762877,0,0,0,0,0,0,0,-0.155614689935323,0,0.235939713085743,0,0,0,0,0.0430565508273552,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.136445321476248,0,0,0,0,0.281013278736487,0,0,0,0.0124136814630398,0,0,0,0,0,0.0871270188368253,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.348737055992606,0,0.195851730503458,0,-0.0446690775132521,0,-0.048514038934672,-0.0134950120997594,0,0,0,0,-0.21128477279494,0,0,-0.0715737758427695,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0419505730994749,0,0,0,0,0,0,0,0,0,0,0.175823382246205,0,0,0.0123571838965572,0,0,0,0,0,0,0,0,0.32796603788455,0.276157566548039,0,0,0,0,-0.00378979731940022,0,0,0,0,0,0,0.2055469315657,0,0,0
X601998.CH.EQUITY,0,0.207489202690152,0,0,0,0,0,0,0,0,0.139470632616194,0,0,0,0,0,0.0858261935818315,0,0,0,0,0,0,0,0.0564959340293277,0,0,0,0,0.0127858896162471,0,0,0,0,0,0,0,-0.1782339811069,-0.0654851656900312,0,0.206704649652475,0,0,0,0,0,0.305967745193407,0,0,0.0462617336640502
X600016.CH.EQUITY,0,0.164597675651871,0,0,0,0.283938257970285,0,0,0,0,0.26959727719098,0,-0.0384782034499698,0,0.178176989110912,0,0,0,0,-0.312691582702504,0,0,0,0,0.257699310875042,0,0.0993399273101157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159995063019506,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.000472723008513392,0,0,0.319026853494927,0,0,0,0.444417764300647,0,0,0,0,0,0,0.0459584744930318,0,0,0,0,0,0,0,0.129377687609962,0,0,0,0,0,0.012264878221769,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0.0336140160881697,0,0,0,0,0,0,0,0.32371084236266,0.0147024869651071,0,0.195289677446263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848382192347934,0,0,0.0900456100533412,0,0,0,0,0.149285849275505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0.0403152950783193,0.0406403432188606,0,0,0,0.177194843133001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187928267842114,0,0.015416950269512,0,0,0,0.0106699274086804,0,0.134373153966701,0.0680274544241879,0,0,0,0,0,0,0,0,0,0,0.0942565647877694,0,0,0
X600015.CH.EQUITY,0,0,0,0.141232000607772,0,3.46944695195361e-18,0,0.0091260289857981,0,0,0,0,0,0.1684054419794,0.259966979795848,0,0,0,0,0,0,0,0,0.0346834679227952,0,0,0,0,0,0,0,0.02893852361807,0,0,0.0985520374532621,0.0374948638234768,0,0,0,0,0,0,0.0962949874095555,0,0,0,0.110662744003471,0,0,0
X601169.CH.EQUITY,0,0.172426246712575,0.066436408507444,0.0889202621136942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763921704274947,0.0171770632460748,0,0,0,0,0,0,0,0,0,0,0,0.201842818567289,0.0208826488471452,0.0345036527071449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335630386257199
X2388.HK.EQUITY,0,0.0847607036777496,0,0,0.195518331218885,0.205419127172772,0.150985238528201,0,0,0.246912966900971,0,0,0.134503628010494,0,0,0,0,0,0,0,0,0,0.11459941944637,0,0,0,0,0,0,0.159369292862383,0,0,0,0,0,0,-0.0752008530602172,-0.149231163657485,0,0,0,-0.132443624040496,0,0,0,0,-0.422516278548763,0,0,0
X600919.CH.EQUITY,0,0.0396418024168742,0,0,0,0.427074263735545,0,0,0,0.205591072329348,0,0,0,-3.46944695195361e-18,0,0,0,0,0.124028810368431,0,0,0,0,0.0619992361176372,0,0,0,0.0745997570174734,0,0,0,0,0,0,0.0271902245549564,0.0216858015216693,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.100903222957579,0.217641210012488,0,0,0,0.0245280893434803,0,0,0.0857665596613991,0,0,0,0,0,0,0,0.319543291003503,0,0,0,0,0,0,0,0,0.0831220141935405,0,8.67361737988404e-19,0,-0.178927213829771,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.326516770389598
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.106852904219839,0.278884239621262,0,0,0,0,0,0,0.0631521211466068,1.73472347597681e-18,0,0,0.388051461790735,0,0,0,0.0544347002376805,0,0.0442846141866381,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10261413486355,0
X002142.CH.EQUITY,0,0,0,0,0,0.376529007214123,0,0,0.247894403944507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17783671885307,0,0,-0.187885064470577,0,0.091896278818161,0,0,0.084388074770371,0,-0.00854464200175924,0,-0.0382693822977811,0,0.00970958546965231,0,0,0,0,0,0,0.0417778588449894,0,0,-0.0620056668120358,0,0,0
