,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.166990446006632,0,0,0,0,0,-0.1922241193882,0,0,0,0,0,0,0,0,0,0,-0.0220938202619582,0,0,0.384567011353248,-0.0313558463578778,0,0,0,0.430694439533172,0,0,0,0,-0.069391551478497,0,0,0,-0.0344540634784304,0,0,0,0,0,0.0233537323243377,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0363556879137925,0,0,0,0,0,0.170665595729439,0,0,0,0.217654657328524,0,0,0,0,0.0380605214050711,0,0,0,0,0,0.115482907072182,0,0,0.0587031364036459,0.309582660960915,0,0,0.15538137577727,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.764708982642572,0,0,0,0,0,0,0.116851149105535,0,0,0,0,0.101695934911535,0,0,0,0,0,0.00591970750603492,0,0,0.0111562426163906,0,0,0.0681676471521738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.807549671761006,0,-0.0104907854570681,0,0,-0.0563877419205177,0,0,0.0935228485154432,0,0,0,0,0,0.0457172028256406,0,0,0.00590743392398718,0.00954234866162183,0,0,0.266399225167512,0,0.0521239938747544,0.00229762890042886,0,0,0,0,0,0,0,0,0,0,0,-0.15780651015407,0,0,-0.183858145398481,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0
X600036.CH.EQUITY,0,0,0,0.347454325595878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175623666365445,0,0,0,0,0,0,0,0.199537795229714,0,0.0323583676057458,0,0,0,0,0,0,0,0,0,0.0611602309483124,0,0,0,0,0,0,0.0833028311098796,0,0,0,0,0.0118123125756982
X601988.CH.EQUITY,0,0,0,0.058795736473867,0,0.0230446452344028,0,0,-0.0624489093771939,-0.00900563837224194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706342023375323,0,0,0,0,0,-0.0272452194777298,0,0,0,0,0,0,0,0,0,0,0,0,-0.128466691711885,0,1.00102279086053,0
X1299.HK.EQUITY,0,0.0325567995230343,0,0,0,0,0,0,0,0.201638850766838,0,0,0,0.182963086463114,0,0,0,0,0,0,0,0,0.313365547563587,0,0,0,0,0,-0.056290116360728,0,0.045931531824238,0,0,0,0,0,0.0649410725406072,0.0717903267866635,0,0,0,0,0.163128553925994,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.17818246430364,0,-0.0326640728671274,-0.0806142517622722,0,0,0,0,0,-0.275588389866556,0,0,0,0,0,0,0,0,0.0353135345314284,0,0.418572491330693,-0.144511603457825,0,0,0,0,0,0,0,0,0.375577783323776,0,0,0,0.201083826803832,0.402261756829317,0,0,0,0,0.356163285180219
X388.HK.EQUITY,0,0.273348274852368,0,0,0.315838472974571,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.05007917270399,0,0,0,0.0237600942766443,0,0,0,0.191380828262492,0,0,-0.0370321856866986,0,0,0,0,0,0,0,0,0,0.302846976570446,0,0,-0.225908435577291,-0.161545113961079,0,0,-0.141265841970655,0.275599447074278,0,0,0,-0.0499226779965881
X601658.CH.Equity,0,0.020499724594211,0.188990249961179,0.149100464837113,0,0,0,0,0,0,0,0,0,0,0,0.0375810241335871,0,0.0490780203231218,0,0,0,0,0,0,0,0,0.180568041226638,0,0,0,0,0,0,0,0,0,0.00536292014487678,0,0,-0.0380415875887675,0.128131992422812,0,0,0,0,0,0.0727712128184519,0,0,0.0519678984949754
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.112653959543088,0,0,0,0.324476784479926,0,0,0.00942806126809358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979439034121547,0,0,0,0,0,0.167015987173769,0,0,0,-0.0621989842006518,0.163238361012581,0,0,0,0.266830547410711,0,0
X601166.CH.EQUITY,0,0,0.0326049165202963,0,0,0.0440287112852145,0.190189401298451,0,0,0,0,0,0,0,0,0.064600671557425,0,0,0,0,0,0.0616981397636774,0.0660969250997765,0.374716595862248,0,0,0.0169842342269942,0,0,0,0,0,0,0.00343747801186601,0,0,0.0576441641973041,0,0,0,0,0,0,0,0,0,0,0,0.176155118834208,0
X601066.CH.EQUITY,0,0,0,0,-0.0299280010764528,-1.73472347597681e-18,0,0,0,0,0,0.717401049287028,0,0,0.0245005248392381,0,0,0,-0.0314644371035826,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273034673284015,0,0,0,0.000906568179049473,0,0,0.116698270177825,0,0,0,0.0663785506912753,0.00659438492805859,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0578100031205275,0.122687055113336,-0.215887347288603,0,0,0,0.261065435469672,0,0,0,0.143049929550243,0.327248267085777,0,0.0270427623586891,0,0,0,0,0,0,0.0520976185026803,0,0,0,0,0,-0.182007484929162,-0.0516364692983996,0,0,0,0,0,0.0957562159256318,0,0,0,0,0,0,0,0,0,0.028597867356794,0,0.0170759039542312,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.219336768945252,0,0,0,0,0,0,0,0,0.105029353227311,0,0,0.0976661682242377,0,0.0900848609410803,0,0,0,0,0,0.309948498700982,0,0.0176919721407152,0,0,-0.228016105273274,0.0119494098921789,0,0,0,0,0,0,0.267448593828327,0,0.0206003311169335,0,0,0.0109115613809357,0,0,0,0,0,0
X601328.CH.EQUITY,0.0329176370305283,0,0,0.222612980439552,0,0,0,0,0,0,0,0.0359092522744304,0,0,0,0,0,0.0603140928556662,0,0,0,0.376899936730105,0,0,0,0,0,0,0,0,0,0.0389586863610974,0,0,0,0,0,0,0.0491710266088948,0,0,0,0,0.000598414045319292,0.0839773166876265,1.73472347597681e-18,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0158993643937987,0,0.495129722733258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976433665221065,0,0,0,0.0322578304619846,0,0,0,0,0,0,0,0,0,0.544497365295793,0,0,0,0,0,0,0,0.131229672484994
