,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2884.TT.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.186972521201955,0.0301962906157094,0,0,0,0,0,0,0,-0.0988570254285332,0,0.074429484851536,0.100894884391112,0,0,0,0,0,0,0,0.373257249060127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262998575487664,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.158831171965454,0,0,0.100778581178497,0,0.0996960810763005,0.081217545136327,0,0,0,0.111966743970701,0.127208351748129,0.0311634388819061,0,0,0,0,0.0121265599401318,0.153264048533533,1.73472347597681e-18,0.0624584330833526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229374961007327,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.29414794655438,0.244912065818341,0,0.057900389812585,0,0.0482988908881969,0,0,0,0,0.0187730139538405,0,0,1.38777878078145e-17,0,0,-0.0335310705215674,0,0,0,0,0,0,0,-0.0473752336764584,0,0,0,0,0.140554317906743,0,0,0,0.129248537475296,0,0,-0.16250049328733,0,0,0.0829322129683157,-0.0367950387668092,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.00275047436530311,0,0.246835700435234,0,0,0.333255823419641,0.00410046642896643,0,0,0,0,0,0,0.167722432870399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281591606527143,0,0,0.0431294772693256,0,0,0,0
X5.HK.EQUITY,0,-0.299839736635631,0,0,0,0,0,0,0,0.137312423312929,-8.67361737988404e-19,0,0,0,0,0,0,0.240483034806879,0.139967597751224,0,0,0.225654179325654,0,0.00108800830980973,0,0.101446996119092,0,0,0,0.350927967890609,0,0.0696575380729965,0,0,0,0,0,-0.0570081908750211,0,0,0,0,0,0,-0.293741185137397,0,0,0,0,0
X601658.CH.Equity,0,0,0.203476165828838,0,0,0,0,0,0.0143809012209546,0,0.198842740444613,0,0.0422536411788534,0,0,0,0,0,0,0.0276404725052443,0,0,0,0,0,0,0,0.270681711870047,0,0,0.0119841845463741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117297366074902,0
X601328.CH.EQUITY,0.103761252604149,0.0274900118558502,0,0,0,0,0,0,0.00880871530277859,0,0,0.0362546351974273,0,0.219898249412313,0.0150567698831677,0.183751223857728,0,0,0.041871620841121,0.0112168695659666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133594815629581,0,0,0,0,-0.0751953915913277,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.131633899808724,0,0,0,0,0,-0.0557975551998636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646803635780209,0,0.0194826849613016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219539727659496,0,0,0
X600036.CH.EQUITY,0.0759198358889736,0.00612515735123324,0,0,0,0,0.0297527074534427,0,0,0,0,0,0,0,0,0,0.531635230084923,0,0,0,0,0,0,0,0.0269100182090981,0,0,0.152946919080948,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.0551244210764248,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.05610344239087,0.0616294048426359,0,0,0.378180738800022,0,0,0,0,0.107596991080089,0,0.0536793158888736,0,0,0,0,0,0.0463489202124839,0,0,0,0,0.0855715188603063,0,0,0,0,0,0.0833584893636905,0,0,0,0,0,0,0,0,0.12271658808761,0,0,0,0,0,0,0,0
