,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY
X601398.CH.EQUITY,0,0,0.341388677742874,0.221632898950544,0,0.00166698635200707,0,-0.101305445365676,0,0,0.0879921219503373,0,0,-0.152909034892669,0,0,0,0,0.128019633624039,0,0,0.111522418417306,0,0,0,0.123316584406232,0,0,-0.102404199371129,0,0.124443406555215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00989050413055341,0,-0.0824210382870088,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.213590907858799,0.022671227738298,0.287996873701311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693938995935579,0,0,0,0,0,0,0,-0.279665373358622,0.262653245892089,0,0.195703355002533,0,0,0,0,0,0.0553893960457875,-0.00343046100825688
X601939.CH.EQUITY,0.460239803499509,0,0,0.061563026314205,0.111378077666518,0,0,0.0319797776722645,0,0,0,0,0.156861279890191,0,0,0,0,0,0,0,0.1395735870774,0,0,0.0177657011751777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316388143862749,0,0,0,0,0.0140693345965331,0,-0.147399982888313,0,0,0
X601288.CH.EQUITY,0.392815724024311,0,0.206307858878761,0,0.151992132072906,0.0740345237211718,0,0.0445686495427912,0,0,0,0,0,0,0.0213617004079875,0,0,0,0,0,0,0,0,0,0,0,0,0.07328757079109,0,0,0,0,0,0.0476818195910358,0,0,0,0.0592490322893092,0.164106294413104,0,0,0.0216898761543221,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.2154274198233,0,0.150597121167243,0,0,0.0072777149500946,-0.0734213970531108,-0.200648297030706,0,0.247689866067721,0.00687723622468257,0,0,0.170911314346644,0,0,0,0.213862408735873,0.0905173330089843,0,0,-0.119594316228374,0.434336415737319,0,0,0,0,0,0,0,0,0,0,0.0460125649489711,-0.0936702210082742,0,0,0,0,0.222260369093961,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.112753066287757,0,0.0466199475475181,0.254334200763055,0,0,0,0.134232839613969,0,0.0909748161442654,0.282931069973236,0,0,0,-0.35929408125725,0,0,0,0,0,0,0,0,0.0399894950607209,0,0,0,0.0200940124588873,0,0,0,0,0,0,0,0,0,0,0,0,0.0361763027710334,0,0,0,0.0711807704563477,0,0,0,0
X600036.CH.EQUITY,0,0.275122655134774,0,0,0.0139574982064093,0,0,0,0,0,0,0,0.180739424402151,0,0,0,0,0.0870856268502115,0,0,0,0,0,0.120859524316416,0,0,0,-0.00850927371327717,0,-0.0179149285232834,0.254189270635378,0,0,0,0,0,0,0,0,0,0.0828319731629173,0,0,0,0,0,0.0812419270954897,0,0.132640780001425
X601628.CH.EQUITY,0,0,0,0.259640876315487,0,0,0,0,0.0881712659542197,0.0553620579888407,0,0,0,0.0244498206515336,0,0,0,0,0,0,0,0,0.0823722575291621,0,0,0,0,0,0,0,0,0,0,0.056733448131877,0,0,0,0,0,0,0.098878534158527,0,0,0,0,0,0,0,0.0762344804589691
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471196668432911,0,0,0,0,0.189788614570235,0,-0.0122806744980516,0.126874040682983,0,0.191286677200728,0,0,0,0,0.00978545538833922,0.355471120734293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667909734218893,0,0,0.0157504613276982
X601166.CH.EQUITY,0.0309501081691069,0,0,0,0,0.100081116214223,0,0,0,0,0,0,0,0.274329582119101,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145155020367735,0.0501691675992722,0,0,0.534184552933594,0,0,0.199412592190308,0,-0.0597727710401659,0,0,0,0.166123810586408,0,-0.152786993826781,0,0,0,0,-0.00819113116575215,0,0
X601328.CH.EQUITY,0,0.0232304962092353,0,0,0.0773651357729118,0.110844408252711,0,0,0,0,0,0.234139105640026,0,0,0,0,0.0682405578893572,0,0,0.175807496598169,-0.180560506951164,0.139211914179218,0.074410648515813,0,0,0,0,0,0,0,0.00995977900678552,0,0,0,0,0,0,0,0,0.032925652217485,0,0.180742031421957,0,0.0257238570609071,0.016959777845634,-0.0197997210664526,0,0,0
X600000.CH.EQUITY,0,0.0973313676968211,0,0.0108668887736874,0,0.0444616341405122,0.173350703620598,0,0,0,0.246036692211884,0,0.193769906490953,0,0,0,0,-0.0239997174645168,0,0,0,0.0925295641808542,0,0,0,0.217623404347446,0,0,-0.00923017894398806,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676070188789531,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118378700351071,0,0,0,0.153315416626997,0,-0.267264606558397,0,-0.0104137544299069,0.248683339302841,0,0,0.0674258247735046,0,-0.0740015599584774,0,0,0.0324400814632923,0,0,0,0.308348979958851,0
X601601.CH.EQUITY,0,0,0,0,0,-0.0639156387380549,0,0.190681993847521,0,0.206823418679819,0,0,0.0812307203369961,0,0,0,0,0.292110855319026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254260473440082,0,0,0,0,0,0,0,0,0,0.0826641275824213
X000002.CH.EQUITY,-0.0728295165269943,-0.229511474267364,0,0,0,0,0,0,-0.0310258330789089,0,0,0,0,0,0,0,-0.0540626387179434,0,0,0.410456195867432,0,0,-0.0324485210625825,0,0,-0.0182465888316133,0,0,0,0.219197262503003,0.106844534635518,0,-0.163631258116522,0.270737553696361,0,-0.140459690144873,0,0,0.0112029207995786,0.173100421005193,0,0,0,0,0,0,0,0.329895734432528,0
X16.HK.EQUITY,0.0178280873850618,0,0,0.214730311059075,0,0,-0.0865110725677784,0,0.283267487687407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681269500457579,0.238665873905633,0,0,0,-8.67361737988404e-19,0.0699358510369488,0.0573210245081147,-0.0403762356375707,0,0,0,0,0,0,0,0,0,0,0,0.1704972896742,0,0.0348115097428075,0,0,0,0.301421106278637
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0531694837156678,0,0,-0.0620427173212348,0,0,0,0,0,0,0,0,0,0,0.0953870588339722,0,0,0,0,0,-0.0549026167483789,0,0,0,0.000129453438480421,0.391014527872205,0,0,0,0.134874689045086,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,-0.0183159181527119,0.0253975472571499,0,0.314558620637387,0,0,0,0,0,-0.0352199976807366,0,-0.0704635253492378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142568314427565,-4.33680868994202e-19,-0.0582198922310452,0,0,0,-0.284143459506279,0,0,0,0.116400416217978,0.41540580567734,0,0,-0.0862075494928131,0,0,0
X11.HK.EQUITY,0.326170198169354,0,-0.0114213797615634,0,0.0844986163332254,0,0,0,0.189078721162244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372439018930742,0,-0.143549898284732,-0.017355083781641,0,0,-0.0313600364670403,0,0,0.0428854372463568,-0.0727286561466701,0,0,0,0,-0.0897218003578433,0,0,0,0,0,0,-0.0127515126769237,0,0,-0.083033200865617
X601998.CH.EQUITY,0.0530393027397951,0,0,0,0,0,0,-0.0703817756398861,0,0,0.270671559093063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960581543384436,0,0,0,0.0497193594520641,0,0.164136615159832,0,0,0,0,0,0,0,0,0.100840338089207,0,0,0.116642872408048,0,8.67361737988404e-19,-0.0240118629453062,0,0
