,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.338169198311994,0,0.160490600620624,0,0.0776241742301852,0,0,0.219983492310387,0,0.145141298090496,0,0,0,0,0,0,0,0,0,0,0,-0.0763562875103159,0,0,0,0,0,0,0,0.0599181891317077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.425357997908812,0,0,0.207424391041006,0,0,-0.123330674801784,0,0,0.0426230425118533,0.00602630822623003,0,0.203908035107956,0,-0.0267564928941971,0,0,0,0,0,0,0,0,-0.00860205592555308,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372174851755901,0,0,-0.0116320406166675,0,0,0,0,0,0,0,0.169314688838468,0,0
X601318.CH.EQUITY,0.0856221222104746,0,0,0,0.143602156497193,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.0300042356629489,0,0,0,0,0,0,0,0,0,0.182749925678026,0,0,0,0,0.244405416607641,0,0,0,0,0,0,0.0885160936854134,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.292165028794779,0.158945596141613,0,0,0.124995852520103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163542623358168,0,0,0,0,0,0,0,0,0,0,0.0382629299149771,0,0,0.0243312917261909,0,0,0,0.109923837874057,0,0.000695311662697305,0.0761683535334028,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0033309416095114,0,0.516496965428306,0,0,0,0,0,0.279460939938502,0,0,0,0,0,0.0695821304042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164540478346492,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0150977725453818,0,0,0,-2.71050543121376e-20,0,0,0,0,0.351606686846488,0,0.0240579785051101,0,0,0,0,0,0,0,0,0.00661943189975113,0.112363380022723,0,0,0,0,0,0.0324532114570526,0,0,0,0.0498373387403914,0,0,0,0,0,0,0.0531860529671654,0.0682242563387438,0,0,0,0,0,0,0.285736362127535,0
X1299.HK.EQUITY,0,0,0,0,0,0.110700978086278,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242739543866613,0,0,0,0.15399032093554,0,0,0.147899927901166,0,0,0,0,0,0,0,0,0,0,0,0.149873172276264,0,0.0294521147677631,0
X5.HK.EQUITY,0,-0.215733699599028,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-1.38777878078145e-17,0,-0.150510012438363,0,0,0,0,0,0,0,0.668709709594807,0,-0.343459415558907,0,0.787355564231884,0,0,0,0,0,0,0,0,0,0,0,0,0.433720689474751,0,0,0,-0.376949727210369,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127867187592492,0,0,0,0.146676409567573,0.127165015109889,0,0,0,0,0,0.189726784692003,0,0,0,0,0,0,0,0,0,0,0,0.0453892184229746,0,0,0.0275582480898326,0,0,0,0,0.251773260503712,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096879858024074,0.209185946251892,0,0,0,0.0215522967342049,0.504776645760076,0,0,0,0,0,0.161007244068515,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0
