,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X267.HK.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.0525822104845707,0.674927843710087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186251116191969,0,0,0,0,-0.230877591880559,0,-0.135087658024776,0,0.0583039047929414,0,0.123475241026506,0,0,0,0,-0.100207816256431,0,0.0402032205965863,0.0300517637308402,0,-0.0999099344875457,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0320170058927067,0,0.125968619387967,0.247714037032114,-0.0848756581655549,0,0,0,0,0,0,0,0,0,0,0,0.151803579503058,0,0,0,0,0,-0.272984682198029,0,0,0,-0.148828336215422,0,0,0,0,0,0,0,0,0,0,0.141765933651868,0,0,0,0,0,0,0,0,0,0,-0.01627484313305,0
X601939.CH.EQUITY,0.286215465688621,0.277806906542297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193689988888001,0.122346253584224,-0.172052914789642,0,0,0,0,0,0,0,0,0,0,0.205907986089703,0,0,0.0942387288195688,3.46944695195361e-18,0,0.0141819386984758,-0.0286183232751904,0,0,0,0,0,0.0183558891675152,0,0,0
X601988.CH.EQUITY,0.157848887058179,0.0985152924268169,0.137218525228188,0,0,0.0868613954638924,0.0469981075488489,0,0,0,0,0.15424800497314,0.133926438906106,0,0,0,0,0,0,0,0,0,-0.226161023145344,0,0,0,0,0.0267431507526259,0,0,0.010058693939772,0,0,0,0,0.0461201979718643,0.0709642658946748,0,0,0,0,0,0,0,0,0,0,0.0139068218161386,0,0
X5.HK.EQUITY,0,0,-0.0499549226205884,0,0,0.100090307912916,0,0,0.368405487664259,0,0,0,0,0,0.237566201334553,-0.293724002141435,0,0,0,0,-0.189841432373927,0,0.123867516891895,0,0.180426234996466,0,0,0,0,0.42654137818968,0.148998289199067,0,0,0,0,0,0,0,0,0,0,-0.0759503375383147,0,0,-0.184780363782514,0.190297300606348,0,0,0,0.0895060682401786
X601658.CH.Equity,0,0,0,0.0208284781505618,0.0379147780389671,0,0,0,0,0.648238172661901,0,0,0,-0.196185474665077,0,-8.67361737988404e-19,0.398107895395526,0,0,0,0,0,-0.125793500565725,0,0,0,0,0,0,0,0,0.0404769674762624,0,-0.177470330514374,0,0,0,0.186938503240397,0,0.0869166171146709,0.0558211991739868,0,0,0,0,0,0,0,0.11954637920525,0
X601328.CH.EQUITY,0.251751085632201,0.13752728281239,0.0334531906483591,0.252939248377915,0,-0.0918134794623875,0,0,0.184902927987338,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0905780955810571,-0.033776223744832,0.190267327334099,0,0,0,0,0.165517838504223,0,0,0,0,0,0,0,0,0,0.129047670264139,0,0,-0.0122808191322765
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.204888817336773,0,0.115889152577468,0,0,0,0.0985590395729272,0.235891483007959,0,0,0,0,0.0624387751908821,0.262374505844099,0.0825532666522865,0,0,0.0904742677748928,0,0.0564777781613731,0,0.0160788500079974,0,0,0,0.00669389778689824,0,0,0,0,0,0,0,0,0,-0.0860259279306403,0,0,0,0,0
X267.HK.EQUITY,0.240660450884932,0,0,0.0943596397241437,0.500257757564118,0,0.0554083443460536,0,0,0,0,0,0,0,0.209738623893487,0,0,0,0,0,0,0.0691053106091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.270165423182015,0,0,0.185636227808924,0,0,-0.141944247310018,0,0.0361819393381792,0,0,0.44433213163877,0,0.0406896287267486,0,0,0,0,0.053734815473032,0,0,0.00449709391060979,0,0,0.00751584360717712,0,0,0,0,0,0,0,0,0,0,0,0,0.120681708124766,0,0,0,0,0,-0.0709122857793625,0
