,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0,0.00711968521442826,0,0,0.132507998011902,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646053716640479,0.429771929173088,0,0.728085092381083,-0.0732555501886194,0,0.16388451242977,0,0,0,0,0,0,0,0,-0.247571841406655,0,0,-0.000187422654717872,0,0,0,0,0,0,0,-0.358379633816886,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0545177334867914,0.182875047948687,0.0773336701667549,0,0,0,0.0574676009113884,0,0,0,0,0,0,0,0,0.284748850823536,0,0,0,0,0,0,0,0,0,0.155070173686642,0,0,0,0,0,0,0,0,0,0,0.189632774864582,0,0,0,0,0.0147128867849264,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.849033950639411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773376275619315,0,0,0,0,0,0.0172829955967036,0,0,0,0,0,0.122499860591483,-0.0929752104704118,0,0,0,0,0,0,-0.00673123382874,0,0,0,0.015136167566885,0,-0.0676105345777519,0,0.00422969247144823,0,0,0.0328565622368515,0
X601288.CH.EQUITY,0,0,0.870672473185199,0,0.0650615972697066,-0.0822418777115575,0,0,0,0,0,0,0,0.00943708511745853,0,-1.73472347597681e-18,0.0501222910116997,0.105545496251889,0,0,0,0,0,0,0,0,-0.0925302061499925,0.00807978139963682,0,0,0.0141070111965669,0,0,0,0,0,0,0,-0.111207946292607,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.684317760392499,0,0,0.246004203331528,0,0.0777535858558595,0,0,0,0.0273880738097365,0,0,0,0,0.0643963388152311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175304357396255,0,0,0,0,0,0.0494960870995496,0,0,0,0,0
X601628.CH.EQUITY,0,0.147361715133956,0.00217513311728971,0,0,0,0.245078125771669,0,0,0,-0.0818032853753393,0,0,0,0,0,0,0,0,0,0,0,0.06289732215934,0,0,-3.46944695195361e-18,0,0.0577603610224531,0,0,0,0,0,0,0,0,0,0,0,0,0.131839259674672,0.136296663854903,0.0324836383269545,0,0,0,0.136939277682333,0.0380165439660135,0.0215361506322106,0
X600036.CH.EQUITY,0,0,0.192820490648339,0.257441882608224,0,0,0,0.0924234496227894,0.0500074384931294,0,-0.042003813912897,0,0,0,0,0.00841786713524395,0,0,0,0.0135047034083975,0,0,0,0,-0.0194488438140327,0,0,0.0649684095489852,0,0,0,0,0,0.277745920979824,0,0,0,0,0,0,0,-0.0591601771140541,0,0,0.021925380690624,0,0,0.0802545107858828,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.205833274725806,0,0,0,0,0,0,0,0,-0.00214489878756824,0,0.0262883214339633,0,0,0,0.167541615146619,0,0,-0.0714465560596278,0,0.00904025025960002,0,0,0,0,0.136086965183269,0,0,0,0,0,0,0,0,0,0,0.149778132117509,0.137697653951168,0,0,0,0,0.479270188294486,0,0
X5.HK.EQUITY,0,0,0,0,0,-0.155725579356521,0,0,0,0,0.113166106495755,0,0,0,0,0,0.396442759740568,0,0,0,0,0.114428507450812,0,0,0,0.428132818689287,0,0,0.00519925646139458,0.160776174277175,0,0.00466620998517698,0,0,0,0,-0.203265924230696,0,0,0,0,0,0,0.165640778165155,0.104962053563246,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.225239137302857,0,0,0,0,0,0,0,0,0.0345255985812315,0,0,0,0,0.168045883090709,0.138376455861311,0,-0.222765627324357,0,0,0,0,0,-0.141706992863271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467191980200179,0,0,0,0.0491331563563032,4.33680868994202e-19,0,0
X388.HK.EQUITY,0,0.218557141547354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769293541722925,0,0,0,0,0.303427027886123,0.147901754045424,0,0,0,0,0,0.193255601398197,-0.125126602545285,0,0,0,0,0,0,0,0,0.130337705277563,0.0538383093943418,0,0,0,-0.350924076257081,1.73472347597681e-18,-0.192330119617448,0.0355022844033158,0,0,0,0
