,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.33899047485102,0,0.0133545441341027,0,0,0,0,0,0,0,0.0836927787190026,0,0,0,0.0287330102702505,0.000631951828953789,0,0,0,0,0,0,0.0427695172742308,0,0.0854146491854435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132276146371196,0,0,0,0,0,0
X601939.CH.EQUITY,0.301412923205658,0,0.177829376309824,0,0,0.0905404274393128,0,0,-2.11758236813575e-22,0,0,0.0811453972435415,0.0431401812207814,0,0,0,0,0,0.18535866384492,0.186692205477298,0,0,0,0,0,0,0.127596215588476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595201815996866,0,-0.0509488258947341,0,-0.0242459331289555,-1.38777878078145e-17,0
X601288.CH.EQUITY,0.706757289914599,0.0380063106625434,0,0.205739080141453,0,0,0,0,0,0,0.000665809644251952,0,-0.0570225479185435,0,0,-0.157558773191344,0,0,0,0,-0.0216952829998112,0,0,0.0497524997184019,0,-0.102929689867659,0,0,0,0.119748419133624,0,0,0,0,0,0,0,0,0,0,-0.172930309930409,0,0,0,0,0,0.195381737959168,0,0,0
X601988.CH.EQUITY,0.117389477102507,0,0.40514255517616,0,0,0,0,0,0,0,0.255091539792332,-0.0435480657207723,0,0,0,0,0,0,0,-0.172356314248335,0,0,0,0,-0.144668487975476,-0.0127975858194666,0,-0.0101508304893201,0.230514340716716,0,0,0,-0.0198644220848442,0,0,0,0,0,0,0,0,0,0,0,-0.0198935209439889,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.219917443339329,0,0,0,0,0,0,0,-0.117826249678229,0,0.0731409867004858,0,0,0,0.143739580762133,0.185411527330341,0,0,0.0618198466855069,0,0,0,0,0.131845105499848,0,0,0,-0.0274725412670696,0,0.0908920448008273,0,0,0,-0.035887334211058,0,0,0,-0.250668578444573,0,0,0,0,0,0,0
X601658.CH.Equity,0.161536999776231,0,0,0,0.0782898829500603,0,0,-0.0311404671964648,0,0.144294403645152,0,0,0,0,0,0.0628627566215265,0.0209549944885023,0,0,0,0,0,0,0.0124444813460905,0,0,0,0.296736840673784,0,0,0,-0.0287343533170796,0,0,0.0123363589657351,0,0,0,0,0,0,0,0,0,-0.0651287160235708,-0.0157952144893408,0,0,0.363158117190858,0
X601328.CH.EQUITY,0,0,0,0.212930373649462,0,0,0,0,0,0,0.0602604555320169,0.189975151779679,0,0,0,0.145575740420564,0,0,0,0,0,0.116553927454357,0,0,0,0,0,0.0600477567189371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186272525914437,0
X601318.CH.EQUITY,0.0722681399586658,0.145937597334769,0,0.00294004410198329,0,0.0474873941538409,0,0,0,0,0,0,0,0.0173329868458977,0,0,0,0,0,0,0,0,0,0,0,0,0.0673878499559042,0,-0.189585768186519,0.0916975622240525,0,0,0,0,0,0.522400345553675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.158638007955812,0.0348244371927607,0,0,0,0.211026600167423,0.2629432785949,0,0,0,0,0,0,0,0,0,0,0.162209666488713,0,0,0,0,0,0,0.0585945484329715,0,0,0,0,0.0188175412377711,0,0,0,0,0,0,0,0.0257236200449071,0,0,0
X601166.CH.EQUITY,0,0,-4.33680868994202e-19,0,0,0.183852832800825,0,0,0.201145143133168,0,0,0,0,0,0,0.152409784243177,0.426734572651635,0,0,0,-0.180099761858927,0.269060945368277,0,0,-0.0083866117488792,0,0,0,0,0,0,0,0,0,-0.261795171796217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210557768562537,0
X600000.CH.EQUITY,0,0,0,0,0,0,-0.105072808063725,0,0.133836587388864,0,0,0,0,0.1184830515067,0.125774452726592,0.13959864187259,0.0617858985715666,0,0,0.0545473263867235,0,0.0368088678458416,0,0,0,0,0,0.137905550594055,0,0,0,0,0.0142871158038575,-0.160701165024011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341552556534333,0
X601998.CH.EQUITY,0,0,0.103949536966746,0,0,0,0.213020587079113,0.00189675703614407,-6.93889390390723e-18,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0944273746940228,0.185979390635445,0,0,0.0686286943724812,0,0,0,0,0,0.159017488754087,0,0,0.0250979218919125,0.148978332502611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355459436899866,0
X267.HK.EQUITY,0,0,0,0,0.0578787413224232,0,0,0,0,0,0,0.0282729870564965,0,0,0,0,-0.0671661740365608,0,0,0.0226648772610629,0.0531622973604903,0,0,0,0,0,-0.0158952301430482,0,0.176292676828235,0,0,0,0,0,0,0,0.210984060804538,0,0,0,0,0,0,0,0.213705286323728,0,0,0,0,0
