,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity
X388.HK.EQUITY,0,0,0.294246248086248,0,0,0,0,0,0,0,0,0,0.00287541437209589,0,0,0,0,0.0445953955254426,0,0,0,0.0390323486497097,0.0393053832882834,0,0,0,0,0,0,0,0,0.0929387292259152,0,0,0,0.0383954207506975,0,0,0,0.0407239142981005,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0553147515409328,0,0,0.346182564308174,0,0,0,0.0088226089953942,0.0652282888839824,0,0,0,0.0567415983246332,0,0,0,0.0162806956147964,0,0,0.0537541962740574,0,0,0,0,0,0,0,0.267367922319053,0,0,0,0,0,0,0.0461398536480706,0,0,0,0,0,0,0,0,0,0,0,0.117315859506082,0
X600000.CH.EQUITY,0,3.46944695195361e-18,0,0.180514272286811,0,0.00730610875760425,0,0.0159701321542292,0,0,0,0,0.350106696652102,0,0,0,0,0,0,0,0,0.0258935389990188,0,0,0,0.0733645086910267,0,0,0.163157081807992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183811350367467,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00851783055617364,0,0,0,0,0.0853743831539601,0,0,0,0.1504793493694,0,0.0580996315469846,0,0,0,0,0,0.0714745191659048,0,-4.33680868994202e-19,0.303415292229218,0.171066534816902,0,0.0209860784334529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0383281163657428,0,0,0,0,0,0,0.0732011430093038,0,0.333975530069675,0,0,0,0,0,0,0,0,0,0,0,0.222250139342209,0,0.0780828772029507,0.134525201693799,0,0,0.0723813203313272,0.0388894024257528,0,-4.33680868994202e-19,0.0218170797768881,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.342754149619924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540366593290112,0.1852545462778,0,0,0,0,0,0,0.0157492637629518,0,0,0.0156292006832696,0,-0.022970275650356,0,0,0.337606515146131,0,0,0.136877544880356,-0.127477079284155,0,0.0745950978279279,0,0,0,0,0,0,-0.00836894537050195
X688.HK.EQUITY,0,0,0,0,0,0,0.0407855042222441,0,0,0,0,0,0,0.200150421869033,0,0,0,0,0,0,0,0,0,0,0,0,0.271591819748249,-8.67361737988404e-19,0.0155131174447524,0,0,0,0,0,0,0,0.28058976383147,0.0668788168094724,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0844008020643305,0,0
X000001.CH.EQUITY,0,0,0.190804216120118,0,0,0,0,0,0,0,0,0,0,0,0.157808471484682,0,0,0,0,0,0.0511337206792699,0,0,0,0,0,0,0,0,0,0.109176744547004,0,0,0.285236407320703,0,0.0634172968761993,0,0.0590308331262186,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.131491298265795,0,0.0024379567521293,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.00845382123638368,0,0,0,0.0415785357494039,0,0,0.147469366086805,3.46944695195361e-18,0,0,0,0.101222849310367,0,0,0.218048338109023,0,0.105397311722774,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.0218948008969358,0.0605970979344252,0,0,0,0,0,0,0.261309421997382,0,0,0,0,0,-0.0381600145614774,0,0,-0.0970218658983333,0,0,0,0,0,0,0.0917610929350803,0,0,0,0.463371730765252,0,0,0,0,0,0,-0.0323395297475447,0.0430256759701323,0,0,0,0,0.0448105586310131,0
X600016.CH.EQUITY,0.0184979998812895,0.0310799850186141,0,0.145117002517151,0,0,0,0,0,0,0.290170337802733,0,0.0350251120951834,0.0842607111739186,2.16840434497101e-19,0,0.233954845215298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216027783433915,0,0,0,0,0,0,0,0,0,0,0.0199925503392175,0.11936510711299,0,0,0,0,0.0459390429385105,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.0942806839028879,0,0,0,0,0.0378808596747467,0,0,0,0,0,0,0,0.0119932325525243,0,0,0,0.284555776141583,0,0,0.0200461027612274,0,0,0,0,0.13852999132936,0,0.0175723138025088,0,0,0,0,0,0.325421270399471,0,0,0,0,0,0.00944751884171107,-3.46944695195361e-18,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.235022742185908,0.290881653316777,0,0,-0.0205492054840971,0,0,0,0,0.0701427338769673,0,0,0,0,0,0.229324106641932,0,0,0,0,0,0,0,-0.00446554176588122,0,0,0.0437443563138686,0,0,0,0,0,0,0,0.103071229513137,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.608488439992336,0,0,0,0,0,0,0,0,0.0513840057565042,0,0,0,0,0.230792806203731,0.0316251922480144,0,0,0,0,0,0.0643481667132413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264290201223229,0,0,0.0112290658319436,0,-0.291298959688826,0,0,0,0,0,0,-0.0953210211267859
X601998.CH.EQUITY,0,0.314363907317464,0,0,0.0745193030826555,0,0,0,0.037248817122123,0,0.0680811826273989,0,0,0.221891486820685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600716072341746,0.0733627585988119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252397752979219,0.111067529620646,0
X267.HK.EQUITY,0,0,0.136236575879953,0,0,0,0.0271436544786761,0,0.177632366439492,-0.0519662270200201,0,0.265298075335745,-0.185194195162668,0,0,0,0,0.20240202780743,0,0.108346963933504,0,0,0,0,0,0,0,0.217816307295801,0,0,0,0,0,0.0063914906230222,0,0,0,0,0,0,0,0,0,0.0367113341324986,0,0.0367799764453335,0,0,0,0.124070114352655
X1109.HK.EQUITY,0.254155507732486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307878450538033,0.226077081413142,0,0,0,0,0,0,0.363625531625124,0,0,0,0,0,0,0.180041967110783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,2.77555756156289e-17,0.0559540269359672,0.0171994606518397,0,0,0,0,0,0,-6.93889390390723e-18,0.122696700566823,0,0,0,0.0225417546114706,0,0,0,0,0,0,0.434568293910325,0,0,0,0,0,0.0783716299547856,0.0364716644046788,0,0,0,0,0,0.102346564693552,0,0,0,0,0,0,0,0.259783211759885,0
X601818.CH.EQUITY,0.113138519632015,0,0,0.207571790541664,0,0,0,0,0.0241124492178821,0,0.0929857382669492,0,0.309141585673567,0,0,0,0,0,0.0169751261851313,0,0,0,0,0,0,0.0449723969551194,0,0,-0.0976413245482649,0,0.114430329657846,0,0,0,0,0,0,0.0267756146486756,-0.0370805936021217,0,0,0,0.0667746989487764,0.0362316953678032,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.499481932417183,0,0,0,0.0638557662299032,0.0649571686214423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220448379436575,0,0.0703747483738384,0,0,0,0,-0.0354299030498175,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,-0.094513075602871,0,0,-0.0513892720842406,0,0,0.172265853563171,0,0,0.296158979044629,0,0,0,0,0.191894230684104,0,0,0,-0.0478800274469805,-1.73472347597681e-18,0.187925452263405,-0.0479427330649256,0,0,0,0,0,0,0.160132393518982,0.16148199420945,0,0,0,0,0,0,0,0.0831425524132028,0,0,0,0.0117872318647462
X601688.CH.EQUITY,0,0,0.0402237988498147,0,-0.0275210556323464,0,0,0,0,0,0,0,0,0,0,0.213202797532843,0,0,-0.0612366740764413,0.0613807116882683,0,0,0,0.0135275884231389,0,0,0,0,0,0,0,-0.107755576292625,0,0.0356901346877277,0,0.0835144211615819,0.0572834975851979,0,0,0,0,0.463838748745285,0.123290756194733,0,0.157206260219355,0,0,0,0,0
X002142.CH.EQUITY,0,0,2.77555756156289e-17,0,0,0.288750041544031,0,0,0,0,-0.125193492167517,0.210424564687074,0,0,0.129954990416949,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290322865005884,0,0.191711978747107,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.112373373428996,0,0,0,0,-0.32238774125884,0.952050441500539,0,0,0,0,-0.275375407512958,0,0,0,0,0,0,0,0.10645618595255,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.142799936936754,0.000996561972035929,0.111292529907871,0.0465538314276361,0,0,0,0,0,0.0558266951111895
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164256589975101,0,0.174046963731606,0,0,0,0.00925941736135824,0,0,0,0,0,0.128540669497381,0,0,0,0,0.482792662838893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977302511692115,0,0
X12.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.125835036262977,0,0,0,0,0.0922683254104334,0,0.291809740942898,0.0902141666753538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583737871680394,0,0,0,0,0,0,0,0,-0.0681243660200908,0.436916031267024,0,0,-0.0314885346513097,0
X2882.TT.EQUITY,0,0,0,0,0,0,-0.245782964389667,0,0,0.0280280937817342,-0.022696345098038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270134492546597,0,1.38777878078145e-17,0,0,0,0,0,0,-0.0166710184279212,0,0,0,0,0,0.126161840499836,-0.0634884756712791,0,-0.0472580997688697,-0.0278770776602386,0,0.054179681985103,0.852404664803574,0,0,0
X001979.CH.EQUITY,0,0,0,0,0,0,0,0.293745409765375,0,0.0190146817432508,-0.123809280443669,0,0,-0.1500780711785,0.142806696490668,0,0,0,0,0,0,0,0.0920617615151525,0,0,0,0,0,0.420861943619019,0,0,0,-0.00717535071706153,0,0,0,0,-0.00961183523198895,0,0,0.0835438902263969,0,0,0,0,0,0,0,0,0
X823.HK.EQUITY,0,0,0,0,0,0,0.260312770198116,0,0,0,0,0,0,-0.150126926726587,0,0,0.129331317796432,0,0,0,0,0,0.360910553711973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103650672646445,0,0,0,0,0,0,-0.067989068880264,0.300489324247064,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.311643163489617,0,0,0,0,0,0,0.127576676903081,0,0,0,0,0,0.0288043502611227,0.00915606123944299,0,0,0,0,0.138690191213889,0,0,0,0,0,0,0,0.0767723451147402,0,0,0,0,0.0926916654146155,3.46944695195361e-18,0,0,0.128868573650561,0.0158497157560423,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,-0.0390056951763753,0,0,0,0,0,0,0,-0.180954313738124,0,0,0,0,0,0,0,0,0.042457966158957,0,0.0460854612294448,0.11516775974113,0,0,0,0,0,0,0,0,0.459561481214071,0,0,0.297487580320909,0,0,0,0.083046709386852,0.0238225459117111,0,-0.0236413458153173,0.0612683087935035,0.0162105827335268,0.0654394584073501,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0941125103932773,0,0.0767622302687739,0,0,0,0.130971290653047,0,-3.46944695195361e-18,0,0,0.119151295134588,0,0,0,0,-0.254989056343385,0,0,0,0,0,0.262399827973113,0.219012418649445,0,0,0,0,0.0840632061232992,0.0757091371744549,0,0,0,0,0,0,0.0532186204940769,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0335480440150512,0.0238462435507584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233364747814098,0.0353996173387297,0,0,0.188352020545003,0,0,0.0285536617033737,0,0,0,0,0,-0.482029503601933,0,0,0.250012584143996,0,0,0.171226209766691,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119685860602704,0,0,0,0,0,0,0,0,0.0607831451503015,0,0,0,0,0,0,0,0.0158701235683814,-0.0531595797500915,0.00862319250823083,0,0.0982896850087169,0,0,0,0,0,0.0117371538682559,0,0,0.534200897458106,0,0,0,0,0,0,0,0
X1997.HK.EQUITY,0,0,0.071412450661777,-0.0633235625627255,0,0,-1.38777878078145e-17,0,0.396654240230248,0.100866736995154,0,0,0,0,0,0,0,-0.257102397213647,0.112488547439935,0.0748535926218726,0.189203212521866,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.303999870112963,0,0,-0.0177200034462517,0,0,0,0,0,0,0
X2881.TT.EQUITY,0.0240853939809497,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.128286242175418,0,0,0,0,-0.0345593457342561,0,0,-0.0181322667501946,0,0,0,0,0,0,0,0,0,-0.0406902048087751,0,-0.0432776065077478,0,0,0.484802499870766,0.0853219411479886,0,-0.0115156307708008,0,0,0,-0.0606521445609525,0,0,0,0.356090014955955,0
X601169.CH.EQUITY,0,0.244521479608269,0,0,0,0,0,0,0,0.174869108927533,0,0,0,0,0,0,0.0477881942452624,0.159421366066544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353874678529674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0.110752292993127,0,0,0,0,0.180434010248873,0.0221317826807079,0,-0.30012692901184,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.257656925367447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552021059977574,0.208941663883928,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
