,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.434894016629829,0.0598515141248957,0.115414703945345,0,0.0388068281761279,0,0,0.236130071090932,-0.0718640009999008,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0905391083989822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280981975154024,0,0,0,0,0,0,0,0,0,0,0.0903648124509165,0
X601939.CH.EQUITY,0.485022639075254,0,0,0.132227316079823,0,0,-0.120309990256258,0,0,0,0.0268669871426084,0,0.352778109033785,0,-0.011720671649272,0,0,0,0,0,0,-0.126650254038166,0,0,0,0,0,0,0,-0.00685701553383873,0,0,0,0,0,0,0,0,-0.00835919094009949,0,0,0,0,0,0,0,0,0.11090198354618,0,0
X601318.CH.EQUITY,0,0,0,0,0.22293029084622,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.047251481686904,0,0,0,0,0,0,0.196567441164418,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.239102325383929,0,0,0,0,0.212081920345115,0,0,0,0,0,0,0.0760830145673651
X601288.CH.EQUITY,0.500925984421387,0,0,0,0.198591769724959,0,0,0,0,0,0,0,0.0745553757629806,0,0,0,0,0,0,0.0127605712372515,0.116991775362035,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0502303021839726,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.505457175534012,0,0,0,0,0,0.216118018287882,0,0,0,0,0,0.327546500007132,0,0.0760486049564747,0,0,0.0173887450399301,0,0,0,0,0,0.02154536680053,0,0,0,0,0,0,0,0,0,-0.567354083108614,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.300686705191929,0,0,0,0,0,0.0724604689350727,0,0,0,0,0,0.00853626591015676,0,0,0,0,0,0.0441994807917676,0.186446478193822,0,0.0788253616536151,0,0,0,0,0.00294248937629493,0,0,0,0.180418140618874,0,0,0,0,0.111096686992425,0,0.0165711700927363,0
X1299.HK.EQUITY,0.0764880664172232,0,0,0,0,0,0,0,0.135197165710173,0,0,0,0.101687105940567,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0102384697203567,0,0,0,0,0.226862532904908,0,0,0,0,0,0,0,0.176029220418851,0,0,0,0,0,0,0.0714895742210101,0,0,0,0.107195091624674,0,0,0
X5.HK.EQUITY,0,-0.0986187102874643,0,0,0,0,0,0,0,0,0,0,0.215748581675817,0,-0.156689437596667,0,0,-0.295941912441674,0,0,0.13018606979325,0,-0.289366113410832,0.553027177337175,0,0,0,0,0.688402166259773,0,0,0,0,0,0,0,0,0,0.322142595426057,0,0,0,0,-0.264749037904531,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,-0.0150533055468494,0,0,0,0,0,0,0,0,0,0,0.0891069240306077,0,0,0.10619343106141,0.122402313935995,0,0,0.0579542056571552,0,0,0.199034442878915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767655231869343,0,0,0,0,0.195297153698748,0.0784616190885142,0
X601658.CH.Equity,0,0,0,0.0690455015732044,0.0713145006418889,0,0,0,0,0,0,0,0.254136946842123,-0.0390175963525992,0,0,0,0,0,0,0.0156441155700609,0,0,0,0,0,0.210731821721835,0.121753106220861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361970421322783,0,0
X601328.CH.EQUITY,0.122735741833289,0,0,0.299494221916089,0,0,0,-0.0956754434192244,0,0,0,0,0,0.160266068322355,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292436356009145,0,0,0,0.169064029906643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688716193684046,0
X601166.CH.EQUITY,0,0,0,0,0,0.431292478903679,0,0,0,0,0.0355607100839451,0,0.00708235890435524,0,0,0,0,0.029768286032659,0,0,0,0,0,0,0,0,0,0,0,0,0.220545755460123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402505138220968,0.0372559516599737,0.105454521100733,0.0471481901026651,0
X600000.CH.EQUITY,0.193665760998749,0.103981093413259,0,0,0.0941915680509853,0,0.0128392386933391,0,0.0277745966103573,0,0,0,0,0,0,0,0.0448370764873475,0.0858851823543252,0,0.021105666394041,3.46944695195361e-18,0.105009803846672,0,0,0,0,0,0.0735705987605234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680038393591861,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.34744297582263,0,0,0,0,0,0,0,0,0,0.0436500810790054,0,-8.67361737988404e-19,0,0.0942849264916138,0,0.129842346461975,1.40347106488692e-05,0,0,0.0764927825739131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497227517069302,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0290398366272692,0,0,0,0,0,0,0,0.0574487447739483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563511214889079,0,0,0.345324354631652,0,0.130962382329656,0.0391479429121805,0,0,0.180022424290472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0201546313412142,-0.00516310336297116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211238188571371,0,0,0,0,0,0.0255012506694705,0,0,0,0.165488935910464,0,0,0,0,0.0800277598679194,0,0,0,0.109125344593546,0.277122237695596,0,0,0,0.00869731229771121,0.143293943222472
