,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.101575200418234,0.027687116507485,0.229381669907117,0,0.0728314274084855,0,0,0,0,0,0,0,0,0.0404029799948735,0,0,0.239011363284348,0,0,0,0,-0.0626939200124402,0,0.0101237273710857,0,0,0,0.0475314362076023,0,0,0,0,0,1.73472347597681e-18,-8.67361737988404e-19,0,0,0,0,0.129326076712547,0,0,0.0451427919950687,0,0,0,0.0537077359664637,0.172914599655308
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0,0,0,0.114151311984854,0,0,0.0612037461979978,0.0421555571813721,0,0,0,0.0421900179625956,0,0.256206963087037,0,0.278282900336594,0.033962419439651,0,0.0142872168615367,0,0,0.0682837221025011,0,0,0,0.215090306383051,0,0,0,0,0,0.0033293069113389,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.245189127661389,0,0,0,0,0,0,0.242466913160435,0,0,0,0,0,0.176785638605233,0,0.0330648616075169,0,-0.150361262611935,0,0,0.372851385028532,0.205081184147932,-0.0386590552389378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295069699507295,0,0,0,0,-0.0108079825468222,0,0,0
X600036.CH.EQUITY,0,0.115150861103735,0,0,0,0.0114166169254685,0,0.166723973437198,0,0,0,0,0.149540040642306,0,0,0,0,0,0,0,0,0,0.25001030894075,0.00783563646869775,0,0,0,0.0111048333820078,0,0.0554820528958892,0,0,0,0,0,0,0.00822153947767755,0,0,0,0.0850904574929063,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.123193417701776,0.0201542332430384,0.149403866713478,0,0,0,0,0.268199550667138,0,0,0,-6.93889390390723e-18,0,0,-0.0629412677855928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136296394346413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238451324602128,0,0.115183734968313,0,0
X601628.CH.EQUITY,0.144915083101951,0,0,0,0,0,0,0,0,0.0423224605168524,0.0242466009393562,0,0,0,0,0,0.147333530646424,0,0,0,0,0.187629057141477,-0.133158234279434,0,0,0,-0.0360896026905951,0,0,0,0,0.188180954494127,0,0,0,0.60687297694993,0,0,0,-0.0207533083951422,-0.0646440490033085,0.0934031322427234,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.136051119795056,4.33680868994202e-19,0,0,0,0,0,0,0,0.0307635512532181,0,0,0,0,0,0,0.106955854594067,0,-0.239134422977867,0,0,0,0,0,0,0,0.00928856132620993,0,0.0889132717934803,0,0.261793097337658,0.13795945567421,0.066638878304265,0.052452615035135,0.0822303766149454,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0928249105074955,0.106121110309066,0.166146902251988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230473642263145,0,0,0,0.211022366392465,0,0.0440860892867897,0,0.331410899376779,-0.029843025137259,0,0,0.142510441316967,-0.0743031809588466,0,0,0,0,0,0,0,0.0902395574618812,0,0,0,0,1.73472347597681e-18,0.0286922798984415,0,0,0,0
X5.HK.EQUITY,0,0.111628097324878,0,0,0,0,0,0.213864561299448,0,-0.0487555857017563,0.0630310936346133,0,0,0,0,0,0,0,0,0,0.088170924192648,0,0,0.126024320891444,0,0,0.204350338485339,0,0,0.0376307328397502,0,0,0,0,0,0,0,0,0.180140443864815,-0.116679535759372,0,0.144794405618514,0,0,0.105169995148378,0,0,0.0695107490550211,0,0
X601166.CH.EQUITY,0,0,0.033605320069936,0.1012023448172,0,0,0,0,0,0,0,0.0325851813280239,0.0871288735739283,0,0.0510067049225432,0,-1.0842021724855e-19,0,0,0,0,0,0.16595693183377,0,0,0,0,0,0.362184027431775,0,0,0,0,1.0842021724855e-19,0,0.0254678139804556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
