,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X267.HK.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.0309326632383307,0.72274022391408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458350898179487,0.214535221964492,0,0,0,0,-0.164100962124286,0,-0.146562093360595,0.0255949072016717,0,0,0.0275632997816283,0,0,0,0,-0.0992477884335699,0,0.0361806894264482,0.121205138964672,-0.177811122456776,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.28732118797071,0,0,0.138459362258072,-0.117216643291104,0,0,0,0,0,0,0,0,0,0.148572974772311,0,0,0,0,0,0,0,-0.0209207789397625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012802422972127,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.624118879770655,0,0,0,0,0.0258525431762641,3.46944695195361e-18,0,0,0,0,0,0.323457006591578,0,0,0,0,0.00934449594711791,0,0,0,0,0,0,0,0,0,0.00324663953090324,0,0,0,0,0,0.143824965694845,0,0,0,0,0,0,0,-0.0868914887518804,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0732302436473523,0.072387131594081,0.339098978189322,0,0,0.0703952401844955,0.0750792334235624,0,0,0,0,0.159957780733639,0,0,0,0,0.0284167663381318,0,0,-0.00460667350672913,0,0,-0.200529751477137,0,0,0,0,0.0128863553824835,-0.01771768415368,0,0,0,0,0,0,0.0387927761845688,0,0,0,0,-0.0757853567598139,0,0.00929184594580505,0,0,0,0,0.0745267003743713,0,0
X5.HK.EQUITY,0,0,-0.0343636834653394,0,0,0.0358190038203886,0,0,0.385441507389959,0,0,0,0,0,0.106271053051009,-0.359509207574644,0,0,0,0,-0.184821075952383,0,0.00287803738447239,0,0.236956891337761,0,-0.149092601279472,0,0.549056438840825,0,0.15047628578633,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393664941977146,0.231753197179011,0,0,0,0
X601658.CH.Equity,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.755118675931842,0,0,0,-0.173390910701211,0,0.0123599529402341,0.192079298377172,0,0,0,0,0,-0.208869507569908,0.00511551865747793,0,0,0,0,0,0,0,0.139195865671611,0,-0.107871462150505,0,0,0,0.134222764860644,0,0.065784023204784,0.0711065217956286,0.0266460108713519,0,0,0,0,0,0,0,0.171739535673788
X601328.CH.EQUITY,0.184652279182751,0.184110517270512,0,0.239574060810419,0,-0.126216537529556,0,0,0.230852166391754,0,0,0,0,0,0,0,0,0,0,0.0250738676127119,0.00610829463471189,0,0,0,0,0,-0.021269727186007,0,-0.0726873429249548,-0.0641359210508393,0,0.222626523696445,0,0,0,0.0433299920700197,0.140946432554309,0,0,0,-0.0185345699789606,0,0,0,0,0,0.136307830038109,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.176776951424032,0,0.0843916721404963,0,0,0,0.0579844021901049,0.319199504883861,0,0,0,0,0.0750166020520264,0.215436868122005,0.112043073927017,0,0,0.0812931029354974,0,0,0,0,0,0,0,0.0148762602066663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.219538613042598,0,0,0.119923052221047,0.504854161249977,0,0.0656438215328048,0,0,0,0,0,0,0,0.224754468194178,0,0,0,0,0,0,0.0791555484230993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.277231184176862,0,0,0.198432590748537,0,0,-0.0799112073006652,0,0,0,0,0.426534401037758,0,0,0.0475471188713514,-0.0869586563157895,0,0,0.104927389911044,0,0,0.0333128410406223,0,0.0365858037279667,0,0,0,0,0,0,0,0.0175741567241036,0,0,0,0,0,0.111625732249851,0,0,0,0,0,0.0374294319956828,-0.055368002878575
