,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0,6.93889390390723e-18,0.057267422419144,0,0.139725313427121,0.178333591921608,0,0.351061694993152,0,0,0,0.000608919284995144,0,0.133061039570011,0,0,0,0,0,0,0,0,0,0.0119615759420885,0,0,0,0,0,0.104097289646655,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.149720044927387,0,0,0,0,0.0429738471129237,0,0,0.215295101690951,0,0,0,0,0,0.0534108702105941,0.100621611377251,0,0.0708517704229423,0.167909285194037,0,0,0,0,0,0,0,0,0,0,-0.102188709838803,0.102413573881728,0,0,0,0,0,0.136335047858259,0,0.0631743621923683,0,0,0,0,0,0,0,0,0,0.0258600329290153,0
X601939.CH.EQUITY,0.25538857540075,0,0,0,0,0,0,0,0,0,0,0,0,0.415752937185694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201770642337661,0.102967289317671,0,0,0,0.0188573891683586,0,0,0,-6.93889390390723e-18,0,0,0,0
X601288.CH.EQUITY,0.343980015226854,0,0.026569048346512,0,0,0.487875035146503,0,0,0,0,0,0.00729178970696464,0,0,0.0356607439451542,0,0,0.00913048507839175,-0.0256290157987798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100393617724645,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.110997408012196,0,0,0,0,0.122008579544662,0,0,0,2.77555756156289e-17,0,0,0,0,0.0923899389776094,0.747661009907868,0,0,0,0.190480393785547,0,0,0,0,0,0,0.106346025038388,0,0,0.0242525151547999,0,-1.0842021724855e-19,0,0,0,-0.0466155489109567,0,-0.0595327673951745,0,0,0,0,0
X601988.CH.EQUITY,0,0.0592065374397992,0,0,0,0,0,0,0,0,0.107876353488835,0,0,0,0,0.219822937381526,0,0.0740036914945391,0,0,0,0,0,0.220269614143061,0,0,0,0,6.93889390390723e-18,0,0,0.103772618151187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136881589430775,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119854612298118,0,0,0.141538333399761,0,0,0.278534962368248,0,0,0,0.0933576836276175,0,0,0,0,0,0,0.00846512899337723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.295828298951859,0,0,0,0,0,0.236710319360535,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.0116594451318699,0,0,0.203042520250969,0,0,-0.120790912656253,0,0.253441098684594,0,0,0,-0.0382377015473597,0,0,0.848567001978469,0,0,0,0,0,0.328628310419387,-0.293175894110312,-0.175603935279343
