,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X267.HK.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2801.TT.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0,0.927569876696815,0,0,0,0,0,0,0,-0.0412320840225707,0,0,0,0,0,0,0,0,-0.12439751882691,0,0,0,0,-0.083413642026892,0,0,1.38777878078145e-17,0,0,0.0818996018697032,0.175984985600899,0,0,0,0,-0.211578458530244,0,0.155682651046297,0,0,0,0,-0.00179109715309833,0,-0.165940016044748,0,0,0,0
X601288.CH.EQUITY,0,0,0.065646628316389,0.426417610281997,0,0,0,0,0,0.225012559826073,0,0,0,0,0.0318970333273469,0.0632584845497454,0.0899847413179204,0,0,0,0,0,-0.302248880641277,0,0,0,-0.091543519816599,0.027734231418565,0,0,0,0,0,0,0,0,0,0.151630955810907,0,0,0,0.0717009505404849,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.485537354214894,0.00338989016078854,0,0,0,0,0,0,0,0,0,0,0.293176209652472,0,0,0,0.126802035364357,0,0,0,0,0.0466710186400927,0,0,0,0,0,0.0162759948787251,0,0,0,0,0,0.125751345455823,0,0,0,0,0,0,-0.070657592295505,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0884341683844481,0.136570874513607,0,0,0.175038224395195,0.17724921907025,0,0.0127690137415712,0,0,0.108990926921421,0,0,0,0,0.0382085247521351,0,0.105140633005155,0,0,0,0,0,0,0,0,0,0,0,0.0342957465770869,0,0,0,0,0.0667534904300222,0,0,0,0,0,0,0,0.0173396074147233,0,0,0.0336748897315937,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0500373109702169,0,0,0.304230170027611,0,0,0,-0.14612926450624,0,0.209041427000737,-0.388852884557237,0,0,0,0,0,0,0,0,0.17015639395936,0,0,0,0.580144050313882,-0.040647204799046,0.0736168709546925,0,0,0,0,0,0,0,0,0.0938424018069144,0,-0.137704018083128,0,0,0,0.286168095965149,0,0,0.0432577096319559,0
X601658.CH.Equity,0,-0.0841736205788284,0,0,0,0,0,0,0,0.827711913749572,0,0,0,0,0,0.132142594514692,0.0330050976312049,0,0,0,0,0,-0.220634230862787,0.0340235151967059,0.126794597225739,0,-0.0316528212734544,0,0.0276392424931611,0,0,0,0,-0.198151769329389,0,0,0,0.143462416833462,0,0.0207626899674998,0,0.112377866966114,0,0,0,0,0,0,0,0.194641828124506
X601328.CH.EQUITY,0.203540918454163,0.189447791896866,0,0.224953793993609,0,0,0,0,0.305414760083515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110173092611191,0,0,0.113900384864904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535502698489776,0,0
X601318.CH.EQUITY,-0.0874027700967568,0,0,0,0,0,0,0,0,0,0,0.00228131138311563,0,0.175264480515353,0,0,0.420399610443267,0,0,0,0,0,0.21893657992507,0,0,0.166082440286703,0,0,0,0.00550773099670407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436034834444876,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.504340450000566,0,0.260830097709785,-0.0486007643232745,0,0,0,0,0,0.298394172613007,0.0577350144990246,-0.000446421840667178,0,0,0,-0.0837221159894154,0,0,0,0,0,0,0,0.148531092309047,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849239296083687
X600036.CH.EQUITY,0,0,0,0,0,0.374631136402007,0,0,0.274884094944105,0,0,0,0,0,0,-0.0176277042755639,0.321654610397574,0,0,0.105261057015807,0,0,0,0,0,0,0.0799151516256701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325630170619229,0,0,0,0,0,0,-0.0368897793593174
X601166.CH.EQUITY,0,0,0,0,0,0,0.039068570940108,0,0,0,0,-0.0923828594294511,0.503112520459808,0.133439921882578,0,0,0.50293153532707,0,0,0,0,0,0.0732147524255598,0,0,0,0,0,0,0,0,0,0,-0.304741262165903,0,0,0,0,0,0,0,0,0,0,0.0281351959052081,0,2.77555756156289e-17,0,0.172345351434157,0
X601998.CH.EQUITY,0,0,0,0.367136643406059,0,0,0,0,0,0,0,0,0,0,0.0586599835395491,0,0,0,0,0,0,0,0,0,0,0,-0.0196036090211114,0,0.0501697816839937,0,-0.140855208174973,0,0,0,0,0,0,-0.0502956896274287,0,0.0345897405891034,0,0,0,0,0,0,0,0,-0.045105943018174,0
X600000.CH.EQUITY,0,0,0,0,0,0.177416939481977,0,0,0,0,0.174270302886364,0,0,0,0,0,0,0.199774212577408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048599716517476,0.143167667245781,0.202644279452375,0,0
X600016.CH.EQUITY,0.20724365112003,0,0,0,0,0,0,0.118305182788269,0.117245967280084,0,0,0,0.054096121390072,0,0,0,0,0,0,-0.0599537362741026,0,0,0,0,0.381065765358961,0.169101021100037,0,-0.212521600698521,0,0,0,0,0,0,0,0,0,0,0.127869328216489,0,0,0,0,0,0.0452457285595885,0.0213380746188488,0,0,0,0
X601818.CH.EQUITY,0,0.14812328040042,0,0.117015344952074,0.0426866986457416,0,0,0,0,0,0,0,0.0283087264076279,0,0,0,0,0.51464276754109,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0.0793210559291102,0,0.0783211103551434,0,0,0,0.108910637125283,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.36788610820901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0340769613593269,0,0,-0.120059681537575,0.381584069398122,0,0,0,0,-0.113267610083221,0,0,0.0508982597466567,0,0,0,0,0,0.290911136919933,0,0,0,0,0.087737178874821,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.0102186016582248,0,0,0,0.486989604107088,0.0152718457416735,0,0,0.0576072153262183,0,0.0234571471639082,0,0.125809886317632,0,0,0,0.0651309534348756,0,0.0667080679605986,0,0,0,0,-0.0237858815875893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740195608819473,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0876592416123043,0,0,0,0,0,0,0.0503155381735545,0,0.398948379942374,0.069111905091114,0.0389935686227649,0,0,0,0.0712793249050235,0,0,0,0.0895073962854731,0.0283896726188972,0.114190147849508,0,0.0279623622413987,0,0,-0.160296216735974,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0
X601169.CH.EQUITY,0,0,0,0.145427337424033,0,0,0,0,0.0311868612494548,0,0,0.00688748409274992,0,0.0564133356262767,-2.16840434497101e-19,0,0,0.341519351767779,0,0.0760267412815228,0.180370608534761,0.069097944334561,0,0,0,0,0,0,0.0768286387918085,0,0,0,0,0.0470865459981586,0,0,0,0,0,0.0711329964086072,0,0,-0.0146486858906978,0,0,0,0,0,0,0
