,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.014612065498976,0,0,0,0,0,0,-0.174488768987989,0,0,0,0,0,0,0,0,0,-0.19800685221824,0.708252150354273,0,0.742256026113563,0,0,0.0455285155843369,0,-0.0982761726030629,0,-0.11576046375012,0,0.00331236469137381,0,-0.33437826647194,0,0,-0.0624770199867652,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.155643918004713,0,0,0,0,0.0858417525463626,0,0,0,0,0,0,0,0,0.260970131258389,0,0,0,0,0,0,0,0.0992420974895973,0,0.0440386360295186,0,0,0,0,0,0,-8.67361737988404e-19,0,0.244481244055337,0,0,0,0,0,0,0.0157677537741345,0.0143498378086543,0,0,0
X601939.CH.EQUITY,0,0,0,0.812569190582523,0,0.0608015976371055,0,0,0,0,0,0,0.0321275506099423,0,0,0,0.0213922119117402,0,0,0,0,0,0.0101004849969254,0.00682538078724761,0,0,0,0,0,0,0,0.0413825537662796,0,0,0,0,0,0,0.00987795240026221,0,0,0,-0.0155080840127066,0.0249180584938524,0,0,0,0,0.0558235320184269,0
X601288.CH.EQUITY,0,0,0.878755288460372,0,0,0,-0.0653768195917025,0,0,0,0,0,0,0.0152409588080736,0.0403484854829229,0,0.0322467564723783,0,0.118209641070683,0,0,0,0,0,0,0.0308181129839613,-0.12223957792592,0,0,0,0,0.00527300531258945,0,0,0,0,0,-0.0988941140472058,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.058453344546299,0,0,0,0,0,0,0,0,0.0356822522062959,0,0,1.23682405614172,0,0,0.0169955627307084,0,0,0,-0.227262014447212,0,0,0,0,0,0.0844881012215411,0,0,0,-0.160484794994509,0,0,-0.124763133682201,0,0,0,-0.193445519103268,0,0,0,0,0,0.0128940777145069,0,0.0330717688694997,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.358923330132535,0,0,0,0,0.0579917869967292,0,0,0,0,0,0,0,0,0,0,0,0.0212789919246381,0,0,0,0,0,0.0466849000254838,0,0,0,0.0944847923665277,0,0,0.430871041900534,0,-0.0354617456475696,0,0,0,0,0,0,0,0,-0.0637058427103322,0.120949014172047,0.074252982236892,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0.0305253948024127,0,-0.0963042727754385,0.0265244258086084,0.737554482342903,0,0,0,0,0,0,0,0,0,0,0.113087765233945,0,0,0,0,0,0,0,-0.0748632078654536,0,0,0,-0.101037741642247,0,0.0357540941543829,0,0.272439600059482,0,0,0,0,0.222666945402713,-0.0972786653719651,0.00360861208173492,0,0,0.103756388501019,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.183185291899197,0,0.0626060062360209,0.0682703364708712,0,0,0,0,0,0,0,0,0.0848136572543326,0,0,-0.202279642918671,-1.73472347597681e-18,0.00676697214740663,0,0,0,0.131921938511133,0.219288546988713,0,0,0.0277719809419171,0,0,0,0,0,0,0,0.0719226400258254,0,0,0,0.357328737489494,0,0,0.0918499816402237,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.220412435399595,0,0,0,0.0716786560842897,0,0,0,0,0,0.397124021035506,0,0,0,0,0.0818284416709649,0,0,0.507273200697383,0,0.0243163389606553,0.190393600936602,0.0147533943542075,0,0,0,0,0,0,0,0,0,0,-0.252324304954944,0,0,0.1174685841701,-0.0262429279839254,0.0408756127245803,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.227303621570236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10990650374568,0.243137469950803,0,-0.175677710854589,0,0,0,0,0,-0.130756098348947,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.41519053604445,0,0,0,0,0,0,0,0
