,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0.186835725274301,0,0,0.255168394551098,0,1.73472347597681e-18,-0.0681303828289598,0,0.257141523280869,0,0,0,0,-0.0653253588197824,0,0,-0.0352999332169524,0,0,0,0,0,0,0,0,0.0787713513648397,-0.0885714986341788,0,0,0,0,0,0,0,0,0,0.0464753036245897,0,0,0,0,0,0,-0.0615463339113745,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.179235200858514,0,0.0816709680442923,0,0.313235398774025,0,0,0,-0.0427978175832356,0.00208210513263505,0,0,0,0,0,0,0,0,0,0,0.0826866807145023,0,0,0,0,0,0,-0.274303720803591,0.260872551624656,0,0,0.20875880199669,0,0,0,0,0,-0.00959671161281477
X601939.CH.EQUITY,0.154952151719183,0,0,0,0,0,0,0,0,0,0,0,0,0.0295677534444982,0,0,0,0,0,0.320364727744055,0.138160177637519,0,0,0,0,0,0,0.103570905643152,0,0,0,0,0,0,0,0,0,0,0.174997970216415,0,0,0,0,0.0434584133033071,0,0,0,0,0
X601288.CH.EQUITY,0.337396700833225,0.0388964364382027,0.00438827977710839,0,0.0728028166737725,0,0,0,0.11328089370419,0,0,0,0,0,0,0,0,0,0,0,0.0667034612952583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0751736459411375,0,0,0.174845434324906,0.0687002505765996,0,0,0.168470578771359,0,0,0,-2.16840434497101e-19,0.147148872812821,0
X5.HK.EQUITY,0,-0.180238889251561,0,0.422721607498981,0,0,0,-0.182978741721183,0,0,0,0,0,0,0,0,0,0,0,0.112615286339283,0,0,0.506720241732802,0,0,0,-0.074374194585418,0,0,0,0,0,0,0,0,-0.15463482059042,0,0,0,0,0,0.125683856026948,0,0,0,0,-0.0431047295484623,-0.150503008864167,0
X601988.CH.EQUITY,0,0,0,0.000831141330039519,0,0,-0.069966040927651,0,0.120152320716542,0.199047637395752,0.243196984924296,0,0,0,0,0,0,0,0,0,0,-0.0834540501812972,0,0.486167736269203,0,0,0,-0.0503163903862563,0,-0.0367821407920947,0,0,-0.0761809915961806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164813313958559,0,0
X600036.CH.EQUITY,0,0.346052062113035,0,0,0,0,0,0,-0.0409767804981745,0,0,0.000212714261539846,0,0.150007907832456,0,0,0,0,0.16128447795063,0,0,0,0.125461618303736,0,0,0,-0.0152107478129173,0,0,-0.0155332499859444,0,0.249902957522947,0,0,0,0,0.0551109199653369,0,0,-6.93889390390723e-18,0.137152216957545,0.135268054579469,0,0,0,0,0.00248632504251611,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0696671704145343,0,0,0,0,0,0,-0.0826177405384998,0,0,0,0,0.154828343578276,0,0.123151180694912,0.108388765326779,0.124099449525899,0,0,0,0,0,0.230944223475531,0,0,0,0.0666463788845666,0,0,0,0,0,0,0,0,0,0,0,0,0.090843479406161,0,0,0
X601628.CH.EQUITY,0,0.0698696567299829,0,0.586700937394668,0,0,0,0,0,0,0,0,0.081642209862122,0,0,0,0,-0.0170587615224274,0,0,-0.044606229730568,0.059290048316835,0,0,0,0,0.0269334941501827,0,0,0,0,-0.106979994644176,0,0,0.148308717558352,0,-0.0676446006230078,0,0,0,0,0.0542420611713946,0,0,0,0.042603945446126,0,0,0
X601166.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0.139711180849044,0,0,0,0,0,0,0,0,0,0.278212400789823,0,0,0,0,0,0,0,0,0,-0.00119002518445828,0.00444897793508855,0,0,0,0,0.544318875822035,0.0421322594624902,0,0.209891019869242,-0.0611017281104548,0,0,0,0.19252095940054,0,0,-0.226602148906482,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0220857088197605,0,0.0531644526593955,0.295927270196113,0,0,0,0,0,0.167132738397621,0,0,0,0,0,0,0.0247379632485958,0.16769097187867,0,0,0,0.167228359067582,0.120265365000451,0.0259363672565965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893510702259025,0,0,0,0,0,0
X600000.CH.EQUITY,0.0346688915961527,0.0708002003294164,0,0,0,0.053102146249343,0.209088289818606,0,0,0,0.166225422064089,0,0,0.221704753680165,0,0,0,-0.0414171933708662,-0.0619091798723324,0,0,0,0,0.121474392715709,0,0,0,0.0207758529728031,0,0.0502734810694016,0,0,0,0,0,0,0,0,0,0,0,0,0.180470882909807,0,0,0.0838051761893009,0,0,0
X601319.CH.EQUITY,0,0,0,0,0.0394949214416765,0,0,0.0798468628020722,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.168643433535788,0.00644651861041718,0.0524975983347454,0,0,0,0,0.0233286328738576,0,0,0.00579751275201373,0,0.196706183432464,0,0.0345645008704714,-0.047124439683459,0,0,0,0,0,0.0545721243801875,0,0,0.287352513653885,0
X000001.CH.EQUITY,0,0,0,-0.0553710255746984,0,0,0,0,0,0,0,0,0,0,0,0,-0.108564422080205,0.0257155605792012,0,0,0.136565262036522,0,0,0,0,0.0861012926387313,-0.0805787601375141,-0.139201908186751,0,0,0,0.268737374457288,0,-0.111266166967499,0,0.291144301094375,0,0,0.327885746642799,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0.0314943109056837,0,0,0,0,-0.0532642166447781,0,0,0,0,0,0,0,0,0.0425482256010342,0,0,0,0.113640166555814,0,0.443499158606118,0,0.171876780400385,0,0,0,0,0,0,0,0.154739766813132,0,0.034442318488602,0.0907001471326308,0,0,0,0.0143140727075561,0.258729107968593,0,0
X601601.CH.EQUITY,0,0.300071030747738,0.293706528252617,0,0,0,0.0312556824907513,0,0.0341720405321955,0.0206910784011594,0,0,0,0.142770382830223,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451463335678704,0,0,0.163360931903814,0,0,0,0,0,0,0,0,0.0434143361044378,0,0,0,0,0,0,-0.233579331360811,0,0,0
X000002.CH.EQUITY,0,0,0,0.14872869248207,0.0717455309486267,0,0,0,0.218510266168545,0,0,0,0,0.0509779532644017,0,0,0,0,0,0.206640759206189,0,0,0,0,0,0,0.0118343740886438,0,0,0.651066181747487,0,0,0,0,0.16405790898232,0,0,0,0,0,0,0.0712745277216856,0,0,0,0,-0.48968437622664,-0.0115154901949829,0
X11.HK.EQUITY,0.332237418850065,0,0,0,0.00863375702766827,0,0,0.20227524479963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515470066642268,0,0,-0.0371636636612968,0,-0.233586771925188,8.67361737988404e-19,0,0,0,0,0.0189654472900217,0,0,0,0,-0.0781923450192017,0,0,0,0,0,0,-0.0817684348119664,-0.0559302852347594,0,0
