,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0.464580128133279,0,0,0,0.0476141599074672,0,0,0,0.126765959877405,0,0.141993566445419,0,0,0,0.083077943665069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680335368980527,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0400031714719994,0.318047885985751,0,0,0,0,0,0,0,0.288867664599425,0,0.0787994864726766,0,0.0654922530116646,0,0,0,0,0.119113050806561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462898031331089,0,0.00990444468368278,0,0,0,0.0348535796794826,0,0,-2.71050543121376e-20
X601939.CH.EQUITY,0.0547550649641587,0,0,0.517972977547323,0,0.0443995953291488,0,0,0,0.0991915119049553,0.120981402413322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237231959070204,0,-0.0343090471539924,0,0,0.0677137795575645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.223011570402805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214283768683802,0,0,0.149346039060899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237567581903243,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0638315274419161,0,0,0.225714482329391,0,0.238366120599505,0,0,0,0,0,0.157482386343734,0,0,-0.0207972440191701,0,0.204095476546292,0,-0.278437391400963,0,0,0,0,0.0352380964586686,0,0,-0.0548517933124357,0,0,-0.0218194890462209,0,0.180890027777055,0,0,0,0,0,0.1681973163973,0,0,0,0,0,0,0,0.177785343965233,0
X601988.CH.EQUITY,0,0,0,0,0.256830141919172,0,0,0.201530339668228,0,0.252103778825791,1.73472347597681e-18,0.01544319675663,0,0,0,0,0,0,0,0,0,0,0,0,0.26433891160319,0,0,0,0,-0.283117986072157,0,0,0,-0.0635478001174655,0,0.0950337450210251,0,0,0,0,0,0.121270917762148,0,0,0,0,0,-0.0439654027542774,0
X600036.CH.EQUITY,0,0.0780804050775791,0,0,-0.0404248303067979,0,0,0,0,0,0,0,-0.0763178158340786,0,0,0,0,0.00915833391377592,-0.0150660511659115,0,0,0,0,0,0.843254968604122,0,0,0,0,0,0.130262899121095,0,0,0,0,0,0,0,0,0,0,0,0.0551016860691419,-0.00952182938834061,0.11124931348178,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.275984334408241,0,0,0,0,0,0,0,0.0514498051879292,0,0,0,0,0.0839038312248702,0,0,0,0,0,0,0,0,0.0727607707818017,0,0.225972402399569,0,0,0.266975334764847,0,0.00993248283349416,0,0,0,0,0,0,0,0,0,0,-0.0729960364992396,0.0220934842718656,0,0,0
X601628.CH.EQUITY,0,0.0902272788990242,0,0.0946991634789548,0,0,0,0,0,0,0,0,0,0,0,0,0.0803442746988919,0,0,0,0,0,0,0,0.153330465337822,0,0,0,0,0,0,0,0,0,0,0,0.10496449994234,0.33853459370205,0,0,0.0760103763559629,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.164005046541524,0,0.245886630520162,0.0548604385852672,0,0,0,0,0,0,0,0,0,0.390104532862372,0,0,0,0,0,0,0,0.0627279637036759,0.0163054863878369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106481820634636,0,0,0.20035099800081,0,0,0,0,0.0478365178939366,0
