,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY,X601997.CH.EQUITY,X000166.CH.EQUITY,X2887.TT.EQUITY,X600048.CH.EQUITY,X000776.CH.EQUITY
X601998.CH.EQUITY,3.46944695195361e-18,0,0.129502475548689,0,0.278491842884789,0,0,0,0,0,0,0.03828791118311,0,0,0,0,8.67361737988404e-19,0.176749857098917,0,0,0,0,0,0,0.141499294933955,0,0,0,0,0,0.0424781711940155,0,0,0,0,0.0654442816642603,0,0,0,0,0,0,0,0.145008600725871,0,0,0,0,0,0.116002047594306
X600016.CH.EQUITY,0,0,0.161648496844019,0.00559194439341005,0,0,0,0,0,0,0.282517220496295,0,0.30083333510471,0,0,0,0.0627675787334581,0.162793977717553,0,0,0,0.035766914761219,0,0,0,0,0,0,-0.0346492942325309,0,0,0,0,0,0,0,0.0532802748854968,0,0,0,0,0,0,0,0,0,0.120651798373447,0,0,0
X601818.CH.EQUITY,0.199618257210869,0.0344959923709386,0.0557920939474506,0,0.0594742688796687,0.151468744452545,0,0,0,0.0980284764434284,0,0.327147406800873,0,0,0,0.198368208161909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384242111233203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.211780284639818,0,0.0914116966693921,0,0.163568095017742,0,0,0,0,0,0,0,0,0.0569866217927894,0,0,0,0,0.089923668117162,0,0,0,0,0,0,0,0.499707443755571,0,0,0,0,0,0.056444223400237,0.035813833319637,0.278240203485825,-0.0277883291276031,0,0,0,0,0,-0.113679017686341,0,0,0,0
X000001.CH.EQUITY,0,0,0,-0.0810481259784801,0.214125208593851,0,0,0.20782344321311,0.0718899536836512,0.165743058831425,0,0,0.16304885711989,0,0,0,0,0,0.0565613420266099,0,0,0,0,0.216519345886043,0.117067301814529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0668835188441537,0,0,0,0,0,0.120027435308827,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.188498531331,0.127362770049311,0,0,0,0,0.134385181446901,0,0,0,0.151759700713581,0,0,0,0,0,0,0,0,0.272478671239507,0,0,0,0,0,0,0,-0.00590337933742865,0,0,0,0,0,0,0,0.0353060980257711,0.04017409654434,0,0,0
X601169.CH.EQUITY,6.93889390390723e-18,0.0105444841907501,0.156501467102844,0,0,0.0661178167487538,0,0,0,0,0.0091588975396272,0,0.0392962674315941,0,0.251345976239435,0.0344277345419142,0,0.0677742335008548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099863060800568,0,0,0,0.0619443094731205
X601229.CH.EQUITY,0.207023434376698,0,0,0,-0.0281585027455837,0,0,0,0,0,0.18166739236481,0,0,0,0,0.0564409405287318,0,0,0.0897613120814284,0,0,0,0,0,0,0,0.0528310434411155,0,0,0,0,0.103068274289187,0,0,0,0,0.348958877606587,0,0,0,0,0,0,0,0.117046672497809,0,0,0,-0.0309958151110316,0.0608026014153281
X600919.CH.EQUITY,0,0,0,0.0515415364575192,0.341868318510054,0,0,0,0,0,0,0,0,0,0.593027612920762,0,0,0,0,0,0,0,-0.0104061122165637,0.059077733264647,-0.0864796509647988,0,0,0,0,0,0,0.257625229530305,0,0,0,0,-0.0926658357248786,0,0.0625772920885496,0,0,0,0,0,-0.0506937918070414,0,0.082909714432299,0,0,0
X002142.CH.EQUITY,0,0,0.0891245934186926,0,0,0,0,0.227594402785876,0,0,0,0,0,0,0,0.0308854949212396,0,0,0,0,0,0,0,0.300531825575802,0,-0.135601156412997,0.145711528833613,0,0,0,0,0,0.0258426111606418,0,0,0,0,0,0,-0.0888356928003075,0,0,0,-0.158438168168085,-0.111562509706325,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0.0229218062324933,0,0.0322052633554654,0,0,0.100131469530753,0,0.112800914615146,0,0.326333931488711,0,0,0,0,0,0,0,0,0.291059611646106,0,0,0,0.0980210234249125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259542583470816,0.0145572660337587,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027074593419856,0,0,0,0,0.417850959129782,0,0,0,0,0,0,0.114355497150832,0.0570990817756181,0,-1.38777878078145e-17,0,0,0.198922714804671,0.244717240149007,0,0,0,0,0,0,0,0,0.233660702740828,-0.0609335348717394,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.2393463650972,0,0.120206511989312,0,0,0,0.0403618782793531,0,0.0656819579727717,0,0,0,0,2.11758236813575e-22,0,0,0,0,0.045862965359949,0,0.00942336585131625,0,0,0,0.452670442417811,0,0,0.0170769910978568,0,0,0,0,0.0313413154385368,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0142358224022986,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0.315143428185448,0,0,0,0.337785682707191,0.0839210919345825,0,0,0,0,2.16840434497101e-19,0,0.0880160670605437,-0.0884504098111191,0,0,0.0371960958205617,0.0638341097798848,0,0,0,0,0,0.0234930317423264,0,0,0,0,0,0,0.0775742127805873,0,0,0,0,0,0,0,0.0236838218334731,0,0.0113581567990535,-0.0737944011878417
X2881.TT.EQUITY,0,0,0,0,0.203480328396693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371196573114842,0,0,0,0.238303077430994,0,0.0940860708866426,0,0,0,0,0,0,0,0,0,0,0,0,0.0665389749214394,-0.114691467066933,-0.242890483349974,0.0884711947964335,0,0,0,0,0,0.0223686676838614
X2891.TT.EQUITY,0,0,0,0.0256887518316192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342324572425265,0,0,0.0769732447760853,0,0,0,0,0,0,0.206166652978874,0,0,0,0,0,0.216048827596735,0,0,0,0,0,0.0257446759826174,0.138995396822405,0,0
X600926.CH.EQUITY,0,0,0.092650913706404,0,0,0,0,0,0,-0.166079168967665,0.0200522444319255,0,0,0,0,0,0,0,0.149610333343974,0.509016865265646,0,0,0,0.178720834632258,0.203412969631634,-0.0805249627205877,0,0,0,0.0370583745465802,0,0,0,0,0,0.041327313451482,0,0.0551787030629099,0.105170112597978,0,-0.156195348529487,0,0,0.0660695370096449,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0.0789076440362299,0.0433085045717925,0,0,0.00359409525222789,0,0,0,0,0,0,0,0,0,0.0210465230070991,0.067978654925534,0,0.113598251637385,0,0,0,0,0,0,0,0,-0.183777082244818,0,0,-0.0234523959528234,0,0,0,0,0,0,0,0,0.26561813064523,0.149163030414727,0.101645923546262,-0.141150232364796,0,0,0.0494772646970758
X600030.CH.EQUITY,0,-0.275777655321617,0,0,0,0,0.0644387048967305,0.0606789665158871,0,0.0571930236613337,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0738054087546013,0,0,0,0,0,0,0,0,0,0,0.0272838087727293,-0.232344603786344,0,0,0,0,0,0,0,0,0.405597927071363,0.249050384033815,0,0,0.0676016741972374,0.249410927305446,0,-0.113131839160383,0
X601077.CH.Equity,0,0,0,0,0.119113972350004,0,0,0,0,0,0.127255513459642,0.132023280054695,0,0,0.0481769013059296,0.110327125987841,0,0,0,0,0.0391834151516708,0,0,0,0.0172441649654844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361618572094516,0.279633723849353,0,0,0.108765184593626,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,-0.0295432453136245,0,0,0,0,0,0,0,0.402961803988744,0,0,0,0,-0.104093156941929,0,0.074666846071327,0,0.567553791606739,0,0,0,0,0,-0.111050114891387,0,0,0,0,0,0,0.13281449555959,0,0,0,0,0,0,0,0.0501189489284367,0,0,0.0139965878809263,0,0,0.0989300329863644
X5880.TT.EQUITY,0,0,-0.0788994869659843,0,0,0,0,0,0,0,0,0,0,0,0.116403729429427,0,0,0,0.0267680251568301,0,0,0.0270922368294101,0,0.0763060639147226,0,0,0,0,0.102070931587698,0,0,0,0,0.225265663255898,0,0,0,1.38777878078145e-17,0,-0.0350691840322182,0,0,0.0674005865911215,0.00940089703291776,0.0365448412107291,0,0,0.393746922668758,0,0
X2886.TT.EQUITY,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,-0.0353773886879218,0,0,0,-0.0085899209139351,0,0,0,0.214397382252945,0,-0.229773961209134,0.479210863473206,0,0,-0.123374786836802,-0.13860512610674,0,0,0,0,0,0,0,0,-0.0486353595761653,0.449259156872419,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0937898624444886,0,0,0.206826885788128,-0.0281627774784645
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485026153871132,0,0,0,0,0.105284939703837,0,0,0,0,0,0.129518018022022,0.0127251098210084,-0.0509656806453332,0,0,0,0,0.102452430810462,0,0,0.330967295821377,0,0,0,0,0,0.189169844826743,0,0,0.208051745994843,0,0,0,0,-0.0104639595248055,0
X2888.TT.EQUITY,0,0,0,0.106134682991367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423938527721386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286467811840982,0,0.195884126776176,0,0,0,0,0,0,0,0,0,0,0,0
X2880.TT.EQUITY,0,0,0,0,-0.0511540608414966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140759479456451,0,-0.0627742098540797,0,0.152872971736628,0.10080407063329,0,0,0,0,0,0,0.0528588820630112,0.409579557629907,0,0,0,0,0,0,0.08819116651188,0,0,0.194224236711597,0,0,0,0,0,-0.0899116758325658
X601577.CH.EQUITY,0,0,0,0,0,0,0.0148640792522092,0,0,0,0,0.0523617673377599,0,0.227965563750878,0,0,0,0.210908336636913,0,0,0.0789466854153002,0,0,0,0,0.0970899530536825,0,0.225091209298766,0,0,0,0,0,0,0,0,0,0,-0.151580283324886,0,-0.107851823244444,0,0,0,0.28346943233401,0.231745058961698,0.158586784133343,1.38777878078145e-17,0,0
X2883.TT.EQUITY,0,0,-0.089228446166968,0,0,0,0.142305134088175,0,0,0,0,0,0,0,0,0,0,0,0.0534676256543082,0,0,0.184135210935052,0,0,-0.19325881038356,0.0448475625591389,0,0,-0.0109305751188669,0,0,0,0,0,-1.73472347597681e-18,-0.00473795079780635,0,0,0,0,0,-0.0311429912808558,-0.0282519843700309,0,0,0.0167067997329069,0,0.381470886126457,0,0
X601838.CH.EQUITY,0.463508509276265,0,0,0,-0.0644620424909159,-0.271345466560551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139612554169024,0,0,0,0,-0.0371796643457015,0,0,0,0,0.641466717085577,0.272320805052527,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123339385608416,0,-0.131523981770948,0,0,0
X601688.CH.EQUITY,0,0,0,0,0.0314584396765576,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244861673479553,0,0,0,0,0,0,0,0,0,0,0.463229163014271,0.091100832215081,0,0,0.0965842953265708,0,0,0,0,0,0.0557914514149757,0,0,0.0389675491570475,0.174897399524574,0,0,-0.136040711474322,0.140715137087039,0.0692842379711446,0.0892597626802386,0.183598063902166
X2884.TT.EQUITY,0,0,0,0,0.0331494397364756,0,0,0,0,0,-0.056728315446966,0,0,-2.16840434497101e-19,0,0,-0.0163552265792354,0,0,0,0,0.11918801817,0,0,0.0993780134787261,0.23545122447503,0,0,0,0,0,0,0,0.355969377068161,0,-1.38777878078145e-17,0,-0.303270320090976,0,0,0,0,0,0.0726185669266808,0.0320947772711517,0,0,0,0.147327265239926,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156489480887037,0,0,0,0,0,0,0,0,0,0,0.051875878899363,0,0,0,0,0,-0.104224062049211,0,0.0338293692888429,0,0,0.173421439733479,0,0,0.327490846644773,0,1.73472347597681e-18,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160569801160065,0,0.17594960153411,0,0,0,0,0,0,0,0,0.272457589980581,0.0337587046033844,0.0719599025018396,0,0,0,0,-0.0698837547834634,0,0,0.273374378593328,0,0,0,0,0.475260180346488,0,0,0,0,0.00980947540386657
X2885.TT.EQUITY,0,0,0.124031835702372,0,0,0,0,0,0,0,0,0,0,-0.0698919328722987,0,0,0,0,0.189880240924115,0,0,0,0,-0.20786303604851,0,0,0,0.414376781536828,0,0,0,0,0,0,0,0.633708534860102,-0.0319885692794285,0,0,0,0,0,0,0,0,0,-0.202448643491415,-0.049759180511498,0.027053754702133,0
X600999.CH.EQUITY,0,0,0,0.354205758445345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102217456128486,-0.1240638344207,0,-0.243080313321459,0,0.06018531606715,-0.145739844393584,0,0,0.178032839333426,0,0.0631870328034146,0,0,0,0,0,0,0,0.235460426969062,0,0,0,-0.113755465082652,0,0,0,0,0,0.247933658574377
X601997.CH.EQUITY,0,0,0,0,0,-0.229414796572033,0,0.186873765391096,0,0.274719571435198,0,0,0,0,0.0743487512492926,0.124256148414621,0,0,0,0,0,0,0,0,0.0239010564009503,0,0.178678937478192,0,0,0.0463698118820371,0.193017622083128,0,0.0787680781369058,0.105026888945411,0,0,0.0965072528650314,0,0.0583995192990434,0,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,-0.0786460202818366,0,-0.22501322613151,0,0,0,0.119187639260622,0,0,0,0,0.321490734640436,-0.480942247268402,0,-0.131395998914752,0,0,0,0,0,-3.46944695195361e-18,0.096958024616864,0,0.052195097930671,0,0,0,0,-0.0265133150575285,0,0,0,0.0745801595009951,0,0.481789422732993,0,0,0,0,0,0,0.307975237102704,0.00231386291370583
X2887.TT.EQUITY,0,0,0,0,0,0,0,0,0.0700317075338838,0,0,0,0,0,0,0,0,0,0,0,0,0.157887533765009,0.0617526067482138,0,0.0674171316244757,0.171088785365748,0,0,0,-0.0134619902005512,0,0,0.16685326710504,0.178928866895104,0,6.93889390390723e-18,0,0.0419467408939492,-0.0672439740136072,0,0,0,0,0,0,0,0,0,0.0267466976404166,-0.0757207016225841
X600048.CH.EQUITY,0,0,0,-0.0686666551212541,0,0,0,0,0.255265872025282,0,0,0,0,0,0,0,0,-0.1459194756323,0,0.253512855730713,-0.0109159578342701,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0751807121742689,0,-0.261710857755607,0,0,0,-0.131338877290415,0,0,0,0,0,0,0.120474579998698,0,0.0665108799708876,0,-0.0116066494591202
X000776.CH.EQUITY,0,0,0,-0.0587182244131641,0,0,0,0,0,0.0310409482656484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360886167843037,0.0678622936903916,0,0,0,0,0,0.0902481271488026,0,0,0,0,0,0,0,0,0.530725221098703,0,0,0.0252105779387859,0,0,0,0,0,-2.16840434497101e-19,0
