,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY,X2801.TT.EQUITY,X000166.CH.EQUITY,X2887.TT.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY
X601398.CH.EQUITY,0,0.274565663351529,0.566709633757167,0.0305330415444822,0,0,0,0,0,0,0.0570204658990402,0.0514210194043212,0,0,0,0,0,0,1.73472347597681e-18,0,-0.110533224396231,-1.73472347597681e-18,0,0.0303205053021935,0.0620831361363546,0,0,0,0,-0.0627066720442498,0,0,0,0,0,0,0,0,0.0259603532488932,0,0,0,0,0.00942102172027712,0,0,0,0,0,0
X601939.CH.EQUITY,0.012831422865886,0,0,0.1232963112352,0.017300812823785,0.0523172048358659,0,1.0842021724855e-19,0,0,0,0.214730492823923,0.157817231349801,0,0,0,0,0.168762059447167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.302834868209061,0.127750190841472,0,0.0147928419969037,0,0,0.1478505940292,0,0,0.0448305135177762,0,0,0,0,0,0,0,0,0,-0.0219182951025448,0,0.160820189939703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683913356519848,0,0.0635939240003209,0,0,0
X601988.CH.EQUITY,0,0,0.547661561773223,0,0,0.22705565874733,0,0,0,0,0,0,0,0,0.0162661835020052,0,0,0.159095813200452,0,0,0,0,0,0.145043598074072,0.107505215056555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200822362082327,0
X601658.CH.Equity,0,0,0.0442014293191707,0.0743923764425478,0,0,0,0.356366434251695,0,0,0,0.0319464727421505,1.38777878078145e-17,0,0,0,0,0,0,0.259047916566208,0,0,0,0.0929514986364689,0,-0.0557745771808463,0,0,0,0,0.0542270819821247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,-4.33680868994202e-19,0,0,0.0945577705679253,0,0,0,0,0,0.138989850549456,0.140856188924086,6.93889390390723e-18,0.336875963240825,0,0,0.0143784277771732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063050326048211,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435977992241415,0,0.144783931472734,0,0,0,0,0.181170745564391,0,0.186053050138285,0,0,0,0,0.271674863244206,0,0,0,0,0,0,0.0494015835017873,0,0,0,0,0,0,0.0385227726914853,0,0,0,0,0,0,0,0.0103563057303362
X600036.CH.EQUITY,0,0.152291004118635,0,0,0,0,0.1662011680736,0,0.00641074032439707,0,0,0,0,0.0770280169834681,0,0,0,0,0,0,0,0,0.145129457496335,0,0,0,0,0.225412191593402,0,0,0,0,0,0,0.255122133346887,0,0,0,0.199579938120244,0,0,0,0,0,0,0,0,0,0,0.220566707022912
X601166.CH.EQUITY,0.0872219705292693,0,2.16840434497101e-19,0,0,0,0,0,0,0.0939237985802121,0,0,3.46944695195361e-18,0,0.172406212528642,0,0.0948644404932985,0,0,0,0,0,0,0.287306383054231,0,0,0.101684528500833,0,0,0,0,0,-0.0381529036886285,0,0.145215803418996,0,0,0,0,0,0,0,0,0,0,-0.309676681319648,0,0,0,0
X600000.CH.EQUITY,0,0,0.0547055886585888,0.111101227815807,0,0,0,0,0.154634590867025,0,0,0,0,0.0252490828907522,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0618284351561832,0,0,-0.153421186467953,0.0856001581512731,0,0.294799129887894,0,0,0.0726767430133507,-0.0608233074417062,0,0,0,0,1.73472347597681e-18,0,0,0,0.255162715054793,0,0,0.0227149367874987,0,0,0.120554482178105,0,0
X601998.CH.EQUITY,0,0,0,0,-0.119152168923055,0.0627727592940747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062409192701592,0,0,0,-0.465925150752598,0,0.0829059456466573,0.260936169940834,0,0,0,0,0,0,0,0.0621665158850659,0,0,0.165693509572611,0.349959530263573,0,0,-0.026457862612079,0,0,0,0.426469381827181
X600016.CH.EQUITY,0,0.153594096002389,0,0,0,0,0,0,0,0,0,0,0.294796587133257,0,0,0,0,0,0,0.135023314541239,0.207855012814164,-0.0569477947372609,0.235322715061824,0,0,-0.0600979460285707,0,0,0,0,0,0,0,0,0,-0.0507962881624157,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0
X601818.CH.EQUITY,0,0,0,0.287092334461009,0,0,0,0,0,0,0,0.369881939936222,0,0.143779696946744,0.132835817991538,0,0,0,0,0,0.170876280605205,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488630542216675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0.057694725960353,0,0,0,0,0,0.139524062392521,0,0,0,0,0,0,0,0.0608858713700624,0,0,0,0,0,0,0,0.21138375079891,0.136828085459547,0,0,0,0,0,0,0,0,0,0,0,0,0.118710916566158,0,0,0,0.0777793813834219,0.00990485825945192,0,0
X000001.CH.EQUITY,0.0253933186592979,0,0,-6.93889390390723e-18,0.0682116379950197,0,0,0,0.38255319069441,0,0,0,0.0828456398742235,0,0,0,0,0,0.0790052193452913,0,0,0,0,0,0,0,0.0211750453427296,0,0,0,0.203596923334965,0,0,0,0,0,0,0,0,0.118526086902104,0,0,0,0,0,0,0,0,3.46944695195361e-18,0
X600015.CH.EQUITY,0,0,0,0.0850838319799834,0,0,0,0,0,0,0.0849096732769275,0.211928602007633,0.167572861012809,0,0,0,0,0.091380488184076,0,0.0101022021643644,0,0,0,0,0,0,0,0,0,0.0749540829806424,0.0174908471364017,0,0,0,0,0,0,0.0108954234699921,0,0,0,0.172049030683825,0.0659876783280499,0,0,0,0,0,0,0.0429387762583955
X601169.CH.EQUITY,0,0.166581277000193,0,0,0,0.061752312575773,0,0,0.0415607381402734,0,0.139015110572889,0,-3.46944695195361e-18,0,0,0.0236699431147189,0,0,0.129052252411689,0,0,0,0.0627577266781502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231883549176737,0,0.137133437555358,0,0,0.013520464605898
X600919.CH.EQUITY,0,0,0,0,0.307688292723495,0,0,0,0,0,0,0,0,0,0,0.377820136613834,0,0,0,0.0953171605451605,0,0,0,0.135746002027958,0,0,0.0133359317089048,0,0,0,0,0,0,0,0.0113898133219958,0,0,0,0,0,0,0,0,0,0.0360916530028891,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0951831707155522,0,0,0,0,0.215766529581142,0,0.230723411126946,0,0,0,0,0,0.294076137102303,0,0,0,0,0,0,0,0.0392793357095545,0,-0.0693988863274279,0,-0.266039544362208,0,0.0746363506535238,0.201335847485413,0,0,0,0,0,0,0.0657103646809162,0,0,0,0,0.046923488261385
X002142.CH.EQUITY,0,0,-0.0167952995413667,0,0.633284405882215,0,0,0.306892671883915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271095871918675,0,-0.00239331706420298,0,-0.0336254209950618,0,0,0,0,0,0,0,-0.0777701250237536,0.00939168666975464,0,0,0,0,0,0,0,-0.0537793935999379,0,6.93889390390723e-18,0.030838987188569
X601916.CH.Equity,-0.02801053680789,0,0,0,0,0,0,0,0.0025150354082755,0,0,0.140035005791722,0,0,0,0,0,0,0,0,0,-0.166001379360806,0,0,0,0,0.027398315355449,0.504403006847607,0.0818346488707278,0,0,0,0.0467572856064731,0,0,0,0,0,0,0,0,0.226027497417201,0,0,0,0,0,0.346384838159903,0,0
X2882.TT.EQUITY,0.0645392346918799,0,0.130593543184949,0,0,0,0,0,0,0,-0.110024875696891,0,0,0,-0.112336936332322,0,0,0,0,0,0,0,0,0,0,0.661161317738761,0,0,0,0,-0.200134484060177,0.101364110429101,0,0,0.0579567937140921,0.120488305543782,0,0,0,0.0430876180699988,0,0,0.0367945319766804,0.0215957864358977,0,0,0.130432207761648,0,0,0.0558505075846324
X601601.CH.EQUITY,0,0,0,0,0,0,0.392136852563232,0,0,0,-0.126834659096414,0.00928273967367755,0.102730088328319,0.310108318416602,0,0,0,0,0.11651935143052,0.045275590696981,0.00269518819070426,0,0,0.0360818580169141,0,0,0.0105796366075699,0,0,0,0.187071463391831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.108368130052878,0.0273906649960926,-0.0632802775224051,0,0,0.390145145752824,0,0,0,0,0,0,0,0,0,0,0,0,0.278983187757357,0,0,0,0,0.194759735948999,0,0,0,0,0,0,0,0.173623320427544,0,-0.376342519475704,0,0,0.0719023207321556,0,0,0,0,0,0.192857621549615,0,0,-0.062938907314093,0.111589473237427
X2891.TT.EQUITY,0,0,0,0.306492270974513,0,0,0,0,0,0,0.0873073905379408,0,0,0,0,0,0,0,0,0,-0.00749554982760899,0,0,-0.073164039642971,0,0,0,-0.0696031174230153,0,0.0120484268986491,0,0,0,0.258881147240085,0,0.335772971706094,0,0,0.203984253172712,0,0,0,0,0,0,0,0,0.0200722854309538,0,-0.143376928291184
X2881.TT.EQUITY,-0.0168050778802252,-0.106081825167705,0,0,0,0,-0.141142388439779,0,-0.15215907467226,-0.0272529388020291,0,0,0,0,0,0,0,0.435185103412749,0,0.0457350783589447,0,0.652777502923241,0,0,0,0,0,-0.0922227548232065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304255353453311,0,0
X600926.CH.EQUITY,0,0,0.0675900342131551,0,0,0,0.00741630140887085,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364737728319172,0,-4.33680868994202e-19,0,0.103238687556783,0,0.300542705370925,0,0,0,0,0.0984344865501389,0,0,0,0,0,0.0695548493328838,0,0,-0.0104917309492446,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0974028149228969,0,0,0,0,0,0.141026602545277,0,0.107494486701963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140101188261161,0,0,0.208668902005812,0.063101221875097,0,0,0,0,0,0,0.101396737821388,0
X601077.CH.Equity,0,0,0,0,0,0,0,0.0442923835233027,0,0.109389042222713,0,0.0274338905757438,0,0,0,0,0,0,0.0394262443010362,0,0.0251665447494021,0,0.0386791302282897,0,0,0,0,0,0,0,0.0761062795746817,0,0,0,0,0,0,0.443746211800458,0,0,0,0.0324383343819233,0,0,0,0,0,0,0,0.0290691978509557
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068693317053281,0,-0.041183995236264,0,0.253300211594719,0,0,0,0,0.194838508694591,0.104980441752587,0.211086813550874,0,0,0,0,0.292697547051575,0,0,0
X601336.CH.EQUITY,-0.0140050875883529,0,-0.00651271622303478,0,0,0,0,0,0,0,0.0958693210707873,0,0,0,0,0.331180940385432,0,0,0,0,-0.141998804766,0,0,0.295503133317962,0,-0.0751636798894389,-0.137890726758683,0,0,0,0,0,0,0,0,0,-0.148169251901659,0,0,0,0,0,0,0,0,0,0.301836970547672,0,0.491496520092533,-0.100045523119035
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170071795696216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157904860533747,0,0,0.265226522407767,0,0,0.158183588020035,-0.0150664124746653,0,0,0,0,0.45613550436115,0,0,-0.0475250784323109,0.0347285891405884
X2886.TT.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.116167115042083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242459210251611,0,0,-0.0377041298446879,0,0,0.00679456034395753,0.381121374787562,0,0,-0.0671512101740243,0,0,0,0.323908052368456,0,0,0,0,0,0,0,0,0,0,-0.047458283454367
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00616891955596179,0,0,0,0.0459815486466446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21624750381508,0,0,0,0,0.349032285714463,0,0.209932123793765,0,0,0,0,0,0,0,0,0.170504074321853,0,-0.0366206789172542
X601838.CH.EQUITY,-0.15139799154736,0,0,-0.110791211254571,0,0,0,0.296248848524153,0.546643724532758,0,0,0,0,0,0,0,0,0.17252104885209,0,-0.142892950703454,0,0,-0.159394948295103,0,0,0,0,0,0,0,0,0,0,0,0,0.348681482718374,0,0,0,-0.275729216431034,0.147726113527483,0,0,0,0.238613668098834,0,0,0,0,-0.163082971539806
X2888.TT.EQUITY,0,0,0,-0.0617778210266565,0,0,0,0,0,0,0.0493898409821621,0,0,0.0603049447738047,0,0,0,0,0,0.0340485226915375,0,0,0,0,0,1.38777878078145e-17,0.119926850277456,0,0,0.141546750014596,0,0,0,0,0.133340111936995,0,0,0,0,0.495924925300412,0,0,0,-0.0728998174711639,0,0.165868823395321,0,0,0,0.157047478982436
X2880.TT.EQUITY,0,0,0,0,0.0264990783880709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.403704276193848,0,0,0,0.0805332295234731,0.0439411646987144,0.0700229145352818,0,0,0,0,0,0,0,0.290190996260164,0,0
X601577.CH.EQUITY,0,0,0,0,0.0661124408904758,0,0,6.93889390390723e-18,0,0,0,0,0.0714668861778843,0,0,0,0,0,0.0787274663911974,0,0.0286465024503466,0,2.77555756156289e-17,0,0,0,0,0.0544796386583558,0.118807450565827,0,0,0,0,0.0765970658064749,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.505961741231379,0,0,0,0,0
X2884.TT.EQUITY,0,-0.23753775919971,1.38777878078145e-17,0,0.154701514819558,0.0921524777430573,0,0,0.0316078172496051,0,0.162754336406328,0,0,0,0,0,0,0,0,0.0707255502191957,-0.0357392886495323,0,0,0,0,0,0,0,0,0,0,0,0.665033733547413,0.225370438109058,0,-0.195316555271537,0,0.046375708940253,0,0.0973889755825124,0,-0.186343578978679,0,0,0,0,0,0,0,0
X2883.TT.EQUITY,0,0,0.0252683806540266,0,0,0,0,0,0,0.225229747939058,0,0,0,0,0.0610660668196471,0,0,0,0,0,0,0,0,-0.261381834234563,0.104388525271037,0.228847586837789,0,0,0,0.00592684340674193,0,0,0,0.124820973994379,0,0.328019544523655,0,0,0,0,0,0,0,0.0434718731057571,0,0,0,0,-0.0394524659613484,0
X601688.CH.EQUITY,-0.0361021236193099,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.101588320822503,0,0,0,0,0,0,0,0,0.156230473090281,0,0,0,0,0,0.162219379314583,0,0.0334066116040788,0.104990677413514,0,0,0,0.0503075808937737,0,0,0,0,0,0,0,0.731986870312335,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946072592030212,0,0,0,0,0,0,0.151327484781322,0,0,0.0823530834874839,0,0,0,-0.000267674752685416,-0.0198679499939632,0,0,0,0,0,0,0.0975777654360129,0,0,-0.0200861210886713,0.314984781643382,0,0.278790966750166,0.0648197523900038
X601211.CH.EQUITY,0.0859649669435365,0,0,0,0,0,0,0,0,0,0.029179837290594,0,0,0,0.0373105672475471,0,0,0,0,0,0,0,0,0,1.6940658945086e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620523357566333,0.138786256416566,0,0.035008106241846,0,0.0175184357492416,0,0,0,0
X2885.TT.EQUITY,0,0.084470246016489,0,0,0.0664440983397475,0,0,0,0,0,0,0,0,-0.0974014828608019,0,0,0,0,0,0,0.114181977743026,0.0535083450709461,0,0,0,0,0,0,0,0,0,0,0,0.179960936798802,-0.0737335031707318,0,0,0,0,0.430089115385425,0,0,0,0,0,0,0,0,0.0310533640988271,0.0496610440799136
X601997.CH.EQUITY,0,0,0,0,0.184183641425658,0,0,0,0,0,0,0.168177300668492,0,0,0,0,0.45480597967611,0,0.180200451318505,0,0,0,0,0,0,0,0.0618881677743919,0,0,0,0,0,0,-0.0624809163415996,0,0,0,0.00352388480104813,0,-0.0144577861958048,0,0.0514133386728554,0,0,0,0,0,0,6.93889390390723e-18,0
X2801.TT.EQUITY,0,0,0.151420778777477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030607280089341,0,0.0358075002929255,0,0,0,0,0,0,0,0,0.00702438255141541,0.147844568003005,0,0,0.173689631026359,0,0,0,0.132671194959047,0,0,0,0,0,0,0,0.415484397177648,0,-0.11498885771993
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0604982746650876,0,0,0,0,0,0.208577201686432,0,0,-0.228501261603043,0,0.253196464402582,0,6.93889390390723e-18,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.0900540067325419,0,0,-0.0507060776535864,0,0,-0.0282954095678584,0.463378651532588,0.244231788284431,0,0,0.195093656272518,0,0,0,0,-0.137826085869094
X2887.TT.EQUITY,0,0,0,0,0,0,0,0,0,0.146164858795657,0,0,0,0,0,0,0,0,0,0,0,0.267183862718161,0,0,0.191846602023455,0,0.193377605367738,0,0,0,0,0,0.0111900444588077,0.306712786464332,0,0,0,0,0,0,0,0,0,0.0231822903136972,0,0,0,0,0,0.0451202651368319
X600999.CH.EQUITY,0,0,0,-0.0477345991713686,0,0,0,0,0,0,0,0,0,0,0.36089518753401,0,0,0,0,0.0410781132430714,0,0,0,0,0,0,0,0,0,0,0.655121205581591,0,-0.0785981205290065,0,-0.131110308751649,-0.00459611625222346,0,0,0,0,0,0,0,0,0,0,0.0812753801487055,0,0,0
X600048.CH.EQUITY,0,0,0.100447938411843,0,0,0.203312538583452,0,0,0,0,0,0.305072547085425,0,-0.000744409408044985,0,0.0804670017345799,0,0,0,0.246014220967521,-0.116088846650501,0,0,0,0,0.0177240504856268,0,-0.133781236669861,0,0,0,0,0,0,0,0.0794967035311244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
