,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY,X601997.CH.EQUITY,X2801.TT.EQUITY,X2887.TT.EQUITY,X000002.CH.EQUITY,X000166.CH.EQUITY
X601398.CH.EQUITY,0,0.517462907662333,0.0179177148816614,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0287493159311776,0.066437410933788,0,0,0.0942890942332101,0.0562583185168443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537932813233411,0.0475400136290789,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X601939.CH.EQUITY,0.730683216716017,0,0,0,0.171537018687529,0,0,0,0,0.00127144927353757,0,0,0.0838618627270316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552738780069016,0,0,0,0
X601288.CH.EQUITY,0.203109406621739,0,0,0,0,0,0,0,0.00692912428605344,0,0.0191610746390668,0,0,0,0,0,0.153752240662649,0,0.0748913098402043,0.249707127940138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.037079215727862,0,0,-0.124376463150932,0,0.233408833060588,0,0,0,0,0,0.0946860494471084,0,0,0,0,0,0,0,0,0,0,0,0,-0.113040282482423,0,0,0,0,0,0,0,0,0,-0.143606532437402,0,-0.176986095951075,0,0,0.36827514606526,0,0,0,-1.38777878078145e-17,0.105454194192649,-0.288697209011353
X601658.CH.Equity,0,0.216681767168815,0.0205809770369772,0,0,0,0,0,0.0546241508656761,0.204259518852906,0,0,0.0144488726618987,0,0,0,0,0.163733681589804,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0220231313689385,0,0,0,-0.0360099968349068,0,0,0,0,0,0,0,0,0,0.207141994885806,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0.0155296843639756,0,0,0.0926696723113358,0,0.0270914074612548,0.261372469096037,0,0,0,0,0.119140172718012,0,0.254947631927353,0,0,-0.0900256886581097,0,0,0,0,0,0.0623020974383052,0,0,0,0,0,0,0,0,-0.0183210277827212,0,0,0,0,0,0,0,0.0722458875157051,0,0,0.0072390863450997,0,0,0
X601318.CH.EQUITY,0.0297459649107898,0,0,0,0,0,0,0,0,0,0,0,0.405613104309457,0,0,0,0,0,0.304682634467318,0,0,0,0,0.0919618084390608,0,0.172416750542459,0,0.448327274648574,-0.0288028141043536,0,0,0,0,0,0,0,0,0,-0.261075557109428,0,0,0,-0.0979776133630016,0,0.110744953889147,0.067292164534855,0,0,0,0
X600036.CH.EQUITY,0,0.2567572284472,0,0,0,-0.138561615539695,0,0,0.135898587237854,0,0,0,0,0,0.121411381733086,0.106546136135969,0,-0.0391344155209309,0,0.097477658427581,0.046714751165505,0,0,0,0,0,0,0.220785610782696,0,0,0.246862821693803,0,0,0,0,0,0,0,0.00659454291199584,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.270073233383826,0,0.122710755093734,0.211279584768395,0,0.0635066781437539,0,0.189630637112441,0,0.150361686343159,0.201824884129265,0,0,0,0,0,0,-0.052997168220546,0,0,0,0,0,0.0734377755448519,0,0,0,0,0,0,0.0091457717718247,0,0,-0.0768855057067549,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,-0.166032321771455,0,0,0,0,0,0,0.150935345712054,0,0,0,0,0.145250572007656,0,0,0,0,0,0.273954202078291,0,0,0,0,0,0,0,-0.00492735489103596,0,0,8.67361737988404e-19,-0.0878572638263201,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.343017188951416,0,0,-0.075082445341154,0
X601998.CH.EQUITY,0,0.0524887823331451,0,0,0.0306090366957063,0.298247803276678,0.154897499988666,0,0,-0.0580492248436369,0,0,0.088475196775219,0,0,0,0.211915180246648,0.0403202659006892,0,-0.0193583492381542,0,0,0,0.123670549144457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184559423980315,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,-0.933104098540899,0,0,0,0,0,0,0,0,0,0,0,0.0861293259444214,-0.0860340111453891,0,0.211009339813506,0,0,0,0.481132362733263,0,0,0,0.172682104725671,0,0,-0.557126786306272,0,0,0,0,0,0,0,0,0,0,0.535652948242447,0,0.0960927692301836,0,0,0,-0.350340205272193,0,0,0,0,0,0
X601818.CH.EQUITY,0.0980005497748573,0,0,0,0,0.00693166191476063,0,0,0.0791355108009919,0.151690442113569,0.0195811375743406,0,0,0,0,0.131449251462522,0,0.291973237567928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.00695478102606693,0,0,0,0,0,0,0,0,0.104280787443585,0,0,0.0340211331704734,0,0,0,0,0.23188469173922,0,0,0,0,0.199009694572563,0,0,0.0219831144231753,0,0,0,0,0,0,0,0,0,-0.00679035273004478,-0.120621541679445,0.0806993613432708,0,0.302132625835782,0,0,0,0,0.10723479495094
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824956707064567,0,0,0.182819279149556,0,0,0.025319878672879,0,0,0,0,0,0.0330095692615506,0,0,0,0,0,0,0,0,0.123160676950324,0,0,0,0,0,0.221485767980365,0,0.105616530161212,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.220873021985413,0,0,6.93889390390723e-18,0,0,0,0,0.0532852664933901,0,0,0.45867233667521,0.0894347950518743,0,0,0,0,0,0.0764708735606884,0,0,0.0743715223274515,0,0.0617672894726817,0,0,0,0,0,0,0,-0.0617353086321516,0,0,0,0,0.0981884131891764,0,0,0.0868222087777399,0,-0.167619029665522,0,0.073556233035995,0
X601169.CH.EQUITY,0.141421295095893,0,0,0,-0.0782946686224558,0.13969175054573,0.104972464450408,0,0,0,0.23051905755834,0,0,0,0,0,0,0,0.230752298491579,0,0.00512276978363372,0,0.367514672818811,0,0,0,0,0,0,0,0,0,0,0,0,0.193352544024152,0,0,0,0,0,0,0,0,0,0.115103319528225,0,0,0.104621443731307,0.0285358666696751
X601229.CH.EQUITY,0.090895119895026,0,0,0,0.25375860942844,0,0,0,0.158882169520267,0,0.00737041067952518,0,0,0,0.000145609347461495,0.017792300534845,0,0,0,0,0,0,0,0.28222676945328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314365051433862,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.141728708221252,0,0.17531346386713,0,0.0983306367398223,0,0,0,0,0,0,0,0,0,0,0.0838659796434981,0,0,0,0,0,0.146514581485121,0,-0.00684131551007899,0,0,0,0,0,0,0,0,0,0,0,0,0.260760468353605,-0.182081626344871,0,0,0,0,0,0,0,0,0.118664522079678,0
X601916.CH.Equity,0,0,0,0,0.210232707788328,0.0716597298122299,0,0,0,0,0,0.203899121733963,0,0,0.0565770723163994,0.00313298395621615,0.232901263673908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759327946509525,0,0,0,0,0.136735692722128,0,0,0,0,0,0,0.077556945971243,0,0,0.14606360008631,0
X002142.CH.EQUITY,0,0,-0.0102529515712659,0,0,0,-0.012122623868284,0.032448456860928,-3.46944695195361e-18,0,0,0,-0.0122551837075084,0,0.132731065328005,0,0.395038855073751,0,-0.0269356542816911,0,0,0,-0.0953966130278272,0.46074958704794,0,0,0.0383228217228629,-0.0396685333794251,-0.161669908144584,0.101351399392167,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0.0201523468960465,0,0,0,0,0,0,0.0236094670740898,0,-0.0203910073679722,0,0,0,0,0,0,0,0.423553405602273,0,-0.0975714626270195,0,-0.0537320600484848,0,0.0730441582115408,-3.46944695195361e-18,0.086807113168952,0,0.339765247088502,0,0,0,0,0,0,0,0,0,0,0,0.0883962465756848,0.0016666531212309,0.0313172163230631,0
X601601.CH.EQUITY,0,0,0.0945946884621442,0,0,-0.600047070508561,0,0.258459275355042,0,0,0,0,0,0.610566986675424,0,-0.15875777290972,0.338971865092163,0,0,0,0,0,0,0,0,0,-0.153544588875642,0,0,0,0,0,0,-0.0219349824099255,0,0,0,0,0,0,0,0,0,0,0.0792053550324339,0.225911221974189,0,0,-0.0278589485859075,0
X601009.CH.EQUITY,0,0,-0.0903324386243566,0.0756362331581037,0,0,0,0,0,0,0.147800402815824,0,0,0,0.0488973622166671,0,0,0.210510714722145,0,0,0.212225107892681,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194940262324316,-0.0679450286542432,0,0,0,0,0,0,0,0,0,0.389707434718442,0,0,0,0
X2881.TT.EQUITY,0.0715082498476207,0,0,0,-0.0260905336315125,0,-0.00947449167852211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310525509783141,0,0,0,0,0,0,0,0,0,0.161284187210963,0.0965806168262446,0,0,0.222901185478998,0,0,0,0,0,0,0,0,0,0,0.0290862110688216,0,0,0
