,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2888.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.459458314362703,0.198251853531172,0,0.126525371475224,0,0,0,-0.0852340123999717,0,0,-0.0499550373436873,0,0,0,0,0,0,0,0,0,0.337509200370164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640310692068648,0,0,0,-0.0563426371317889,0,0,0,0,0,0
X601939.CH.EQUITY,0.00287927222114389,0,0,0,0,0,0.0638290169721745,0,0,0.173429378515645,0,0,0,0.247852494920037,0,0,0,0,0.219846078523458,0,0.00624757342505556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0849642043156886,0.194654476015935,0,0.0790471584586669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286450158304827,0,0,0,0,0,0,0,0.0644751354195046,0,0.0500830289909478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635703582477757,0,0,0,0,0.0529320273997258
X601988.CH.EQUITY,0,0,0.455515828692351,0,0,0,0.189093750101955,0,0,0,0,0,0,0,0,0.0708708337467177,0,0,0,0,0,-8.67361737988404e-19,0.0211283476069488,0,0,0,0,0.116604025932659,0.140603197686831,0,0,0.0274815890894978,0,0,0,0,-0.00593145820878356,0,0,0,0,0,0,0,0,0,0,0,0.0143372025476207,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.214157677064387,0,0,0,0,-0.0515343055724727,0,0,0,-0.0529143620109856,0,0,0,0,0,0,0,0,0.713547312559247,0,0,0,0,0.229087683239798,0,-0.0442123927341969,0,0,0,0,-0.122162344886015,0.155993458624516,-0.0584656719831798,0.226827974830659,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.174056433882436,0.00419359074494946,0,0,0,0,0,0,0,0,0,0,0.0523951382724646,0,0,0,0.455423712557969,0,0,0,0.0839123863293928,0,0,-0.281046182036881,0,0,0,0,0.0162141708188577,0,0.191059171116736,0,0.151029326128643,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0911244995140036,0.0118347514825379,0,0.156687336553442,0,0,0,0,0,0,0.170985088505795,0,0,0,0.224552968003389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305998263408741,0,0,0,0,0,0,0,0,0,-0.070284444605322,0,0.205047910700314,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247614197436058,0,0,0.0952840177279266,0,0,0,0,0,0,0.209621373097271,0.133340808655556,0,0,0,0,0,0,0.172518610268461,0,0,0.132965190597554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247438051357687
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.272243206817602,0,0,0,0,0,0,0,0,0.222775897922161,0,0,0,0,0,0,0.122309370991445,0,0,-0.106127504357684,0,0,-0.00508815868805613,0,0,0,0,0,0,0.0263884344166077,0,0,0.317773279379382,0,0,0,0.0409498879620118,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.185525892309091,0,0,0.134681540976049,0,0.290744392330916,0,0,-0.0393255887525068,0,0,0,0,0,0,0,0.209602861793616,0,0,0,0,0,0,0,0,0,-0.30125935177738,0,0.153485083576967,0,0,0,0,0,0,0,0,0.0446238772581104,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0271422018109304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629150288616735,0,0,0,0.0369732685013777,0,0,0,0,-0.0105368824781131,0,0,0.465701499218415,0.179166198937957,0.0248611383952878,0,0,0,0,0,0,0,0,0,0,0.0983194392623126,0,0,0.159409454508667
