,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0,0.177947888831212,0,0.183097132017717,0,0.159029749264083,0,0,-0.0642115459681745,0,0,0,0,0,0,0,0,0.0727351741027228,0,0,0.13982204686447,0,0,0,0,0,0,0,0,0,0,0,0,0.0669751813299764,0,0,0.00893866136757613,0.0282329825674428,0,0,0,0,0,0,0,0,0.17219710178871,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0832932127095486,0,0,0.0383505265418787,0,0,0.152605452514075,0,0,0.0118871685975441,0,0,0.394032609873589,0,0,0,-0.0777007532225089,0,0,0,0.0962135342668441,0,0,0.14136550557302,0,0,0,0.228527425449083,0,0.126275139183257,0,0,0,0,0,0,0,0,0,0,0,0.018528594730131,0
X601939.CH.EQUITY,0,0,0,0,0.287911289244491,0,0.20991518101737,0,0,0,0.135986696575199,0,-0.145379500965713,0,0.0206654282478431,0,0,0,0,0,0.0996897225430507,0,0.487169869279435,0,0,0,0,-0.0662853359554039,0,0,0,0,0,0,0,0,-0.0440296296096579,0,0,0,-0.0129859900436179,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0.0351455245900697,0,0,0.0805484223143126,0,0,0,0,0,-0.127507721092705,0.300326220907911,0,0,0,0,0.0600979220857999,0,0,0.10575445821742,0,0,-0.154058572599971,0,0,0.0355848313816715,0,0,0.382421284449719,0.258957260117464,0,0,0,-0.0136717661679789,0,0,0,0,0,0,0.121078495020324,0,0,0,0
X601288.CH.EQUITY,0.0887939980123936,0,0.0385791525708406,0,0,0,0,0,0,0.0379232155263802,0,0,0,0,0,0.550302444483621,0,0,0,0,0.0748969218047567,0,0.157614452657775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010878335293336,0,0,0,0,0,-0.044084212551487,0,0.0415929352708926,0,0,-0.0111737366842569,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.184042895207439,0,0,0.293133604038374,0.279396977878832,0,0,0,0,0,0,0,0.0413523087841379,0,0.0980814112369121,0,0,0,0,0.157319830141548,0,0,-0.0412831828642692,0,0,0,0,0,0,0.0908239151472291,0,0,0,0,0,0,0,0,0,0,0,0,-0.153032934336195,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.169216113862562,0,-0.113166734053087,0.105955523965397,0,0,0,0.249141204063338,0,0,0,0,0,0,0,0.0244644421062195,0,0,-0.1165147574795,0,0,0.167370260879718,0,0,0.474608459606033,0,0,0,0,0,0,0,0,0,0,0.00882591983406196,0,0.0338346060513559,0,0.148985480652208,0,0,-0.0433500183140862,0,0,0,0,0.163799831943528
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623331701282717,0,0,0,0,0,0,-0.153057930965976,0,0,0.0274082219717636,0,0.0161548208037674,0,0,0,0,0.124448621322258,0.44863009957832,0,0,0,0.134120413652075,0,0,0,0,0,0,0,-0.17557050267237,0,0.257732267566956,0,0.232523830889247,0,0,0,0,0.174196327814285,0
X388.HK.EQUITY,0,0.139359856130972,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.118397067644973,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0187306172196519,0,0,0,0,0,0,0.394422418868873,0,0.171505148110719,0,0,0.0443736642165246,0,0,0,0,0.0297901183659102,-0.231942794573567,0,0,0.326551486586783,0,0,0,0
X601658.CH.Equity,0.0905902542047224,0.0764897958678903,0,0,0,0,0,0.111485743653121,0,0,0,0,0,0.0878130473575204,0,0.291688984232977,0,0,0.0514088315044535,0,0,0,0.0362284410879183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714370322728207,0,0,0,0,-0.116332411473994,0,0,9.90134876659304e-05,0.199756395031939,0.0386074996353743,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326111568026806,0,0,0,0,0,0,0.052499600038612,0,0,0,0,0,0.336146243594537,0,0,0,0.0663214933434991,0,0,0,0,0,0,0,0,0.0821465781290318,0,0.223224370409066,0,0.206633664502761,0.00186556352885701,0,0
