,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.333001279251381,0,0,0,0.0838988870799355,-3.46944695195361e-18,0,0,0,0.0259273133183681,0,0.024087644421746,0,0.23656872392309,0,0,0.074623539155425,0,0,0,0,0,0,0,0.0116163600210543,0,0,0,0,0,0,0.132597221625557,0,0,0,0.0661122349742934,0,0,0,0.0174921161067498,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.100856015487845,0,0.103467012986161,0.049063597803316,0,0.0254765139718616,0,0,0,0.226281984867056,0,0,0,0,0,0,0,0,0.139691435319917,0.0387807490896163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.00328266793614629,0,0.117199797015994,0,0,0.0199239684382957,0,0,0,0,0,0,0.387460064950775,0,0,0,0,0,0,0,0,0,0,0,0,0.0708750523580076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214436328305701,0,0,0,0,0,0.0841693551805036,0,0,0.00962066502797821
X601988.CH.EQUITY,0.0333880593315439,0.173527091970765,0.424614138627816,0,0,0,0,0,0,0,0,0,0,0,0.0123729883886643,0.0649406311888899,3.46944695195361e-18,0,0,0,0,0,0,0.15207126727511,0,0,0,0,0.0240029848701703,0,0,0,0,0,0.122566282712011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382280015503839
X5.HK.EQUITY,0,0,-0.178229157701056,-0.0143329540470058,0,0,-0.00644507477842875,0,0,0,0.279964089214878,0,0,0,0,0,0,0,0,0.17370882758138,0,0,0.121911116190341,0,0,0.00338621471174532,0,0,0,0,0.231614898763787,-0.0256292923115821,0,0,0,0,0,0,0,0.223941239167172,-0.0760809636319788,0,0,0.32706955954313,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.491292821280312,0,0,0,0,0,0,0.0253038314201919,0,0,0,0,0,0,0,0,0,0.325192295130784,0,0,0,0.0508338607684093,0,0,0,0.0707991302058856,0.0234795662274279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.208338726298919,0.0149383792582961,0,0,0,0,0,0,0,0,0,0,0,0.0309446192379301,0,0,0,0,0,0,0.0592202908205922,0.247892038683065,0,0.0659833575558686,0,0,0,0.0858965319486847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116064885426879,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318057864690355,0,0,0,8.67361737988404e-19,0.292021850102613,0,0,0,0.105451695063038,0.152291221632184,0,0,0,0,0,0,0.0041236520224659,0,0.0453563261864708,0,0,0,0,0,0,0,0,0,0,0,0,0.0760891473420481,0.0742130328707397,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.23369032424781,0,0,0,0,0,0.178894257401517,0,0,0,0,0.0924036887874075,0,0,0,0,0,0.136924840389727,0,0.191690977390308,0,1.73472347597681e-18,0,0,-0.00630760558330051,0,0,0,0,0,0,0,0.0534412032451135,0,0,0,0,0,-0.0688007191610809,0,0,0.291868529148491,0,0,0
X601166.CH.EQUITY,0,0.324784051321186,0,0,-0.0131496104396436,0,0,0,0,0,0,0.0712755248462688,0.108841238492352,0,0,0,0,0,0.0375166665405041,0,0,0,0,0,0,0,0,0.0247770388846552,0,0,0,0,0,0,0,0,0,-0.0156232597945895,0,0,0,0,0.101189175402029,0.0961395653944172,0,0,0,0,0,0
X267.HK.EQUITY,0.278724912690606,0,0,0,0,0,0,0.0914304399847826,0,0,0,0,0,0,0,0,0,0,0,0.448409623810224,0,0,0,-0.148863966511329,0,0,0,0,0,0,0,0.0166683024809482,0,0,-0.105721245248167,0,0,0.124723799281031,0,0,0,0,0,0,0,0,-0.104657716959447,0,0,-0.243819544160705
X600000.CH.EQUITY,0,-0.0755700154692305,0,0,0,0,0.067768824988731,0.0827092656226724,0.165722316810792,0,0,0,0,0.72790237437217,0,0,0,0,0,0,0,0,0.0641805099246923,0,0,-0.170167192487836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000617684668394626,0,0,0,0,0,0.0466159227829739,0,0,0.118687948310116,0
