,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0.505933298991673,0.1376032788545,0,0,0.0656724001885903,0,0,0.0286530502971644,-0.140840679715894,0.0556194241963492,0,0,-0.0415098872238184,0,0,0,0,0,0,0,-0.00782201628840487,0,0,0,0,0,0,0,0,0.0213429685225786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280674048693862,0,0.0266943184801881,0.096843221859904
X601939.CH.EQUITY,0.415505670647321,0,0,0.206913299337461,0,0,0,0,0,0,0,0,0,0.176906501957389,-0.223005340900184,0,0,0,0,0,0,0,0,0,0,0.237678247268687,0,0,0,0,-0.00794215419292819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106876401569217,0.0218309719730412,0
X601318.CH.EQUITY,0,0,0,0,0.196097716818266,0.241084146899272,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146829793517214,0,0,0,0,0.0687578452425491,0,0.0254609687085,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296138871707224,0.0953909406665085,0,0,0.174316765503949,0,0,0,0,0,0,0,0,0.189668585739931,0,0,0,0,0,0.0454728394254673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120898623485105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.211538506685332,0.096964003327966,0.299874102999971,0,0,0,0,0,0.293903331265769,0,0,0,0,0.0786126623731252,0.154338306799068,0,0,0,0,0,0.0681545965051041,0,0,0,0,0,0.174353503631425,0,0,0,0,0,0,0,0,-0.661134049331288,0,0,0,0,0,0,0,0,0,0,0,0,0.0391563110825078
X600036.CH.EQUITY,0,0.0258617906238668,0,0,0,0,0,0,0.0531703155135721,0,0,0,0.146336674759704,0,0,0,0,0.0513571871834904,0,0.0276696586000737,0,0,0.153231649455247,0,0,0,0,0,0,0,0,0.357275325108037,0,0,0,0,0,0,0,0,0.0579736761472,0,0.0407873611653002,0.187029642565172,0,0,0,-1.38777878078145e-17,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.241109002812097,0,0.049033582066374,0,0,0.122812939024598,0,0,0.260059200044897,0,0,0,0,0.162681934226045,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.193868035791662,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445256237212894,0,0,-0.0396931486828932,0,0,0,-0.382211601030398,0,0.612718687002676,0,0.0469919455718354,0.691209813806716,0,0,0.018226310898759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148817513032191,0,0.288577026191082,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.108715238092301,0,0,0,0,0,-0.142182527211978,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.286246169335693,0.184335878530695,0,0,0.0653753900959268,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0993466219038367,0,0,0,0,0,0,0.232728492937407,0,0.0249010688369306
X601658.CH.Equity,0,0,0,0.0229296267681882,0.125241378442844,0,0,0,0,0,0,-0.126013599236188,0,0.207555805834481,0,0,0,0.225910285793472,0,0,0.0878252269514226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271070606088473,0.122905561491291,0,0,0,0,-0.0367621227398085,8.67361737988404e-19,0,0,0,0,0,0,0
