,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0.14540833332017,0,0,0,0.0998607611294654,0,0,0,0,0.295857386703341,0,0.0708562598885705,0.115173106499366,0,0,0,0,-0.0840249345606351,0.131489927587448,0,0.106066313775543,0.0614129431374514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111563611811674,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.143064487944556,0.0108313468931217,0,0,0,0.159487335628698,0,0.00669381399236056,0,0,0.17866108818044,0.0384165491316479,0.00443592285595061,0,0,0,0.0507460882574258,0.250388391881737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247560100896361,0,0,0,0,0,0.0266643190029462,0,0,0,0,0,0
X601288.CH.EQUITY,0.193214103582181,0,0,0.342186098233146,0,0,0,0,0,0,0,0,0,0.187389095800639,0.00698279846098038,0,0,0,0,0,0,-0.0276887377268624,0,0,0,0,0.0519338104247582,0,0,0,0,0.0374934304891845,0,0,0,0,0,0,0,0.0181643113448183,0,0.0407839640278311,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.145384287012798,0,0,0.150461466389908,0,0,0,0,0,0,0.145177341989119,0.250760897194049,8.67361737988404e-19,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0388336037400504,0,0,0,0,-0.0191371191302095,0,0,0.163330557546761,0,0,0,0,0.0453781458366707,0,0,0,0,0,0,0,0,0.0420974766841993,0,0.0111755051072559,0
X5.HK.EQUITY,0,-0.0995801954428439,0,0,0,-0.0628765179206034,-0.0701153079696254,0,0,0,0.146699173029786,0,0,0,0,0,0,0,0,0.157748269713182,0,-0.0140166632180922,0,0.292609701895343,0,0,0,0.208585128510125,0,0,0,0,0,0,0.146093359649386,0,0,-0.178458984122543,0,0.249065790749564,0,0,0,0,-0.0151629249688985,-0.277569764096856,0,0,-0.0320648762728971,0
X601658.CH.Equity,0,0.0479074801177943,0.0763369578268217,0,-6.93889390390723e-18,0,0,0.146688038534267,0,0,0.322119264266105,0,0.115420409837937,0,0,0,-0.0212342911647649,0,0,0,0,0,0,0.169203538528783,0,0,0,0,0,0.00540232134761758,0,0,0,0.0400784556773317,0,0,0,0,0,0,0,0,0.000306967128456605,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.500889252053146,0,0,0,0,0,0,0,0,0.1798196814074,0.223386223707376,0.0801858548175241,0,0,0,0,0,0,0,0,0,0.00634378521212506,0,0,0,0,0,0,0,0,0,0,0.0303137770466898,0,0,0,0,0,0,0,-0.124417092292421,0,0,0,-0.0333965030086959,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0275706807649013,0,0,0,0.0187153794741906,0,-0.0767728891137835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655730313419442,0,-0.0188655534969397,0,0.158869914562813,0,0,0,0.0840527648871197,0,-0.0732147664625256,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0240613037993381,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206331184758455,0,0.174241335193952,0.479148656201693,0,0,0,0,0,0,0,0,0,0,0.109657570559745,-0.00846451644417804,0,-0.0733139431203753,0.189480046022093,0,0,0.0467694605025046,0,0,-0.0637576467249527,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.0663261849022089,0,0,0,0,0.151124729048068,0.170383338199686,0,0,0,0.267940862411302,0,0,0,0,0,0,0,0,0,0.0119340006889183,0.228610322802474,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0376081341515879,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0.184554655732768,0.255973167294302,0,0,0,0.327003286807358,-0.378124362987313,0,0.0583070025443917,0,0,0,0,0,0,0.199719171961298,0,0,0,0,0,0,0,-0.277558155933342,0,0,0,0,0,-0.0270842536097429,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437008920324138,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,-0.446355401544323,0,0.0490360863153026,0,0,0,0,0,0.505704419288309,0,0.645154879167867,0,0,0,0,0,-0.180386737591318,0,0,-0.0657420483703538,0,0,0,0,0,0,0.0787497803455431,0,0,0,0,0,0,-4.33680868994202e-19,0,0,1.35525271560688e-20,0.0620496200993576,-0.0924268875551861,0,0,0,0,0.0649491549795207
X601998.CH.EQUITY,0,0.105359266913403,0,0,0,0.217790442497592,0,0,0,0,0,0.0424842137088563,0,0.22663592318929,0.188061344055711,0.0251159645605565,0,0,0.00505264957829088,0.113858233756246,0,0,0,0,0.0816249345690038,0,0,0,0.115432579921642,0,0,0,0,0,0,0.0559232028078493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.168556252379694,0,0.267268624785666,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140063112687235,0,0.0436034574315139,0,0,0,0,0,0,0,-0.018238268399916,0,0,0,0,0,0.439720946017211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.0699348460169765,0.342999486866944,0,0,0,0,0.154547156224421,0,0,0,0,0.0224827551756909,0,0,0,0,0,0.222670570626686,0.137046928596683,0,0,0,0.0202330940601471,0,0,0,0,0,0,0,0,0,0.081862204172643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515341234057067,0,0
X601628.CH.EQUITY,0,0,0,0,-0.110326582825569,-0.0785391673831101,0,0,0.0110658714048529,0,0,0.183151449327294,0,0,-0.0622599169333334,0,0,0,0,0,0.0976304225461974,0,0,0,0,0,0,0,0.0957515134048983,0,0,0,0.0529310985257522,0,-0.0139886787205676,0.622634717474776,0,0,0.0077413188683386,0.0126918925616271,-3.46944695195361e-18,0.0846228788573848,0,0.07184021170741,0,-0.0370728766527806,0,0,0,0
X000001.CH.EQUITY,0,0,-0.219619814856523,0,0,0,0,0,0.289611786749485,0.113893708458535,0,0,0,0,0.543453076318225,-0.113370438399184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759357985329265,0,-0.00127322223820357,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.00959903224998841,0,0,0,0,0,0,0,0,0.131509719398846,0,0,0,0,0,0,0,0,0,0.119205027661722,0,0,0,0,0,0,0,0,0,0.563344965616545,0,0,0,0,0,0,0.00911072074083039,0,0,0,0.0294487244406322,0,0,0,0
X601169.CH.EQUITY,0,0,0.135483331122943,0,0,0,0,0,0,0.118552868354303,0.0635902305727462,0,0.0662394557666857,0.0919868340292046,0.149863431628596,0,0,0.10949088280045,0,0,0,0,0,0,0.00238433725795986,0,0,0,0,0,0,0.0251445192552345,0,0,0.0694692821094709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552401922262486
X2388.HK.EQUITY,0,6.93889390390723e-18,0,0,0.345193719246804,0,0,0.18640457471699,0,0,0,0,0.202501639281111,0,0,0,0.144158202820722,0,0,0,0,0,0.158038669543317,0,0,0,0,0,0.160439572074016,0,0.203612098067496,-0.0652158975949547,0,0,0,0,-0.153521879669591,0,0,0,0,0,0,0,-0.0530519840852496,0.0693789180043851,0,0,0,0
X601229.CH.EQUITY,0.268784498319643,0.00151721624520923,0,0,0.099128913398365,0,0,0,0,0,0,0,0.107962344464869,3.46944695195361e-18,0,0,0,0,0.105839613217137,0,0,0,0,0,0.0538060228191266,0,0,0.039813791865143,0,0,0,0,0,0,0,0,0.0235559279438504,0,0,0,0,0.325826461516628,0,0,0,0,0,0,0,0.119023899295165
X1299.HK.EQUITY,0.0793931379646069,0,0,0,0,0,0.0618650774250267,0,0,0,0,0,0,0,0,0,0,0,0,0.0422601448161403,0,0,0,0,0,0,0,0,0,0,0,-0.174906921953407,0,0.170198860277293,0,0.149894642628781,0,0,0,0.294458234369468,0,-0.401311272156885,0,0.35156410790511,-0.116551595097026,0.511151922243061,0,0,-0.149217644202905,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477527766105452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297072702900222,0,0,0,0,0,-0.0606386043627447,0,0,0,0,0.351080257597701,0,0
X002142.CH.EQUITY,0,0,0.303186664660524,0,0,0,0,0,0.341371163021267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173705752186054,0.0445460988008103,0.195261835345689,0,0,0,0,0,0,0,-0.191470404226105,0,0,0,0,0,0,0,-0.0514358710250433,-0.0193471601347449,0
