,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,-0.0299994594637014,-0.0250342288302368,0,0,0,0,-0.242836472423026,0,-0.116419848857163,0.0414843596729083,0,0,-0.500264076894289,-0.0832378796017843,0,0.2161453731483,0,0,0.911699031192407,0,0,0,0,0,0,0,0,0,0.285844254433916,0,0,0,0,0,0,0,0,0,-0.00527763230190908,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,-0.105205464186559,0,0,0,0,0,0,0,0,0.010514456401084,0.141278843188625,0,0.0626015912382303,0,0,0,0,0,0.0394649677347087,0,0,-0.0474930298556221,0,0,0.0637670175166368,0,0.000692986484224351,0,0,0,-0.110247639081324,0,0,0,0,-0.297256487176516,0,0,0.180562663560534,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.09060943077817,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258270302801144,0,0,0,0.18440416978393,0,0,0.21488011586992,0,0.0095101535325192,0,0,0,0,0,0,0,-0.0752747538957022,0,0,0.0797816391928918,0,0,0,0.172285658083186,0,0,0
X601988.CH.EQUITY,-0.0201196324666214,0,0,0,0.0160878871684971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186272695687189,0,0,0,0,0.0836920415119075,0,0,0,0,0,0,0,0,0,0,-0.146247237463206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0205643347769999,0,0,0,0,0,0,-0.0816561506956199,0.189436145071999,0.265765284894732,0,0.168426346227591,0,0,0,0.0201485558435195,0,0,0.548734193044641,0,-0.0336332528211961,0,0.059544676903832,0,0,0.140163326367666,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211085798902161,0,-0.0847327247437512,0.27121535227444,0,0,0,-0.33313665220788,0,0,0.165249113699545,0,0,-0.0516844362236323,0,0,0.00660131229789651,0.000867353123072442,0,0,0,0,0,0,0,0,0.0752326679592019,0,-0.104621611442359,-8.67361737988404e-19,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.123233319458683,0,0,0.0895070163960069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022553489648695,0,0,0,0,0,0,0.240521854094002,0.0245463407029315,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0105962840463584,-0.0348767717437986,0,0,0.365290694614755,0.101595305454172,0.196213501041389,0,0,0,0,0,0,0,0,0,0.0170174733289114,0,0,0,0,0.010218229142604,0.121725683329823,0,0,0,0,0,0.0813184675101943,0,0,0.168362455176271,0,0,0,0,0,0,0.132500324252298,0,0,0,0.0341545752363895,0,0,0
X600036.CH.EQUITY,0,0.224905134140336,0,0,0,0,0.0836389074823742,0.254820614468535,0,-0.0204735916666622,0,0,-0.231808942380523,0,0,0.256557585635454,0,0,0.108132853811043,0,0.0488747743971289,0,0,0.0961261297039015,0,0.393898738480325,0,0,0,0,0,0,0,0,0,0,0.0211600145956632,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.160768513299492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247196207128807,0,0,0,-0.0375395498072364,0,0,0,0,0.0428916261014705,0,0,0,0,0,0,0,0,0,0,-0.122509880614251,0.395352267713772,0,0,0.166902378161997,0,0,0,0,0.0878962477599939,0,0
