,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X601997.CH.EQUITY,X000166.CH.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X002958.CH.EQUITY,X001979.CH.EQUITY,X2007.HK.EQUITY
X267.HK.EQUITY,0,0,0.21801293167307,0,0.157307491253667,0,0,0,0,0,0,0,0,0,0,0.216469379452886,0,0,0,0.220639797081836,0,0,-8.67361737988404e-19,-0.198796063741592,0,0,0,0,0,0,0,-0.280561422136189,0,0,0,0,0,0,-0.0944793246302344,0,0,-0.297936458944054,0,0,0,0,0.386748153055094,-0.00762701451321231,-0.0624017813137855,0.113099099304736
X600000.CH.EQUITY,0,0,0,0,0,0,0.268650138123798,0,0.00913382092974551,0,0,0,0,0.464257188611076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249252976447607,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.208924944439421,0.0534971200212065,0,0.045456095776332
X601998.CH.EQUITY,0,0,0,0.0797360296888874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111355071879064,0.457584347998092,0,0.00910196568884284,0,0,0,0,0,0.0308311627952771,0.051639434327245,0,0,0,0,0.032552426625677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0446417103461843,0.0319950668816408,0,0,0,0,0,0,0,0,0,0,0.386997123912962,0,0,0.126326309609808,0.315292771569514,-0.0638670257684062,0,0,0,0,0,0,0.0337549477787958,0,0,0,0,0,0,0,0,0.0916951919723732,0,0,0,0,0,0.104300965879859,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.0686634943328591,0,0,0,0,0,0,0,0.0265750791748619,0,0,0,0.0698112913009609,0,0,0,0.338485390548992,0,0,0,0,0.148181585660473,0.016231373496927,0,0,0,0,0,0.0915528087146417,0,-0.0313749353754806,0,0,0,0,0,0,0,0,0.0270659371877958,0,0,0,0,0,0.0792385638999001,0,0,0
X601628.CH.EQUITY,0,0,0,0.448830177261621,0,0,0,0,0,0,0,0.0860131545785021,0.076197928188628,0,-0.258077627543605,0,0,0,0,0,0,0,0.0228333305979404,0,0,0,-0.0548332257926879,0,0,0,0,0,0,0,0,0.239686856470182,0,0,0,0,0,0,0.113250469077417,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.346559331773173,0,0,0,0,0,0,0,0.652343224348406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201673699332504,0,0,0,0,0,0,0,0,0,0,0,0,0.141312735654362,0,-0.0270025623734029,-0.0915103150943466,0,0,0,-0.0228171196759698,0,0.0592600226072409
X600015.CH.EQUITY,0,0,0.191524358077549,0.28487290536064,0,0,0,0,0,0,0,0.108281119791386,0,0,0.0731610137755101,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0262666280632081,0,0,0,0,0,0,0,0,0.117461818810114,0.108296588801092,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0
X601169.CH.EQUITY,0,0.0791902595158769,0.204337625970429,0,0,0,0,0,0,0,0,0,0.155155924293195,0,0.0163893010500792,0,0,0,0,0,0.0890650826237526,0,0,0,0,0,0.0476277398153601,0,0,0,0.109439092218919,0,0,0.0927779474202875,0,0,0,0,0,0.219923453389957,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.261725737959042,0,0,0,0.199765475243627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636431711432167,0.0198456046330869,0,0,3.46944695195361e-18,0.203953105629527,-0.0231768435029616,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.129787568439945,-0.246344859430683,0,0,0,-0.06265274432352
X600919.CH.EQUITY,0,0,0,0,0,0.161076639506864,0,0,0,0,0.0173073044035024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38777348798346,0,0,0,0,0.0741597713666038,0,0,0,0,0.113705150529631,0,0,0,0.247880946427746,0,0,0,0,0,0,0,0,1.73472347597681e-18
X601229.CH.EQUITY,0,0,0,0,0,0,0.184639282653888,0,0,0,0,0,0,0,0,0,0,0.181504652986131,0,0,0,0,0,0.0144140974578556,0,0.0762545252871055,0,0,0,0,0,0,0.102542878641847,0,0,0,0.00314100367780612,0.0577365966612182,0,0,0.153849625602732,0,0,0,0,0,0,0.0677194737955625,0,0
X1299.HK.EQUITY,0,0,0,0,0.0516142091771594,0,0,0,0.0894098981783548,0,0.311920852174763,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454506783938798,0,0,0.0897617569189919,0,0,0,-0.13973870940504,0,0,0,0.162439188619489,0.206896425157588,0.094461735052253,0,0,0,0.0251217144018129,0,-0.129324046475424,-0.0690446652166113,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.100210187879308,0,0.0317064460382976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442600887944109,0,0,0,0,0,0,-0.120058174598278,0,0,0,0,0.0869638557201647,0,0.215758753925947,0,0,0,0.193303256895859,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.170973237579951,0,0,0.0471646148701481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0810533117277653,0,0,0,0,0,0.110669582931597,0,0,0,0.00370568149386084,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.00308636381696202,0.0701359483736923,0,0,0,0,0,0,0.159152215936299,0,0,0,0.139220531322534,0,0,0,0.0200887961560408,0,0,0,0,0.124545083965539,0,0,0.297211616773287,0,0,0.0806054668932754,0,0,0,0,0,0,0,0,0.0492800255286408,0,0,0,0,0.0821252865549451
X601009.CH.EQUITY,0,0,0,0,-0.0132645670223376,0,0,0,0,0.11815202992825,0,0,0,0.0824261059747917,0,0,0.214701441482108,0,0,0,0.171533042086297,0,-0.0147875143169464,0,0.258547733074339,0,0,0,0,0,0,0.0846223692353951,0,0,0,0,0,0,0,0,0,-0.213202224043735,0,0.152712885805843,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.530895891955581,0,0,0,0,-0.648422923332335,0,0,0,-0.0914283666782415,0,0,0,0,0,0.300797422047753,0,0,0.181956630690271,0,0,0,0,0,0.84399417416518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454494475061392,0,0,0,-0.261170941211441,0,0.164777389129009,-0.173474396274449
X600926.CH.EQUITY,0,0,0.0812623774227243,0,0,0,0,0,0.0268697933657864,0,0,0,0,0,0,0,0,0,0,0,0.110833258866907,0,0,0,0,0,0,0.231431784457002,0,0.11506845459743,0,0,0,0,0.361339990008532,0,0,0,0,0,0,0.0525618384416709,0.0210434434846253,0,0,0,0,0,-0.269292212006702,0
X601319.CH.EQUITY,0.180467144004776,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0794222534471379,0,0.475179980867297,0,0,0,0,0,0,0.0098473228673824,0,0.0813005587081826,0,0.0128047157817565,-8.67361737988404e-19,0.0365237660772615,0,0,0,0,0,-0.0359590005930394,0,0,0,0,0
X601077.CH.Equity,0,0,0,0,0,0,0.325706056656878,0,0,0,0,0.0577540328954142,0,0,0,0.137058916056387,0,0,0.04486475822051,0,0,0,0,0.00696511925439463,0,0,-0.0464645617266792,0,0,0,0,0,0,0,0,0.119510988664736,0,0,-0.114758090435268,0.286038449266956,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,-0.273887891168924,0,0.12356328901823,-0.0104404077308409,0,0,0,0,-0.0651180492053686,0,0,0,0,0,0.265259410888745,0,0,0,0,0.176354896055416,0,-0.214896294466193,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.339852413368846,0,0.1589695676363,0,0,0,0.238205820496611,0,0,0.0655003520927935,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180949262089341,0,0,0,0.162319792724402,0,0,0,0,0,0,0,0,0.0126380410342146,0.0624826088221035,0,0.303718680817425,0.00432274170194978,0,0.0554664880887272,0,0,0,0,0,0,0.0614852953974484,0,0
X601577.CH.EQUITY,0.0130629651064445,0,0,0,0.0608392904438942,0,0,0,0,0.0281384553292702,0,0,0,0,0,0,0,0.131211239943471,0.211770597314104,0,0,0.158252515186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982404497517444,0,0,0,0.114347575006513,0,0,0,0.0845263852640405,0,0
X601838.CH.EQUITY,0.124066550829215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549343345750127,0,0,0.0270257323385573,0,0,0,0,0.195484624397681,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.245733849999557,0,0,-0.139517295708539,0.38354459448498,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107855868628784,0,-6.93889390390723e-18,0,0,0.141968496589561,-0.00248388750777355,0,0,0,0,0.0268908245921093,0,0,0,-0.0218820532159266,0,0,0,0.0685254978610245,0,0.182047722743004,0,0,0,0,0.202020831478959,0,0,0.0811697437910235,0.146588001990425,0,0,-0.101546569549716,0.211168876769335,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.040068255265809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309396494380462,0,0,0,0,0,0,0,0,0.052078977844791,0.401748484053646,0,0,0.144923253073943,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,-0.0526095871841645,0,0,0,0,0,0,0,0.0701956388824317,0,0,-0.0317688580734634,0.0397739476349047,0,0,0,0,0,0.0342196302507034,0,0,0,0,0,0,0,0,0,0,0,0,0.455483963019025,0.238380862870387,0,0.0174947100204453,0,0,0.00885318603203834,0.142409134613581,0,0,0,0,0.0224194182348283,0,0.00174891392957567
X600999.CH.EQUITY,0,0,0,0,0.044156849055894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168204831268989,0,0.246682682251795,0,0,0,0,0,0.218675261823172,0,0.0688905710524164,0,0,0,0,0,0
X601997.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0450132904679865,0.0441758931364031,0,0,0,0.0090633292103585,0.175362007179366,0,0,0,0,0.0443287641903599,0,0.108352494223024,0,0,0.120523066939795,0,0,0,0,0,0,0.258451923523806,0.1316355063934,0,0,0,0,0,0.0871391052374546,0,0
X000166.CH.EQUITY,0,0,0,0,0,-0.0498624185171414,0,0,0,0,0.0742171497557542,0,0,0.0057328352490168,0,0,0.114307618459053,0.0796983840043446,0,0,0.183346779101086,0,6.93889390390723e-18,0.143797705319355,-0.0644614152607437,0,0,0,-0.0545273011955936,0,0,0,0,0,0,0.122957962088658,0,0,0,0,0,0,0,0,0,0.594917053542202,0,0,-0.0349575475811731,0
X601881.CH.EQUITY,0,0,0,0,0.0499610623149156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172195860930658,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0186564434111995,0,0.199887493594944,0.0341217869502774,0,0,0,0,0.119517279221837,0.398748961148491,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,-0.215242941415495,0,0,0,0.0125455886455641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192287321112679,0,0,-0.102956167309381,0.166071171873003,0,0,0.24959175184872,0,0.624929162215984,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.00496929426412407
X000002.CH.EQUITY,0.106683197037439,0,0,0,0,0,0,0,0,0.218007047614749,0,0,0,0,0,0,0,0,0,0,0.0765406236547558,0,0,0,0,0,0,0,0.122421890477729,0,0,0,0,0.0067361675131916,0.027005592823686,0,0,0,0,0,0.0299226041974379,0,0,0,0.0812135511958471,0,0,0,0.157190070289105,0
X600048.CH.EQUITY,0,0,0,0,0.046425061116888,0.125716161960781,0,0,0,0,0,0,0,0,0,-0.0103846113313715,-0.0862388997239131,0,0,0,0,0,-0.334176628888528,0,0.268755737733541,0,0,0,0,0,0,0,0,0,-0.193547717160408,0,0,0,0,0,0,0.0750198895456663,-0.0210230281217067,0.248033877545377,0,0,0.31076822004577,0,0.428398696833939,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.18236818894844,0,0,0,0,0,0,0,-0.0243891364652741,0,0.0300915510462127,0,0,0,0,0,0,0,0,-0.0465661598669489,0,0,0,0,0,0,0,0,0,0.166622250143358,0,0,0,0.340245774132137,0.0983047895168184,0.252722224258073,0,0,0,0,0.0556435680197554,0.0475308216097965,0
X1109.HK.EQUITY,0,0,0,0,0.0413007510449501,0,0,0,0,0,0.149003850371501,0.282938741557193,0,0,0,-0.279925233097028,0,0.152271139455912,0,0.203452839998138,0,0,0,0,0,0,-0.159924882626128,0,0,0,0,0.117730509097667,0,0,0.20639613014748,0,0,0,0,0,0,0,0,0.00913594351259038,0.152833622287247,0,0,0,8.67361737988404e-19,0.192688956391037
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.00782590728925142,0,0,0,0,0,0.0305131837184682,0,0,0,0,0,0.00309217150933967,0.308846123389942,0,0,0,0,0,0,0,0,0.147656236240333,0,0,0.00563678634915679,0,0,0,0,0.124086421806908,0,0,0.241517636322619,0,0,0,0,0.208919690554108,0
X001979.CH.EQUITY,0,0,0,0,-0.0577924796324363,0,0,0,0,0,-0.138943758869418,0,0.0127078982647385,-0.140530401363468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542954981998985,0,0,0,0.158173420971273,0,0,0,0,0,0,0,0,0.143625722884032,0.145267722488301,0.354386713861249,0,0.0887786291595352,0,0,0.247258378560975
X2007.HK.EQUITY,0,0,-0.406773315173805,0,0,0,0,0,0,0,0,0,0,-0.0245075373022312,0,0,0,0,0,0,0,0,-0.060383299311796,0,0.047301838030279,0,0,0,-4.33680868994202e-19,0.0924951872206904,0,0,0,0,0,0,1.38777878078145e-17,0.33630955168311,0,0,0,0,0,0.378961089421369,0,0.00464253313743652,0.337904154377076,0,0.147166102943565,0
