,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY,X000166.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X2801.TT.EQUITY,X2887.TT.EQUITY
X601398.CH.EQUITY,0,0.554214343286382,0.138079721042871,0,0,0,0,-0.0021977087770056,0.0125229341397172,0,0,0,0,0,0,0,0,0,0.27335811350531,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348559683231221,0,0,0,0.11585713296535,0,-0.0345879174928984,0,0,0,0,0,0,0,-0.135330489777231,0,0,0
X601939.CH.EQUITY,0,0,0,0.0672810605360051,0,0.082827728626386,0,0.059414800666671,0.144724568796292,0,0,0.295392606810763,0.121992873352601,0,0,0,0.0348964365408417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.120992834517412,0.191999382798964,0,0.0674005378413206,0,0,0.0158225271236386,0,0,0,0,0,0,0,0,0,0.302794990659617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911474455356209,0,0,0,0,0,0.0152317290684878,0.10486605743171,0,0,0.015075140427624
X601988.CH.EQUITY,0.0519951175426882,0,0.417788590515583,0,0,0.0810094381785867,0,0.0546698621326877,0,0,0,0,0,0,0.0780449423308736,0.00497928613183156,1.73472347597681e-18,0.0723731578177988,0.102212510305945,0,0,0,0,0,0.0884239759602426,0,0,0,0,0.0253323425567535,0,0,0,0,0,0,0,0,0.0237912845914179,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.0756725960395056,0.0182076183204564,0,0,0,0.420002888102091,0,0,0,0.0360241420472624,0,0,0,0,0,0,0,0.339745270919131,0,0,0,0.00370957657323438,0,-0.106926585567991,0,0,0,0,0,0,0,0,0.033218008304831,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0411495381577494,0,0,0.245557441860568,0,0,0,0,0,0.223160945806678,0,0,0.1449930607828,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.09992533113563,0,0,0,0,0,0,0,0,-0.0288414817011156,0,0.0836524934458398,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483370632009181,0,0.128631769974456,0,0,0,0,0.139089345949177,0.140721248523051,0,0,0,0,0,0.110592284151577,0,0,0.112103945963867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802485084000217,0,0.0741829469669992,0,0
X600036.CH.EQUITY,0,0.23787883300761,0,0,0.125511385309687,0,0.129088831520646,0,0,0,0,0,0,0,0,0,0,0.136140248519364,0,0,-0.0069489174038439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256712465055092,0,0,0,0.165192099284189,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.315675565585481,0,0,0.064577392080497,0.185349852863728,0,0,0,0,0,0,0,0,0,0.286252083448308,0,0,0,0,0,0,0,0,-0.110464800776647,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.00846590743725774,0,0,0,0,0,0,0,0,0,0,0,0,0.041024462989532,0,0,0,0,0,0,-0.0224500823608119,0,0,0.508647553895828,0.180234489189565,0.0546146616141808,0,0,0,0,0.0124347785902806,0,0,0,0,0,0.117215971633862,0,0,0.143388338818748,0,0,0,0,0
X601998.CH.EQUITY,0,0.289532399263847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226860184011732,0,0,-0.0461782761388831,0,0,0,0,0,0,0,0,-0.129779926947248,-0.0074268728156136,0,0,0.185660698224754,0,-0.0805206322504432,0,0,0.119115398453111,0,0,0,0,0.181007499189214,0,0,0
X600016.CH.EQUITY,0,0.0972012507137611,0,0,0.0273462436690086,0,0,0,0,0,0,0,0.415427702053748,0,0,0,0,0,0,0,0.396658494299205,0.0793459487365996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158278825230194,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0.18745036177888,0,0,0,0,0,0,0,0.109135723498927,0.0518735256736881,0,0,0,0.322331114400126,0,0,0,0,0.0498971894003347,0.215794476374935,0,0,0,0.0411689021599885,0,0,0.0513174978678259,0,0,0,0,0.123731141748717,0,0,-0.141574048613351,0,0,0,0,0,0,0,0,0,0.0832351875413574,0,0,0
X000001.CH.EQUITY,0.149730645864093,0.0715796418729923,0.0289867063359931,0.0876554542310653,0,0,0,0.233565305911268,0,0.00233083019244998,0,0,0,0,0.0729286564786858,0,0,0,0,0,0,0.0780730886925123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0308834471285219,0,0.125089300101723,0,0,0,0.17888832910307,0,0,0,0.046487054295003,0,0,0,0,0,0.0431737925857461,0,0.0905060694207884,0,0,0,0,0,0,0,0.0645505333835134,0.0945409298819817,0,0,0,0,0,0,0,0,0,0,0.0536654723357937,0,0.0211858130590514,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.196711196868507,0,0,0.0944894664229265,0,0,0,0,0.167663282179966,0.193708491048942,0,0,0,0,0.0100252948373969,0,0,0,0,0,0,0.00489012108020027,0,0,0,0,0.015911768521494,0,0,0,0,4.33680868994202e-19,0.135434629041064,0,0,0,0,0,0,0,0,0,0,0.0337296705259024,0.160914446113332,0,0
X601169.CH.EQUITY,0,0.0514021827002906,0.0894013308018457,0.179295843365578,0,0,0,0,0,0,0.0894160852585682,0,0.0209559626656137,0,0,0,0,0.0958565754750996,0,0,0.00691312207901543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371342614328526,0,0.0600145109600444,0,0,0
X600919.CH.EQUITY,0,0.0270957717042822,0,0,0.389658885278324,0,0,0.0444697362676773,0,0,0,0,0,0,0,0,0.201333951506733,0,0,0.0914733180251559,0,0,0,0.113103058067567,0,0,0,0,0,0.0396103996993193,0,0,0,0,0.0428421847394282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00182494646635626,0,0,0.302696536416352,0,0,0,0,0,0,0,0.104990996261475,0.461111700271233,0,0,0,-0.026984910921324,0,0,0,0,0,0,-0.0536407746128231,0,-0.250997341934381,0.0763563662353942,0,0,0,0,0,0,0,0,0.267850812059598,0,0,0,0,0
X002142.CH.EQUITY,0,0,-0.0401713037479663,-0.0150957568681296,0.508598213769671,0,0,0.26438745652714,0,0,0,0,0,0.183422378168384,0,0,0,0,0,0,0,0,-0.00752222267283298,0.038175755797125,0,0,0,0,-0.0691988482915219,-0.0521916218508169,0,0,0,0,0,-0.0756291038763783,0,0,0.108390409233181,0,0,0,0,0,0,0,0.0222866677753186,0,0,-0.116553822872456
X601916.CH.Equity,0,0,0,0,0,0.0527638802134975,0.118953973957234,0,0,0,0.0892491115540733,0.255702039387616,0,0,0,0,0,0,0,0,0,0,0,0.0846222572431457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372552725213626,0,0,0,0,0.355489969952209,0,0,0.0466852754949004,0.0408553358715005,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.274195156254915,0.166756355995787,0,0,-0.0440769901384841,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.164173957655342,0,0,0.15736158529807,0,0,0,0.371675538707844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387654741586833,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0164026233416026,0,0,0,0,0,0,0.00635025529487936,0,0,0,0,0,0,0,0.603485062500161,0,0,0,0,0,0,0.10201013203602,0,0.0536431548280507,0,0.0440810737357635,0,0,0,0,0,0,0.026878907158305,0,0.147359602840796,0,0,0,0.092363296215978
X601009.CH.EQUITY,0,0,0.25097231474482,0,0,0,0,0,0.173004844238726,0,0,0,0,0.105782567784107,0,0,0,0,0,0,0,0,0,0,0,0,0.385951070225025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234045179720317,0
X2891.TT.EQUITY,0,0,0,0.249939842074395,0.0516540954029754,0,0,0,0,0,0,0,0,0,0,0,0,0.0405797239018298,0,0,0,0,0,0,0,0,0,0,0,0.0651948500666302,0,0,0,0.143044211737845,0,0,0.183164524043292,0,0,0.235529203991995,0,0,0,0,0,0,-0.14580043434853,0,0,0.118707954166882
X2881.TT.EQUITY,0,0,0,0,0,-0.11734023561238,0,0,0,-0.0297983518107774,0,0,0,0,0,0,0,0,0,0.332501268769286,0,0,0.13390210796738,0,0.0891503955489894,0,0,0,0,0,0,0,0,0,0,0,0.296042078416495,0.244511296716007,0,0.00243198212106236,0,0,0,0,0,0,-0.0308313293755193,0,0,0
X600926.CH.EQUITY,0,0,0.0639856661425977,0,0,0,0.0711061603118584,0,0,0,0,0,0,-0.0268051435313522,0,0,0,0,0,0,0,0,0,0.423312073870042,0,0,0,0,0,0.244599230825536,0,0,0,0,0.11641889473306,0,0,0,0,0,0.105787227497776,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0.0787769429860802,0,0.0170237457803539,0,0,0,0,0,0,0,0,0,0.0414411955292834,0,0,0.021546394998688,0,0,0.0173822222650487,0,0.219110849472148,0,0,0,0,0,0,0,0,0,0.0270203224438729,0,0,0,0,0.29348692375874,0,0,0,0,0.137541802942399,0,0,0,0,0,0,0,0,0
X601077.CH.Equity,0,0,0,0,0,0.204681036198847,0,0,0,0.249511880864816,0,0,0.14536470022906,0,0,0,0,0,0,0,-6.93889390390723e-18,-2.77555756156289e-17,0,0,0,0,0,0.0424172353674228,0,0,0,0,0,0,0,0.0273888228675374,0,0,0,0,0,0.0255090268827163,0,0,0.17026414103988,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0.0491091659287794,0,0,0,0,0,0,0.206580336947198,0,0,0,0.241395358999057,0,0,0.190265376674505,0,0,0,1.38777878078145e-17,0,0,3.46944695195361e-18,0.133921594794051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213465163640537,0,0,0,0,0.0245093881103494,0,0.0307624012209706,0
X601336.CH.EQUITY,0,0,0,0,0.0320467910119288,0,0.234969739395834,0,0,0.0170070377888324,0,0,0,0,0.122165765418918,0,0,0,0,0,0,0.4781533460858,0,0,0,0,0.0010815861518586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168057238272995,0,0
X5880.TT.EQUITY,0,0.0152121547844751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0757572724023232,0,0,0,0,0,0.171268345951508,0,0,0,0.289259241298464,0,0.14688317226433,0,0,0,0.00802396039307226,0,0,0.174113183114624,-0.0958002125928908,0.271272141454155,0.0686801493871955
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140357064227407,0.140285362632245,0,0,0,0,0,0,0.320716036247728,0,2.77555756156289e-17,0.0142706872364035,0,0.0728816095720662,0,0.154938894841224,0,0,0,0,0,0,-0.257677662386226,-0.131432809185223,0,0.387920626922791,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0577719582725703,0,0,0,0.441823149557427,0,0,0,0,0,0.12469985067353,0.207675496775605,0,0,0,0,0,0,0,-0.00793828949448318,0,0,0.146247642898593
X601838.CH.EQUITY,0,-0.0335311030608775,0,0,0,0,0,0.0170575477637299,0.453008858143529,0,0,0,0,0,0,0,0,0.395110749636073,0,1.73472347597681e-18,0,0,0,0,0,0.0680686795011626,0,0,0,0,0,0,0,0,0,0,0,0.169142249026969,-0.034836178566543,0,0,0,0,-0.244488311593548,0,0,-0.079862098120459,0,0,0
X601577.CH.EQUITY,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0844919469038954,0,0,0.0660017246297128,0,0,0.173407341049225,0,0,0,0,0,0,0,0,0.0213731147872396,0.0920483737717032,0,0,0.0313415896278302,0,0,0,0,0,0,0,0,0,0,0,0.0205690922345992,0.443778202967423,0,0.0379958450936576,0,0,0.0504019965281911
X2888.TT.EQUITY,0,0,0.0615891566424053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22428414566457,0,0,0,0,0,0,0,0.145973957271733,0,0.432270823066281,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0547368824829268,0,0,0,0,0,0,0,0.202483354708219,0.0844257952648726,0,0,0,-0.0976147873316313,0,0.0198265576736656,-0.0333007666011775,0,0,0,0,0.209755258303703,0,0.197138008476224,0.0752556968913522,0,0.0371610478398414,0,0.211283006726942,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0322792779260525,0,0.173844414927183
X2884.TT.EQUITY,0,-0.313441553706058,0,0,0.331863563340284,0.215564922783997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00939908438662488,0,0,0,0,0,0,0,0,0,0,0.139497199284172,0.546752098509919,0.278885689990084,0,0,-0.14936629127728,0,0,1.73472347597681e-18,0,-0.145432258545781,0,0,0,-0.0717479786622715,0,0,0,0
X2883.TT.EQUITY,0,0.0832676610315893,0,0,0,0,0.325134838509877,0,0,0,0,0,-0.10237859062931,0,0,0,0,0,0,0.0143921654228686,0,0,0,0,0.104270406801711,0.554189057531971,0,0,0,-6.93889390390723e-18,0,0,0,0.0486079048047419,0,0,0.0767712356903251,0,0,0,0,0,0,0,0,0,0,-0.0699412347341084,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,4.33680868994202e-19,-0.022801719452295,0,0,0,-0.111831272912762,0,0.106791634594489,0,0,0,0,0,0,0,0.13301618861885,0,0,0,0,0.201712905526888,0,0,0,0,0,0,0,0,0,0,0,-0.120825900110055,0,0,0.725526393283578,0,0,0,0.166096469614462,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0792799891838261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257426252834782,0,0,0.0723722064810612,-0.0402246452387378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345884583938583,0,0.1176902247324,0,0
X601211.CH.EQUITY,0.00698974466152763,0,0,0,0,0.0426453162961764,0,0,0,0,0.0212467120752923,0,0,0.15851373406481,-0.0255918978920031,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391806787828136,0.41058695137427,0,0.00287838148774286,0,0,0,0,0,0
X2885.TT.EQUITY,0,0.385460981009679,0.0139446457813637,0.0424274245892218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460442977507596,0,0.0035453450178199,0,0,0,0,0.0813029310017054,0,0,0,0.174911266383051,-0.24456474891684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247697120061868,0
X601997.CH.EQUITY,0,0,0,0,0.108091415215717,0,0,0.000800101080987464,0,0,0,0,0,0.0327968777128693,0,0,0,0,0,0,0.100470231824258,0,0,0,0,0,0,0.179534037326184,0,0,0,0,0,0,0,0.42154347399579,0,0,0,0,0,0,0,0,0,0.160326587666975,0,0,0.0231167135572947,0.0163185338481477
X000166.CH.EQUITY,0,0,0.177887160539884,0,0,0,2.16840434497101e-19,-0.0187183373986616,0,0,0,0,0,0,0,0,0,0,0,-0.00159686092349273,0.43520885153882,0,0.249546428490674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332799179179297,0.14825157404531,0,-0.189119654627885,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.251574889478867,0,0,0.441690520541341,0,0,0,0.255681676740281,0,0,0,0,-0.0177252541452889,0,0,-0.117269263332155,0,0,0,0,0,-0.0584527949146188,0,0,0,0,0,0,0,0,-0.292740702096511,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.122768466537626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481618286532564,0.0820401979872029,0,0,0,0,0,0,0,0.0510753308371058,0,0,0.142514636331003,0,0,0,0,0,0,0,0,0,0,0.335102909149285,0.0715162653051146,0,0,0,0,0,0,0
X2801.TT.EQUITY,0,-0.0432730048190249,0,0,0,0,0.0949836824060245,0,-0.0948434330154258,0,0,0,0,0,0,0,0,0,0,0,0.0882954824561899,0,0,0.265888437834772,0,0,0,0,0,0.0956835100927791,0,0,0,0.0168443950204816,0,0,6.93889390390723e-18,0.332570472529771,0.0228945147265952,0.111367868586322,0,0,0,0,0,0,0,0,0,0.358622844122195
X2887.TT.EQUITY,0,0,0,0,0.0569448297105705,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.430495946121089,0,0,0,0.137086535661092,0,0,0,0,0.0506167920540963,0,0.0926129979820344,0,0.0855858815015946,0,0,0,0,0,0,0,0.00697781984996056,0,0,0,0,0.00479424337668572,0
