,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.00106835908140135,0,0,0,0,0,-0.0404144798057298,0,0,0,0,0,0,0,0,0,0,0,0,0.515389610153271,-0.11411374906781,0.660618817326492,0.00755655665548075,0,0,0,-0.196294047731975,0,0,0,0.243022099736513,-0.309772657102739,0,0,0,0,0,-0.0546987156831315,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.211227535813535,0,0,0,0,0,0,0.110905852335683,0,0,0,0,0,0.173334105383844,0,0,0,0,0,0,0,0,0.141975060632492,0,0.0076272397331673,0,0,0,0,0,0,8.67361737988404e-19,0.172572966707097,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.831720097925761,0,0.0207990887374519,0.010484658504704,0,0,0,0,0,0.00454491364512147,0,0,0,0,0,0.0667270610880392,0,0,0,0,0,0,0,0,0,0,0,0,0.0144987807379124,0,0.0439618576208042,0,0,0,0,0,0,0,0.0718591537893927,0,0,0,0,0,0,0.0223295237572263,0
X601288.CH.EQUITY,0,0,0.831405556019509,0,-0.107684370034306,0.0599590793825478,0,0,0,0,0,0,0,0,0.026225937618672,0.074575880707421,0.020453899388481,0.141934367167359,0,0,0,0,0,0,0,-0.0506314955830292,0,0,0,0.0151549113992554,0,0,0,0,-0.0159285277235889,0,0.00878585406884338,0,0,0,-0.184270710270177,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0875134934171938,0.775157240275433,0,0,0,0,0,0,0,0,0,0.108548154464577,0,0,0,0,0,0,0.0190373374295206,-0.0577149814858395,0,0,0,0,-0.0751797556499952,0,0.0190541846179513,0,0.264537840235114,0,0,0.218651052699441,0,0,-0.126227743589154,0.0240432316303967,0,0,0.0994842436059868,0
X601988.CH.EQUITY,0,0,0,0,-0.0136927829081809,0,0,0,0,0,0,0,0.938745679599399,0,0,0,-0.0485500102201638,-0.388519716744979,0,0,0,0,0,0,0.264981743166518,0,0,0,0,0,0,0,0,0,0,0,-0.0578440321540438,0,0,0,0.0486755906951751,-0.0503178382308733,0,0.115722467083611,0,0,0,0,0,0.121076606813539
X600036.CH.EQUITY,0,0,0.301869128230581,0,0,0,0,0,0.0221503012565568,-0.0310636963265871,0,0,0,0,0,0.0501900775436856,0.201563774678176,0,0,0.0260588972235819,0,0,0,0,0,0,0,0.0785429272466492,0.0334380137436713,0,0,0,0,0.373135967394391,-0.100574910271395,0,0,0,0,0,0,-0.00735683446306312,0,0,0.0779561402297769,0.0862019464310819,0,0,0,0
X1299.HK.EQUITY,0,0.151550196202257,0,0,0,0,0,0,0,0.12458989670434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179254302321854,0,0,0.196790026845613,0.221252065847075,0.202505531065996,0.0188160124171855,0,0,0,0,0.149159473579098,0,0,0,0,0,0,0.212164382932788,0.124097040546943,-0.215978700279572,0.148350593294609,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.172732137397579,0,0,0.30538095789204,0,0,-0.286966754964944,0,0,0,0.0721606818905887,0,0,0.153841840290854,0.421947747285148,0.279668475777145,0,0,0,0,0,0,0,0,0,-0.133916588143541,0,0,0,-0.173547600110653,0,0.0725610034999076,0.0682569698802096,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.218584660829887,0,-0.149072750892927,0,0,0,0,0,0,0,0,0,0,0,-0.22907887130613,0,0,0,0,0.0803231991343917,0,0.516657258574972,0,0,0,0.120449035559048,0,0,0,0,0,0,0.0525121323121291,0,0,0,0,0.152334116912441,0,-0.23224997566729,0,0.0163169630791924,0,0,0,0
X601658.CH.Equity,0,0,0,0.226326759779227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26658684633149,0.0229366647410878,0.0262939639142394,-0.119844807768201,0,0,0,0,-0.114818214260314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367606007540565,0,0,0,0,0,0,0.0421781832522706
X600030.CH.EQUITY,0,0,0,0,0.115787389633415,0,0,0,0,0.055327778550994,0,0,0,0.141821849206451,0.00644602753997614,0,0,0,0,0,0,0,0,0.0201254555580256,0,0,0,0,0.0287852033023652,0,0,0,0.484761608278736,0,-0.0591570513193588,0,0,0,0,0.0234848345169038,0,0.0312933891598961,0,0,0.101802544531756,0,0.0615993158865241,0,0,0.0457522119572055
X601166.CH.EQUITY,0,0,0.0192030129966728,0,0,0.563852588846832,0,0,0,0.0170485520932217,0.072119663554099,0,0,0,0,0.0171237150636301,0.0866311489797738,0,0.0676208395509454,0,0,0.0516990262964818,0,0,0.00675287017345624,0.0867992218284322,0,0,0,0,0,0,0,0,0.000696882089414294,0,0,0,0,0,0,-0.0285951987688816,0,0,0,0,0,0,0,0.0430059177335042
