,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.487812780291151,0,0,0,0,0,-3.46944695195361e-18,0,0.217523109376607,0,0,0,0.137425546569636,0,0.0579169820586136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322015955561698,0,0,0,0,0,0,0,0,0.0785444777160992,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.183865227308956,0.187900623675076,0,0,0.00792303372721981,0,0,0,0,0.223410762126533,0,0,0.0656675237021985,0,0,0,0,0,0.147919017386456,0,0,0,0,0,0,0,1.73472347597681e-18,0.165346412715252,0,0,0,0,0.0536440153905048,0,0,0,0,0,0,0,0.0412920568594256,0.0633659997003791
X601939.CH.EQUITY,0,0,0,0.725098891861419,0.0318618690347052,0.0537880957847415,0,0,0,0.234244631450969,0,0,0,0,0,0,0,0,0,0,0.0502155254886786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233085655419595,0,0.0230736591974528,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.412878087125097,0.0301776614430908,0,0.941799454326311,0,0,0,0,0,0,0,-0.143011940711446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152365238715114,0,0,0,0,0,0,0,0,0,0,0.0491364149327418,0
X5.HK.EQUITY,0,0.0653694403301383,0,0,0,0.146614902212341,0,0.313360358059919,0,0,0,0,0,0,0.010265607392277,0,0,0,0,0,0,0,0,0,0,0.0110341502849586,0,-0.181639155784278,0,0,0,0,0,0,0,0,0.11673515447125,0,0,0.287747203356872,0,0,0,0,0,-0.0867479185475799,0,0,0.0543175199022597
X601988.CH.EQUITY,0,0,0.0375582888524223,0,0.268087721827481,0,0,0.0509520492563351,0,0.0632485927767884,0.179897043252815,0,0,0,0,0.164459826058867,0,0,0,0,-0.0818658351989416,0,0,0,0.137799568904829,0,0,0,0,0,0,-0.194133721427846,0,0,0,0,0,0,0,0,0.0721435805816616,0,0,0,0,0,0,0,-0.0247406304902063
X600036.CH.EQUITY,0,0.111670140836121,0,0,0,0,0,0,0,0.396300208232177,0,0,0,0,0.0412015629661084,0,0.160809320582293,0,0,-0.109479643625542,0,0,0,0,0,0,0,0,0,0,0.20976422934674,0,0,0,0.0419249753129559,0,0,-0.0292759877816603,0,-0.112657619652513,0.0720651841133678,0,0,0.201619176015428,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.219520817888564,-0.0244193634481858,0,0,0,0,0,0,0.0625050359181005,0,0,0,0,0.188342461096771,0,0,0,0,0,0,0,0.0632804107837321,0,0.122643901871849,-0.174683580793613,0,0.0702422212628167,0,0.0358331182919243,0,0,0,0.388358250531861,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.109960173603648,0,0.00633907923080647,-0.0905864184537592,0,0,0,0,0,0,0.0298309218940723,0,0,0,0,0.180300072551372,0,0,0,0,0,0,0,0,0,0,0.0153119037144018,0,0,0,0,0,0,0.425344429217652,0,0,0,0,0,0,0.20236460062483,0,0.0851559790629905,0.0701442811167128,-0.0203544094491307,0,0,0
X601328.CH.EQUITY,0,0,0.0858775791514758,0,0,0,0.397740111448442,0,0,0,0,0,0.434575376567373,0,0,0,0,0,0,0,0.151509851635619,0,0.237592375566554,0,0,0,0,0,0,0,0,0,-0.113931516122647,0,0,0,-0.0666447818024489,0,-0.12588305824145,0,0,0,0,0,0,0,-0.139550782806636,0,0
X601166.CH.EQUITY,0.16076581376648,0,0.0287387288451428,0.271079096285372,0,0,0,0,0,0.123298454925645,0,0,0.156720908916139,0,0,0,0,0,-0.00246779294067264,0.0858776523681613,0,0,0,0,0.060300954274183,-0.0624954493122929,0,0,0,0,0,0,0,0,0,0.115289200999048,0,0,0,0,0.0729251741887694,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.126140489753232,0,0,-0.262929544004845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0334377206161104,0.029528683285907,0,0,0,0,0,0,0.037611673501676,0,0,-0.157279292723375,0.0499020515624284,0,0,0,0.575179959056409,0,0,0.0230256653223631,0.0116381124781714,0,0
X600000.CH.EQUITY,0,0,0.273359738698505,0,0.0533803134421938,0,0,0,0,0.193479051080916,0.249436893677896,0,0,0,0,0,0,0,0,0,0.125287955736662,0,0,0,0,0,0.197764597657298,0,0,-0.154609357679225,0,0,0,-0.0495993282642479,0,0,0,-0.141774457901204,0,0.0473093580739943,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0.0473064624636216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214645271245856,0,-0.26816661300211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183219659032234,0.142130570771703,-0.114402231857205,0,0,0.16816090260795,0.416244029636538,0,0,0,0,0,0,0,0,0,0.428695472091678,0,-0.0686632963542034
X11.HK.EQUITY,0,0,0.1484201703083,0,0.0417510932937813,0.214254874604173,0,0,0,0,0,0.130661771283726,0,0,0,0,0,0,0,0.0882190243748819,0.00769022762593074,0,0,0,0,0,0,0,0,0,0,0.599757519139882,0,0,0,0,0,0,-0.153160213322626,0,0,0,0.24365375913441,0,0,0,0.0450894564171094,0,0
X000002.CH.EQUITY,0,0,0,0,0,0.0285410577661181,0.0788790745037162,0,0,0,0,0.0304219611807132,0,0,0,0,0,0,0,0,0,0.0419846711349545,0,0,0,0,0,0.0491778283223812,0,0,0,0,0.025589918513581,0,0,0.59811283199467,0,0.221668599107081,0,-0.080688331313118,0,0,0,0,0.0289916100804726,0,0,0,0.0393392214724947
X601601.CH.EQUITY,0.0267941903957511,0.00988843305179531,0,0,0,0,0.0369538124782122,0,0.276897360438025,0,0,0,0.0348445304978861,0,0,0,0,8.67361737988404e-19,0,0.0138489397155023,0,0,0.0252776981513244,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.226387836193958,0,0,0,0,0,0.150889887402143,0,0,0,0,0,0,0,0.023805398695873
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.172548868284114,0,0.309579457458519,0,0.0979607730847246,0,0,0.257252748196716,0,0,0,0,0,0,0.0683002204267051,0,0,0,0,0,0.0275180329646137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,-0.210521666434452,0,0,0,0,0,0,0,0.0153910179611087,-0.0917764542238999,0,0,0,0,0,0,0,0,0,0,0,-0.126948326554383,0,0,0,0,0.188489193967638,0,0,-0.161711014460026,0,0,0,0.0871788743703904,0.390135866347077,0,0.212681399740926,0,0,-0.105237893960148,0,0.483730703505706,0,-0.110090302302656
X2388.HK.EQUITY,0,0.458188744618945,0,-0.0448770751678087,0.338422171477573,-0.438652999233679,0,0,0,0,0,-0.0540993595633199,0,0,0,0,0,0.553208634180034,0,0,0,0,0,0,0,0.127460935470104,0,-0.167391707004352,0,0,0,-0.0672831030693267,-0.225092179268625,0,0,0,-0.119297184192665,0,0,0,0.197012296342535,0,0,0,-0.116803169466334,0,0,0,-0.130894775798722
X688.HK.EQUITY,0,0,0.0756085321696128,0,0,0,0,0,0,0,0,0.073379413350256,0,0,-0.0497311813330777,0,0,0,0.0415854438223063,0,0,0,0,0.075427728550245,0,0,0.133028148308497,0.209005170034218,0,0,0,0,0,0,0,0.162897305946544,0,0,0,0,0.237438940946255,0,0,-0.166291399750111,-0.25889856822209,0.125527687179093,0,0,0
X600030.CH.EQUITY,0,0.0806089148758277,0,0,-0.0539566609422142,0,0,0,0,0,0,0.0221457454407607,0,0,0,0.0944138900907316,0,0,0.0212106252458752,0,0,0,0,0,0,0,0,0,0,0.237364406016256,0,0,0,0.205818369973711,0,0.035997924345994,0,0.308283493742761,0,0,0,0,0.0581131356678634,0,0,0,0,0,0.0577027258199872
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.187525925721617,0,0,0.128224358063554,0,0,0,0.0719854905155834,0,0,0,0,0,0,0,0.0351319475941685,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125866049871946,0.160767080017265,0.0342511611334513,0,0,0.390962372908578,0,0,0,0,0
X601998.CH.EQUITY,0.318564846062314,0,0,0,0.00906079276842887,0,0,0,0,0,0,0,0,0,0,0,0.0354300188033695,0,-4.33680868994202e-19,0,0,0,0,0,0.218314056490696,0,0,0,0,0,0,0,0,0,0,0.129660729760413,0,0,0,0.0861871387949373,0,0,0,0.0188974606915275,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.0730023704141183,0,0,0.12712704445006,0,0,0,0,0,0,0,0.101300723976523,0,0,0,0,0,0.00488996277441923,0,0,0,0,0,0,0,0,0,0.129763966110391,0,0,0,0,0,0,0,0.165122154981298,0.0481409235032005,0,0.0770696152358677,0,0,0,0.055402251360342,0
