,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.232673706748665,0,0.116789011714634,0,0,0,0,0.253910414632636,0.0582937215298751,0,0.160885737837102,0,0,0,0,0,0.107291927171714,0,0,0.0148950348170437,0,-0.0664375308953807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366540225111731,0,0,0,0,0,0,0,0,0.0301783674122834,0,0,0,0
X601939.CH.EQUITY,0.458481298589118,0,0,0.0178385624493882,5.42101086242752e-20,0,-0.032141854976537,0,0,0,0.191759900131985,0,0.228194901072803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861380211727658,0,0,0,0,0,0,0,0,0,0.000185742229636753
X601318.CH.EQUITY,0,0,0,0,0.14816451182442,0,0,0,0,0,0.00573460084819226,0.287472823480299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241653507378286,0,0,0,0,0,0,0.00686959858051907,0,0,0.0738477717429958,0,0,0.0691909860722673,0,0,0
X601288.CH.EQUITY,0.424680324212495,0,0.0178069332538827,0,0.209114079629282,0,0,0,0,0,0,0,0.016307531495695,0,0,0,0,0,0,0.0720543451840613,0.119492849264444,0.0417418310071825,0,0,0,0,0,0,0,0,0.0183811980935255,0,0,0,0,0,0,0,0,0,0.0307661414858974,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.235781328844551,0,0,0,0,0,0,0.278945135131385,0.310635964962093,0,0.0919077250529452,0.0309060916266553,0,0,0,0,0,0,0,0,0,0.0364929014490236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533088154388103,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0196609344102839,0,0,0,0,0,0,0,0,0.409571068856041,0,0,0,0,0,0,0,0,0,0,0.0527905766034461,0.0138072110035432,0.126798096259507,0,0,0,0,0,0,0,0,0,0,0.0863293017559446,0,0,0,0.0580437570259459,0,0,0,0,0,0,0,0,0,0.265162483595709
X1299.HK.EQUITY,0,0,0,0,0,0.117635429939635,0,0,0,0,0,0,0,0,0,0,0,0.00564785077614251,0,0,0,0,0,0,0,0,0.074373379882204,0,0,0.158495730657838,0,0.0455335466453391,0,0,0.1984930811111,0,0,0,0,0,0,0,0,0,0,0,0,0.199582869779804,0,0
X5.HK.EQUITY,0,-0.0391055011574274,0,0,0,0,0,0,0,0,0,0,0,0,0.340754746772692,0,0,-0.176893537721837,0,0,0,0,0.945402183796564,-0.817079979550954,0,0,0,0.604451597310996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301995256835946,0,0,0,0,-0.248716218252008,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.334681292783132,6.93889390390723e-18,0,0,0,0,0.199156162218211,0,-6.93889390390723e-18,0.11238206877284,0,0,0,0,0.0529375239894467,0,0,0,0,0,0,0,0,0,0,0.0642464689536936,0,0,0,0,0.0801541955721525,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.349277722750544,0,0,0,0.0706311682303699,0.099451015566096,0,0,0,0,0,-0.34056093810846,0,0,0,0,0,0,0,0.0868736306911104,0,0,0,0,0,0,0.726341881171251,0,0,0,0,0,0,0,-0.0160992443832696,0,0,0,-0.12278070285332,0,0,0,0.474810758527258,0,0,0,-0.117751131559856
