,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY
X601398.CH.EQUITY,0,0,0.221900219387652,0,0,0,0,0.3841509512743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265338453976253,0,0,0,0,0.0179384410884423,0,0,0.0897729377682235,0,0.0659359519204377,0,0,0,0,0,0,0,0,0.0131813145539161,-0.00786964403464201,0,0,0,-0.0983775031139715,0
X601318.CH.EQUITY,0,0,0.0284425933179624,0,0,0,0,0,0.207514160550213,0,-1.73472347597681e-18,0,0.19336746127981,0,0.098003801750312,0,0.0830751528715677,0,0,0,0,0.135173764123249,0,0,0,0,0,0.174151183305468,0,0.181514782109352,-0.0307061580733827,0.0561192761513369,0,0,0,0,0,0,0.0457239154662327,0,0,0,0,0,0,-0.118843172480122,0.0493921057685517,0.0765448061811559,0,0
X601939.CH.EQUITY,0.510670159771415,0.0578693642958058,0,0,0,0,0,0,0.150483186463479,0,0,0,0,0,0,0,0,0.0749044095066818,0.117488038836838,0,0,0,0,0,0,0,0,0.341932750831629,0,0,0,0,0.137572574869955,0,0,0,0,0,0,0,0,-0.138919726175526,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.01612908217675,0,0,0,0.214093660743094,0,0,0,0,-0.138431516342725,0.0256708378929506,-0.0726438725791464,0.132731972105704,0,0,0.135661838012496,0,0,0.196426217043181,0,0,0,0,0,0,0.385740621157874,0,0.0303213483701985,0,0,0,0,0,0,0,0,0,0,-0.0396759740022699,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0699215157820106,0,0.263193013193428,0,-0.0741815573832386,-0.038868187814172,0,0,0,0,0,0,0,0,0,0,0.17367617563258,3.46944695195361e-18,0,0,0,0.0250696703814393,0,0,0,0.160165571202421,0,0.0408766069832547,0,0,0,0,0,0,0.202427182750007,0,0,0.2233936835825,0,0,0,0.151576645063379,0
X601288.CH.EQUITY,0,0,0.102548870496467,0,0,0,0,0.536279488419955,0,-0.067162300981089,0,0.0239942642578953,0,0,0,0,0,0,0.00862162817465015,0,0,0,0,0.137481301170872,0.0608403098913919,0,0,0.135237595510958,0,0,0,0,0.0174393720925988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156499083214702,0,0.00308613324657203
X601628.CH.EQUITY,0.158143761707228,0,0,-0.00132784349652014,0,0,0,0,0,0,0,0,0,0,0,-0.0248701065600056,0.135153445376325,0,0,0.0324748990058837,-0.0415208310365123,0,-0.172575786536832,0,0,0,0,0,0,0,0,-0.0545467154922363,0,0,0,0.487704484686834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0702037898202258,0,0,0,0,0.510069967182625,0,0,0,0,-0.0342530429941691,0.0193136315913739,-0.0521839120465636,0,0,0,0,0.211288832555588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159550642778599,0,0,0,0,0,0,0,0,0.0772229438627958,0.0965102736600379,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.160943930477375,0,0,0,0,0,0,0,-0.14580151842405,0.0640861645712443,0.0954059055734421,0,0,0,0,0,0,0,0,0,0,0,0.32468932955978,0,0,0.139785880820918,0,0,0,0,0,0.138584551225217,0,0,0,0,0,0.204536436924265,0.00782184811597252,0,0,0,0,0.200147850518054,0,0,0.0619062598861743,0,0
X388.HK.EQUITY,0,0,0,-0.169709753682549,0,0.0470190313443842,-0.125788704136393,0,-0.154607430422209,0,0,0,0,0,0,0,0,0,0,0,0,0.0991941984926922,0,0,0,0,0,0,0,0,0,0,-0.227834567093416,0,0,0.212585385443992,0,0,0,0,0.204177622111709,0,0,0.245395235525135,0,0,0,0,0.20239717051889,0
X601166.CH.EQUITY,0,0,0,0.0133877211824765,0,0,0,0,0,-0.052678913116612,0,0,0.44956807382475,-0.0699701329350931,0,0.0332477100709268,-0.00213327485108924,0,0,0,-0.152899590113134,0,0,-0.0145167736517527,0,0,0,0.214388763856729,0,0,0,0.145442427453167,0.116982203642834,0,0,0.0944763213669529,0,0,0,0,0,0,0,-0.0781383845564017,0,0,0,0.0243898285102165,0,0
X601658.CH.Equity,0,0,0,0,-0.0645755776964491,0,0,0.562976768488464,0.0678142974656637,0,0,0,0,0.0814122840269366,0,0,0,0.0238440622532744,0,0,0,0,0,0,0,0,0.0523666472413117,0.145410882515347,0,-0.274957997298493,0,0,-0.122872780134918,0,0,0,0,0,0,0,0,0.048878927646273,0,0,0,0,0,0,0,0
