,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.370910923865236,0,0,0,0,0,0.0291501177470005,0.0652090502995563,0,0,0,0.265097400091033,0,-2.16840434497101e-19,0,0,0,0,0.109452339056955,0.00357270973372419,0,0,0,0,0,0,0,0,0,0.0798903221827086,0,0,0,0,0,0,0,0,0,0,0.0355071815758848,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0.0195650141806577,0,0,0.117370485896844,0,0,0,0.0787228138739582,0.0755075974350624,0,0.053152044473298,3.46944695195361e-18,0,0,0.517928321518484,0,-3.46944695195361e-18,0,-0.0388942257532499,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02244594768191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0759284566029454,0,0.135088231705577,0,0,0.151941533134356,0.090252875017988,0,0,-0.0524747150688271,0,0,0.328795507972611,0,0,-1.73472347597681e-18,0,0.119403457377293,0,0,0,0,-0.118999229315646,0,0,0,0,0,0,0.014762843168155,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697561313249992
X601988.CH.EQUITY,0,0.282934675912001,0.481815409220326,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0375131281202373,0,0,0.0322196006131382,0,0,0,0,0,-0.0960412174803889,0.137794683498035,0,0,0,0,0.014371376562345,0,0,0.0042197648788357,0.0780959369226159,0,0,0,0.135711696385208,0,0,0,0,-0.00666067297036367
X5.HK.EQUITY,-0.123050822669523,0,0,0,0,0,-0.0625577346351,0,0.00439153651193939,0,0,0,0,0,0.0981275879483941,0,0,0,0,0.862965764130877,0,0,0,0,0.123975365251729,0,0,0,0,0,0,0,0,0,-0.164694815697512,0,0,0,0,0,0,0,0.276900933169872,0,0,0,0,0,0,0.128089077211027
X601658.CH.Equity,0,0.333240296174562,0,-0.0114173406324357,0,0,0,0,0,0,0.101481311895806,0,0.0363046231798926,1.73472347597681e-18,0.237233899272419,0,0,0,0,0,0,0,0,0.0563185527052079,0,0,0,0,0,0,0.0781523903337034,0,0,0,0.10729123937168,0,0,0,0,-0.071090851188842,0,0,0,0,0,-0.0626674517231578,0,0,0,-0.0758617878161903
X601328.CH.EQUITY,0.283103351706973,0,0.154245800554453,0,0,0,0,0,0,0.0605454459588606,0.011630508368077,0,0,0,0.382880486154892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479601647023087,0.00970360438406563,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.33751444637552,0,0,0,0,0,0.0675682868030493,0,0,0,0,0,0,0,0,-0.0139015461037776,-0.0506188120709998,0,0.0449260708913522,-0.0372870481983922,0,0.404097333147636,-0.061715836093848,0,0,0,0,0,0,0,0.130501846814916,-0.0465108967869442,0,0,0,0,0.108511699751483,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.00495401619325035,0,0.133087803945376,0,0,0,0,0,0.267107336342445,0,0,0,0,0.177396256631759,0,0,0,0,0,0,0,0.161860512249056,0,0,0,0,-0.0815865464992682,0,0,0,0,0,0,0.0678823391798199,0.0808969074003808,0,0,0,0,-0.0437798452323805,0,0,0,0.258067383345163,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0358049345722958,0,0.0816985340747197,0,0,0.00545889245049412,0,0.0277109397868738,0,0,0,0.299198347215826,0.0753311487678392,0,0,0,0,0,0,0,0,0.0608393199014718,0.34537848417701,0,0,0,0,0,0,0,0,-0.17094857498401,0,0,0,0,0.0131434562505072,0,0,0,0,0,0,0,0
