,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X267.HK.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0,0.779733486578104,0,-0.0475505442114342,0,0,0,0,0,-0.0190507758270252,0,0,0,0,0,0,0,0,0,0,0,-0.170121137093967,0,0,0,0,-0.089832389739415,0,0,0.133285885032351,0.286591272801455,0,0,0,0,-0.173779774832005,-0.0216773663950652,0.199539133856522,0,-0.0956248344201863,0,0,0,0,-0.0854084487666008,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.409213040026602,0,0,0,0,0,0.149820726368446,0,0,0,0,0.00546490897909506,0.0438514867602396,0.0755753537116543,0,0,0,0,0,0,0,0,0,0,0.0982743946579099,0,0,0,0,0,0,0,0,0,0.0963832393178496,0.0298866407956087,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.354453234996969,0,0,0,0,0.0274282298851447,0.185198737819173,0,0,0.0428384587193172,0,0,0.0156535345330583,-0.0257455513363941,0,0,0.160604563931845,0,0,0,0,0.153405331218956,0,0,0,0,0,0.0773106774805208,0,0,0,0,0.0404925338425127,0,0.0431535782586192,0,0,0,0,0,0.0879829445708223,-0.0707798370647775,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0581306677142356,0,0,0,0,0.092878103221644,0.218775871368545,0,0.0698460419094181,0,0,0.0311323409396407,0,0,0.100339830617881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106295496513939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199163726876131,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0397789885330424,0,0,0.296353196301189,0,0,0,0,0,0.340284398568824,-0.32237369722332,0,0,0,0,0,0,0,0,0.0492350897509241,0,0,0,0.5485785920294,0,0,0,0,0,0,0,0,0,0,0,-0.137502288834832,0,0,0,0,0.128356961135451,0,0,0,0
X601658.CH.Equity,0,-0.0222231123082308,0,0,0,0,0,0,0,0.659389131147909,0,0,0,-0.11631256255545,0,0,0.305291134168928,0,0,0,0,0,-0.0657128682340571,0.000675803741871965,0.0429432091784402,0,0,0,0,0,0,0,0,-0.291163761576576,0,0,0,0.0867552343098408,0.203869559077564,0.213944858801356,0.148024029650112,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.209453029482915,0,0.130100244193613,0.2303099346824,0,-0.0246259282514496,0,0,0.190343304642598,0,0,0,0,0,0,0,0,0,0,0,0.07397081328862,0,0,0,0,0,0,0,-0.0616426109965296,0,0,0.137040816424365,0,0,0,0,0,0,0,0,0,-0.00338792356204342,0,0,0,0,0.13019541582206,0,-0.0708752317634185,-0.048749084205253
X601318.CH.EQUITY,-0.0443567985392485,0,0,0,0,0,0,0,0,0,0,0,0,0.180864964587013,0,0.0634274213423013,0.174490033451987,0,0,0,0,0,0.19876157932787,0,0.0333147995297891,0.356235377513786,0.0787975971117791,0,0,0.220862488898459,0,0,0,0,0.0166375454307728,0,0,0,0,0,0,0,0,0,-0.226598019889658,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.514178474520494,0,0.0318205809761444,0,0,0,0,0,0,0.335228594551893,0.142369825046248,0,0,0,0,-0.268251924442826,0,0,0,0.0204597944674383,0,0,0,0,0,0,0,0,0,0,0,0,0.0389237099721281,0.0421713398082727,0,0,0,0,0,0,0,0,0,-0.0678765656872008,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.404262499172749,0.0582300415594516,0,0.209964865466333,0,0,-0.000479790183325189,0,0,0,0,0.274998984041717,0,0,0.0632297455530433,0,0,0,0.18718416744874,-0.00909247475311596,-0.0632963587117668,0.0709912049769209,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.069862346727821,0,0,0,0,0,0,0.0356211202261756,0,0,0,0,0,0,-0.0275490129351948
