,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0145731927094043,-0.00656719842040597,0.239017114882139,0,0,0,0,0,0,0,0,0,0,-0.132054778801502,0,0,0,-0.199276408409889,0,0,0,0,0,-0.334282631754182,0,0,0,0.0744809344812516,0,0.7586991005181,-0.188057790582836,0.188628663923871,0,0,0,0,0,0,-0.0246513268110541
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0390381124015354,0.0169545128149011,0,0,0,0.0812334472064655,0,0,0,0,0,0,0,0,0,0,0.219704713483316,0,0,0,0,0.0209516890969004,0,0,0,0,0,0,0,0.326814807312777,0,0,0,0,0.188112598068178,0,0,0,0,0,0
X601939.CH.EQUITY,0.376340152880081,0,0,0,0,0.0503589222303436,0,0,0,0,0,0,0,0,0,0,0,0.309357135635707,0,0,0,0,0,0,0,0,0,0,0.00538582438916249,0.0789112993571134,0,3.46944695195361e-18,0,-0.217557493438988,-0.17114433211284,0,0,0,0.461358462188031,0,0,0,-0.0307970000527041,0.0923462301203259,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.155220870027718,0.16952314937544,0,0.575399008441266,0,0,0,0.09932521154789,0,-0.118005486986022,0,0,0,0,-0.0660299207721262,0,0,0,0,0,0,0,0,0,0,-0.774412360040018,0,0,0,0,0,0,0,0,0.402800619295855,0,0,0,0,0.0907249933492643,0,0
X5.HK.EQUITY,-0.140573005031663,-0.0464598261465333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39438964766357,0,0,0.227773847140345,0,0,0.208534688757521,0,0.269664265060554,0,0,0,0,0,0,0,-0.0989664488196323,0,-0.0313659086356827,0,0,0,0,0,0,-0.145183839587572,0,0.160104175188371,0,0,0,-0.0286901265402702,0,0
X601988.CH.EQUITY,0,0,0.0153583258195315,0.146324712911489,0.108515217204755,0,0,0,0,0,0.245334850812112,0,0,0,0,0,0.0683649675905226,0.0556118879610401,0,0,0,0,0.00558629699388748,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0730644318572132,0,0.150096343944818,0,0,0,0,0.240132785268545,0.202197116214366,0,0,0,0
X600036.CH.EQUITY,0,0.105104247878433,-0.0929230251623332,0,0,0,0,0,-0.056253818602004,0.235178349744145,0,0.389812210976185,0,0,0,0,0,0,0,0,-0.0612235178634215,0.250023158239322,0,0,0,0,0,0.0698915586090736,0,0,0,0.450026426870298,0,-0.260369374488711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208591325555062
X1299.HK.EQUITY,0,0.087397512826523,0,0,0.0717860781272613,0,0,0,0.0751786382850977,0,0,0,0,0.0257661727994918,0.179009815103835,0,0,0,0,0,0,0,0,0,0,0.111027527473839,0,0,0,0.0264122126421106,0.249361548663808,0,0,0,0,0,0,0,0,-0.0468644906272428,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0402623688385522,-3.46944695195361e-18,0.0669530193229106,0,0,0,0,0,0,0,0,0,0.313768510167786,0,0,0,0,0,0,0.100202181744978,0,0,0,0.0596683564785387,0,0,0,0,0,0,-0.0789568960749215,0,0,0,0.0698745046510243,0,0.231008681945991,0.0327288913749181,0,0,0,0,0,0,0.101042733562977,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.607222174800539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283126319194395,0,0,0,0.0725099160658479,0,0,0,0,0,0,0,0,0,0,-0.0490598886147872,0,0,-0.0583841016737574,0,0,0,0,0.0496950443818732,0,0,0,-0.00382934954123329
X601166.CH.EQUITY,0,0,0,0.228022500782605,0,0,0,0,0,0,0,0,0,0.550982501886732,0,0,0,0,-0.092009487070929,0,0,0,0,0,0,0,0,-0.0202952346755099,0,0,0,0,0,0,0,0,0,0,0.176853245590448,0,0,0,0,0,0,0,0,0,0
