,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X267.HK.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601211.CH.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0,0.814505022028972,0,0,0,0,0,0,0,0,0.0221924096771796,0,0,0,-0.0243348982619537,0,0,0,0.0194266031906826,0.212085718825837,0,0,0,0.0442195476065588,0,-0.194473528350823,0,0,0.0848640133746257,0,0,0,0,0,0,0,0,0,0.014105324146187,0,0,-0.0958302634224798,0,0,0,0,-0.036290936281125,0,0
X601288.CH.EQUITY,0,0,0.524453893044525,0,0,0,0.0522044585667436,0,0,0.0270114787280298,0,0,0,0,0.130360025914257,0.144854983935669,0,0,0,0,0,0,1.73472347597681e-18,0,-0.140033589135198,0,0,0,0,0,0,0,0,0,0,0,0,0.0753824116768903,0,0,0,0,0,0,-0.270238131000971,0,0,0,-0.111872133046277,0
X601939.CH.EQUITY,0.30864180107403,0.287112395376795,0,0,0,0.019116446745379,-0.0206000679027847,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.17088645405307,0,0,0.0217434799779763,0,0,0,0,0,0,-0.0653323337015954,0,0,0,0,0,0,0.262772532258729,0,0,0,0,0,0,-0.0113790085828198,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0699130561360749,0.0872187331550375,0.334823976081704,0,0,0.072013160550902,0.036547210901021,0,0,0,0,0.13823413064965,0.179888541785644,0,0,0,0,0,0,-0.0170643102691815,0,0,-0.232066203829647,0,0,0,0,0,0,0,0,0,0,0.0176276305297031,0,0.039274700441601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0255012609194599,0,0.114159837436397,0,0.0483604222513371,0,0,0.392718431391714,0,0,0,0,0,0,-0.319804183206923,0,0,0,0.0450686645735467,-0.370743932027327,0,0,0,0,0,0,0,0,0.146501684418536,0.151694389791471,0,0,0,0.621409169892246,0,-0.120282096390882,0,0,0,0.32278337171427,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0.694327777077946,0,0,0,0,0,0.204606715462843,0.0753569301331153,0,0,0.19513632122931,0,0,-0.307179935012308,0.025562509024633,0,0,0,0,0.00679375139067159,-0.0585461920234165,0,0.115283309777323,0,-0.0430999015123131,0,0,0,0,0.165208139618321,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.2314762055874,0.107996875460729,0,0.282797197407783,0,0,0,0,0.237512903566111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154698563345567,-0.0751827513602588,0.118916270881248,0,0,0,0,0.0404919914945177,0,0,0,0,0,0,0,0,0,0.0642853623057288,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,8.67361737988404e-19,0,0.12679319522357,0.310651571662082,0,0,0,0,0,0.414142180237149,0.226332957000613,0,0.161779955913715,0,0.0216536678217073,0.0808438681832097,0,0,0,0,0,3.46944695195361e-18,0,-0.10345065739745,0,0,0,-0.0649985655118995,0,0,0,-0.325564113530231,0,0,0,0,0
X267.HK.EQUITY,0.00543446735625543,0,0,0.249698510715387,0.462064701447574,0,0,0,0,0,0,0,0.0107462352330488,0,0,0,0,0,0,0,0,0.311688849370694,0,0,0,0,-0.0317412908595009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.109491562180461,0,0,0,0,0.174317116101955,0,0,0.0504133697287826,0,0,0,0,0,0.0906442310390077,0,0.683439287552243,0,-0.0511920778409003,0.115394859330709,0,0,0,0.0264335496573851,0,0,0,0,0,0,0,0,-0.184672325122131,0,0,0,0.0521692539330964,-0.0212173963842135,0,0,0,0,0,0,0,0,0,0,0,0
