,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0534396878979408,0,-0.035899108069924,0.269938353533656,0.73233924781174,0,0,-0.0499745289029322,0,0.146065418507087,0.0702192608683055,0,0,0,0,0,0,0,-0.108250886788525,0,-0.107918133477301,0,0,0,0,0,0,0,0,0,0,0,-0.101739377220257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0744258094179335,0,0,0,0,-1.73472347597681e-18,0,0,0.0138529736932618,0,0,0.0251788327664653,0,-0.0183678362371952,0,0,0,0,0,0,0,0.86450199047563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891988427111427,0,0,0,0.0732897182493699,-0.0920806739193313,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.539136468917362,0,0,0,0,0.0815036497509812,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.19628643969971,0,0,0,0,0,0,0,-0.0629632195321789,0,0,0,0,0,0,0,0,0,0,0.13245818863658,0,0,0,-0.0114915199556002,0,0,0,0,0,0.0974327220956099,0,0
X601988.CH.EQUITY,0,0,0.272233311183489,0,-0.0148843187493393,0.0143026247475083,0,0,0,-0.0455740786982098,0,0,0.0514989283061784,0,0,0,0,0,0.64753698846567,0,0,0,0,0,0,-0.0695714136292387,0,0.000677502222405758,0,0,0,0,-0.0484004244356205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949332482598525,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464547401930886,0,0,0.121474209217287,0,-0.0588234918973338,0,0,0,0.0512713527947101,0,0.156063483501469,0.0808888929035234,0,0,0,0,0,0,0,0,0,0,0,0.0288865125370772,0,0.0766023215146197,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.357413236572962,0.0654300521013191,0.48947807772423,0,0,0,0,0,0,0,0.12521522748716,0,0,0,0,0,-0.0480309809651594,0.137027774744646,0,0,0,0,0,0.0289784317013414,0,0,0,0,0,0,0,0,0,0.0920823264486629,0.00193456522640101,-0.0797333436484582,0,0,0,-0.0561494101749554,0,0,0,0
X601328.CH.EQUITY,0.863114680365058,0,-0.0420716116143884,0,0,0.144520583142421,0,0,0,0,0,0,0,-0.0557683562626446,0,0,0.146588002821531,0,0,0,0,0,0,0.0116798344160836,0,0,0,0,0,0,0,0,-0.0349418769591397,0,0,0,0,0.025538555178212,0,-0.180188910672526,0,0.171215045975445,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0296778915727235,0,0,0,0,0,0,0,0.163323611963421,0.00132053200919356,0.0130915554542726,0,0,0,0.266515476896947,0,0,0,0,0,0,0,0,0,0,0,0,0.220468817895811,0,0,0.0205323788920775,0,0,0.156029343451021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.00285574419973638,0.309121885325209,0,0.0475078484311653,0,0,0,0,0.0200990216438198,0,0,0,0.207419508951197,0,0.0953834433071437,0,0,0,0,0,0.0465170769150921,0,0,0,0,0,0.0977731080714699,0,0,0.0110481209654698,0,0.0321657421863147,0,0,0,0,0,0.0696490746945122,0.0209090043044286,0,0.0524922065349738,0,0,0.118124062881772,0,0
X267.HK.EQUITY,0,0,0,-0.107888921543398,0,0,-0.00797100542240843,0,0,0,1.09525756053398,0,0,0,0,0,0,0,0,0,0,0,0,-0.086105642360079,0,0,0,0,0,0,0,0,0.0943337667550821,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0282656770323518,0,4.33680868994202e-19,0,0,0,0.0828818280660366
X601166.CH.EQUITY,0.14164855226529,0,0,0.121794328552294,0,0,0.0816748185741787,0,0,0.297020606620562,0,0,-0.0617015705457481,0,0,0,0.377199817131486,0,0,-0.409127965861529,0.156912490851823,0,0,0,0,0,0.243591804594144,0,0,0,0.208911674106896,0,0,-0.150843301431364,0.102953771030574,0,0,0,0,0.0613724462450061,0,-0.00478352276098016,0,0,0,0,0,0,0.000732798932952295,0
X600000.CH.EQUITY,0,0,0,0,0,0.137460962229228,0,0,0,0,0,0,0,0,0,0.129040705869451,0,0,0,0,0.171276450762667,0,0.244932900786143,0,0.177237256423316,0,0,0.00429491590344976,0,0,0.016811010395582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.0525025800668054,0,0,0.0633517968504292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590714135625297,-0.0390596720762919,0,0,0,0,0,0,-0.0434013732404128,0,0,0,0,0,0,0,0.392853829298446,0,0,0
X600016.CH.EQUITY,0.00895092518561868,0,0.0679044083149137,0,0,0,0,0,0,0,0.0138391556477775,0,0,0,0,0,0,0,0.111906059598377,0,0.0927872819962451,0,-0.0356447442782586,0,0,1.38777878078145e-17,0,-0.0197161233642069,0,0,0,-0.0076908190283724,0,0,0,0,4.33680868994202e-19,-0.684658940450187,0,0.444115377450278,0,0,0,0,0,0.178734855198997,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.124153059225205,0,0,0,0.0912947699162614,0,0,0,0,0,0.0450592833562463,0,0,0,0,0,0,0,0.000374886216704241,0,0,0,0.0483583008872533,-0.122938568885159,0,0,0,0,0.861294719188487,0,0,0,0,0.0197846609425101,0.00750093707964044,0,0.0235860782566414,0,0,0,0,0,0,0.0151159568090531,-0.011361157973116
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.164860217579422,0,0,0,0.0459439589926261,0,0.043254768234546,0,0,0,-0.066879149006009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495727667961652,0,0,0,0.143937063786998,0,0,0,0,0,0,0,0,0.0968275742508819,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.266439655626692,0.340569783808611,0,0.0350636500828635,0,0,0,0,0.0845682827939805,0,0,0,0,0,0,0.0522426755445169,0.150912091567601,0,0,0,0,0,0.108210142105988,0,0,0,0,0,0,0,0,0,-0.0181779021584016,0,0,0,-0.257420108778447,0,0,0,0,0,0
