,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601211.CH.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.154209577150786,0.62008709756614,0,0.0892632059820471,0,0,0,0,0,-0.088903373515678,0,0,0.0181506077320678,0,-0.0524262003103706,0,0,0,0.0132616231785323,0.142503381483161,0,0,0,0,0.0355131746431994,-0.184988876091412,-0.0195701247895643,0,0,0,0.0709978115012691,0,0,0,0,0,0,0,0.202988299349334,0,0,-0.0979367938164173,-0.0528648144006492,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.703600645284668,0.0311838272306874,0,0,0,0,0.148287760544122,-0.118631806991561,0,0,0,-0.10084058876184,0.261718530068831,0.0427999509991803,0,0,0,0,-0.097050747468368,0,0,0,-0.0554091832684745,0,0,0,0,0,0,0,0,0,0,0,0,0.0970688219074264,0,0,0,0,0,0,-0.271033781837139,0,0,0,-0.112554035237464,0
X601939.CH.EQUITY,0.145770990681576,0.362937537718992,0,0,0,0,0,0,0,0,0,0,0,0.0651660255831284,0.0128464574527753,0,0,0.118764071065801,0,0,0.118307665793115,0.056088565373586,-0.132076916239943,0,0,0,-0.0691555002211591,0,0,0,0,0,0,0.128240511975778,0,0,0,0.125435407153687,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0762190490114748,0.0799553287825548,0.315325934215679,0,0,0.0647550485771359,0.0601204369836288,0,0,0,0,0.172151500927273,0.161171679066581,0,0,0,0,0,0,-0.000574464356023018,0,0,-0.25111518485812,0,0,0,0,0,0,0,0,0,0,0,0,0.0460017680836504,0,0,0,0,0,0.00797709844732169,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0259899501227297,0,0.111926494840526,0,0.0483217962235059,0,0,0,0.39097908566976,0,0,0,0,0,-0.320811492156433,0,0,0,0.0447272007461344,-0.372518293159834,0,0,0,0.00530161359771832,0,0,0,0,0.139020169512849,0.153397913148676,0,0,0,0.616404294602151,0,-0.119660414616282,0,0,0,0.317421641325622,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0.693801199122011,0,0,0,0,0,0,0.207141938689424,0.076100041772366,0,0,0.190596533605333,0,0,-0.308463025977881,0.025636229138466,0,0,0,0,0.00689940265929092,-0.0553769602618291,0,0.116508304417423,0,-0.0428974720484172,0,0,0,0,0.16750172733697,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.369053942349567,0.061200580045222,3.46944695195361e-18,0.311202797633433,0,0,0,0,0,0.123189043811092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802001746796376,0,0.135882924781191,0,0,0,0,0.00853753426899545,0,0,0,0,0,0,0,0,0,0.0314067728170426,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116945749834233,0.478735941042014,0,0,0,0,0,0.340268782432349,0.155461490416819,0,0.22837745168163,0,0.00652299143817684,0.0653784873725094,0,0,0,0,0,0,0,-0.118439173321845,0,0,0,-0.101495385407569,0,0,0,-0.306225185743152,0,0,0,0,0
X600036.CH.EQUITY,-0.062425208679423,0,0,0,0,0.270805029644938,0,0,0,0,0,0,0,0,0.0505103285020539,0,0.509740392265424,0,-0.0734517662363598,0.177834496900908,0,0,0,0.0183936123450637,0,0,0,0,0,0,0,0,-0.0860483382882692,0,-1.73472347597681e-18,0,0.097496049034366,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0.0288917470376912,0,0.206831445651229,0.473556117116415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343526614472333,0,0,0,0,-0.0553687200579491,0,0,0.0174747169207445,0,0,0,0,0,0,0,0.0187528050137137,0,0.00776187979522434,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0452079318887775,0.370222965407957,0,0,0.0819342486245429,0,0,0,0,0,0,0.107312601657435,0,0,0.199511471864614,0,0,0,0,0.00593612615648611,0.0351563891546368,0,0,0,0,0,0,0,0,0,0,0,0.422893221540699,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.366334788055471,0,0,0,0,0,-0.0368364121913083,0,0,0,0,0.00420135381662567,0,0,0.0615559310694375,0,0,0,0,0,0.0277191290473406,0,0,0,0,0,0,-0.160479176167994,0,0,0.0780747232388437,0.147819652182631,0,0,0,0,0,-0.0296803887284468,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.161521981211011,0,0,0.048706866757266,0,0,0.0679964999659598,0,0.26927865156281,0.00237048568037992,0.0852979555653269,0,0,0,0,0,0,0,0,0,0,0.375561521344916,0,0,0,0,-0.0035944754383444,0,0,0,0,0.0184618426654608,0,0,0.0440600303458147,0,0,0,0,0.145775361179463,0,0,0,0,0,0,0,0,0.0765453909914795,0
