,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600926.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.279562898526898,0.11503518508131,0,0.245578792693599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199720996383562,0,0,0,0,0,0,0.0147243203776186,0,0,0.0185894086973722,0.0962311154365297,0,0,0,0.0891608977624808,0,0,0,0,0,0,0,0,-0.000883698760035599,0,0,0
X601318.CH.EQUITY,0,0,0,0.113363633701322,0,0,0,0,0.184321283957295,0,0,0,0.0342286198048801,0,0.0532004515028771,0.208606707738657,0,0.138027385021242,0,0,0,0.134013049186365,0,0.0203128279964363,0,0,0,0,0,0,0,0.0873679735764195,0,0,0,0,0.0496788051400433,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.117234233911162,0,0,0,0,0,0,0.0873259641683603,0,0,0,0,0,0,0,0,0,0.0493305680283708,0,0,0.0779938845365816,0.337459514397289,0,0,0,0,0,0,0,0,0,0,0,-0.117843712555962,0.111646438496614,0,0,-0.0415317175888844,0,0,0,0,0,0.161248188209536,0.0191593874821749
X601939.CH.EQUITY,0.616673123473546,0,0,0,0,0,0,0,0.221600299028005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114353151703848,0,0,0,-0.0418012603708237,0,0,0,0,0,0.133842668084747,0,0,0.0131238269333892,-0.020722032505277,0,0,0,0,0,0,0,0,0.140651234063308,0.0191082524250629
X601288.CH.EQUITY,0,0,0,0.197513826632698,0,0,0.453829563434078,0,0,0,0.0906035431059916,0,0,0,-8.67361737988404e-19,0,0.0690914813836912,0,0,0.031876600689579,0,0,0.0444217096390434,0,0,0.0432420670741572,0,0,0,0,0,0,0.111596806036443,0,0,-0.0173688746535871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234568896885319
X1299.HK.EQUITY,0,0,0.0201853538452179,0,0,0,0,0,0.0724730954774509,0.264730505366599,0,0,0,0.143697558152425,0,0,0,0,0,0,0.188658782609547,-0.250183139996961,0,0,0,0,0,0,1.73472347597681e-18,0.113344000069591,-3.46944695195361e-18,0,0,-1.0842021724855e-19,0,0,0,0.0356071343332484,0,0.144652985194265,0,-3.46944695195361e-18,0,0,0,0,0.233863582513645,0,0,0.0235553114734943
X601988.CH.EQUITY,0.288502138363376,0,0,0,0.398708015738395,0,0,0.0583506143867278,0,-0.0151721169964449,0,0,-0.109865436385214,0,0,0.0650021468731424,0,0,0.313090829386125,-0.0266783761101747,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.147571482517872,0,0,0,0,0,-0.094599560094601,0.0119160990738289,0,0,0,0,0,6.93889390390723e-18,0,0,0,0
X601628.CH.EQUITY,0,0,-0.013279366743831,0,0,0,0,0,0,0,0,0,0,0,0,0.142733739596796,0,0,0.198117883649316,0,0,0,0,0,0.071265193837479,0,0.0497944241980889,0,0,-0.052526780274649,0,0.0417176814161451,0,0.0694475216034846,0.330558169457504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.138444040455516,0,0.0916315743946646,0,0,0,0,0,-0.146064730023165,0.0816742458624041,0.0694117550423227,0,0,0,0,0,0,-0.00776055411809699,0,0,0,0,0,0.257362593052602,0,0,0.134859284644747,0,0,0,0,0.0523594643065558,0,0,0,0,0,0.203757288708753,0,0,0,0.0992408762381441,0,0.132006295602644,0,0,0,0,0
X388.HK.EQUITY,0,-0.0805148334181202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0904278746804215,-0.171408152652964,0,0,0,0.0168736220723569,0,0,0,0,-0.256756402375307,0,-0.176479932296836,0,0.305420879102008,0,0.336042782042369,0,-0.162495504923208,0,0,0.0957108733824239,0,0,0.523763455288036,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0710663416811108,0,0,0.247045456474534,0,3.46944695195361e-18,0,0,0,0,0,-0.0597717979128856,0,0,0,0,0.237607456553805,0,0,-0.0673529399930585,0,0.0830725720635102,0.0326051901775707,0.049701609222079,0,0,0.0899607531984809,0,0,0,0,0,0,0,0,0.0072158333811961,0,0,0,0,0.270597480589019
X601658.CH.Equity,0,0,0,0,0,0,0,0,0.0196534516443463,0,0,0,0,0.0743937475407449,0,0,0,0,0,0,0,-0.0608996185496964,0.689169024319094,0,0,0.0240173781342675,0,0.153435353731223,-0.201288150332685,0,0,0,0,0,0,0,0,0,0,0.170948122558868,0,0,0,-0.000576101077512639,0,0,0,0,0,0.0273470036542815
X000001.CH.EQUITY,0,0.232053863313,0.0189641326802851,0,0,0,0,0,0,-0.0508418957137294,0.293952066575175,0,0,0,0,0.113320534896207,0.00351233296081283,0,0,0,0.0602129175241079,0.310969669497802,0,-0.0821792461866418,0,0.0349533619220025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140025519759748,0,0,-0.322307054278657,-0.0957122612051723,0,-0.0233650046984073,0,0,0
X601601.CH.EQUITY,0,0.471868473416134,0,0,0,0.174642145647474,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.025011972997173,0,0,0,0,0,0,0.00769369855253358,0,0,-0.129149504398546,0,0.170790102418726,0,0,0,0,0,0,0.235263355789144,0,0,0.203686872751516,0,0,-0.00750958916192783,0,0,2.16840434497101e-19,0,0,0
X000002.CH.EQUITY,0,0,0.127806902455214,0,0,0,0,-0.0295657097621445,0,0,0,0,0,0,0,0,0,0.151239371168138,0,0.0769556927118702,0,-0.159991813928325,0.195346523949548,0.0668711563688691,0,0,-0.120316431680946,0,-0.0856717433397892,0,0.116910129174719,0.633832934732368,0,0,0,0,0,0,0,0,0,-0.00831220562738685,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0650658976287371,0,0,0,0,0.0652836903686618,0,0,0,0.227964274562732,0,0,0,0,0,0,0,0,0,-0.0246081700210043,0,0,0.417581578218406,0,0,0,0,0,0,0,0,0.138748194243983,0,0.105680420995679,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.067223396759418,0,0.0301606091775386,0.135948639697847,0,0,0,0,0,0.0848628438341343,0,0,0,0.223313593525445,0,0,0.0746565936954888,0,0.119817045557351,0,0,-0.0967299666194948,0,0,0,0,0,0.0656501651875193,0,0,0,0,0,0,0,0,0,0,0,0.262701450983686,0
X300059.CH.EQUITY,0,0.202840850695059,0,0,0,0,0,0,-0.0355633286520393,0.0769647250965649,0,-0.0623063016070804,0,0,0,0.266031384279763,0,0,0,0,0,0.160401696451049,0,0.130505146980397,-0.0373149540727801,0,0,0,0.219156893798496,0,-0.0177046978020464,0,0,0,0,0,0.0360715107051841,1.73472347597681e-18,0,0,0,0,0.00573985711066126,0,0,0,0,-1.73472347597681e-18,0,0
X601328.CH.EQUITY,0.0682636285204217,0,0,0.0196612366741683,0,3.46944695195361e-18,0.145382234646728,0.0559146027660033,0,0,0,0.0645569482183671,0,0.106113448024235,0,0,0.253319974428729,0,0,0,0,0,0,0,0,0,0.0421811655375294,0,0,0,0,0,0,0.108986597243586,0,0,0.0294172159264756,0,0,0,0.10699101038536,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0899177396807454,0.147919810212182,0,0.530185925132462,0,0,0,0,0.051764708908878,-0.116305970946615,0,0,0,0.110654677419235,0.08450652500099,0,0.0520734332521403,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0739232971148614,0,0,0,0,0,0,0,0,0,0,-0.0723286311566663,0,-0.0370596623863561,0.0886403202797591
X16.HK.EQUITY,0,0,0,0,0,0.142251733727416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738804021394447,-0.121861060866831,0,0.200209788124273,0,0.210847088248957,0,0,0,0,0,-0.0894224927223398,-0.046271505395241,0,0.0485920117275293,0,0,0.279876178213925,0,0,0,0,0.247013439444709,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.267798849715148,0,0,0,-0.160011277084427,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110446262842552,0,0,0,0,0,0,0,0,0,0,0.242340283562886,0,0,0,-0.160911394560113,0,0,0,0,0.344565743651432,0,0.0334415247970979,0,0
X601998.CH.EQUITY,0.0548551834662227,0,0.0925599336719134,0,0.270300138361013,0.0219708893269856,0.166979874034974,0,0,0.0405094287351174,0,0,0,0,0,0,0.0340137308726031,0,0.236844690775069,0,0,0,0,0,0,0.115165878156811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144695605840117,0,0,0.0247356706338976,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.173683233786621,0,0,0.076899785653745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119228863670266,0,0,0,0,0,0,0,0,0,0,0.121275652946343,0.0238540326230479,0
X11.HK.EQUITY,0,0,0,0,0,0.0454746329092409,0,0,0.581668402937527,0,0,0,0,0.117921442235614,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0401140726595985,0,0,0,0.0472321130157811,0.170082534874454,0,0,0,0,0.0842537697673511,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,-0.088597666185101,0.0773221536958824,0,0,0,0,0,0,0,0,0.219423037805858,0.155557219962058,0,0,0,0,0.130259519564144,0,0,0.165666920194008,0,0,0.232569496417108,0,0,0,0,-0.0431457252412742,0,0,0.0875561905079099,0,0,0,0,0,0,0,0,0,0,0,0.02714207403758,0,0,0,0.0628357449972912,0,0,0
X600016.CH.EQUITY,0,0.0982424330690451,0.00937501822102176,0.0572706584208595,0,0,0.0259744935796269,0,0,0,0.139884083138925,0,0,0,0,0,0,0,0.221770190998946,0,0,0,0,0,0,0.0611608208746515,0,0.103812386855752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419605179090587,0
