,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0327489944267134,0,0,0,0,0,0,0,0,0,0,-0.0505382668287787,0.565218815505562,0,0.859040505068794,0.0697890077586279,0,0,-0.121677922587204,0,0,-0.195038638008702,0,0,0,0,0,-0.00299099398638976,0,0,-0.314359241766756,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.114886808131845,0.0648406555986843,0,0,-0.0349229376683524,0,0,0,0,0.0254661032566119,0,0,0,0,0.248361928540613,0,0,0,0,0,0,0,0,0,0.152569586882869,0,0,0,0,0,0.492608130727975,0,0,0,0,0,0,0,0,0,0,0.0590829947016796,0,0,0
X601939.CH.EQUITY,0,0,0,0.808902500738887,0,0,0.0653551956001254,0,0,0,0,0,0.0305558778843498,0,0,0,0.0248157469881837,0,0,0,0,0,0.0107432718212023,0.00717132276344031,0,0,0,0,0,0,0,0.0416330400828131,0,0,0,0.00978512375602029,0,0,0,0,0,0,-0.0132930390317174,0.0250909876750567,0,0,0,0,0,0.0499560502462055
X601288.CH.EQUITY,0,0,0.879691454330959,0,-0.069864421617887,0,0,0,0,0,0,0,0,0.0368478178201192,0.0202636920482895,0,0.035501414205332,0.126629466622194,0,0,0,0,0,0,-0.11612982895086,0,0.031452383845956,0,0,0,0,0,0,0,0,0,-0.102853692827827,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.138554703633313,0.84702490816617,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.117841448584089,0,0,0,0,0,0,0,-0.0651599085933114,0,0,0,0,0.19298223045475,-0.000842726522283709,0.0383103024779031,0,-0.115352450003798,0,0,0,0.0407427505971672,0,0,0,0,0,0.0927844668006539
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,1.21234960334156,0,0,0,0,0,0,-0.248918771135831,-0.211832650634054,0,0,0,0,0,0.0198387125557662,0,-0.0910897635266496,0,0,0,-0.0531394513600643,0,0,0,0,0,0,0,0,0,0,0,0.0392331354265553,0,0,0,0.00874275417437548,0
X600036.CH.EQUITY,0,0,0.374200044186409,-1.73472347597681e-18,0,0,0,0,0.0864817403693,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040061852103412,0,0,0,0.452932988667445,0,0,0,0,0,0,0,0,0,0,-0.0263241114410013,0.0754456317857078,0.0751457658882011,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.138807617057728,0.0561553397136022,0,0.113227621651676,0,0,0,0,0,0,0,0,0.072238471849572,0.0799269275376485,0,-0.241890503182308,0,0,-1.38777878078145e-17,0,0.0505641745723266,0,0.240527526354896,0,0,0.062831193030798,0,0,0,0,0,0,0,0.0935420960528633,0.00929543014267654,0,0,0.455936852387939,0,0,0,0.0146453520321464
X5.HK.EQUITY,0,0,0,0,-0.223672290985969,0,0,0,0,0.0843263830569032,0,0,0,0,0,0,0.345236733629315,0,0,0,0,0.151315784748029,0,0,0.0637821166590769,0.497203263083207,0,0,0.0423629789572122,0.0778080859162445,0,0.0109550528360335,0,0,0,0,0,0,-0.232417288270134,0,0,0,0.0770345894490328,-0.0329366397373437,0.0503349494999102,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.172340142609914,0,0,0,0,0,-0.0424592284494775,0,0,0,0.0820103767813426,0,0.040027869752435,-0.1274841914432,0,0,0.0561524656040442,0.00497367501229158,0,0,0,0,0,0.517810604415021,0,0,0,0,0,0,0,0,0.2742136773292,0,0,0,0,0,0,0,-0.20682181435958,0.0201993043792744,0,0,0,0
X601658.CH.Equity,0,0,0,0.202510235794898,0,0,0,0,0,0,0,0,0,0.0860802989312784,0,0,0,0.200047001605569,0.0695553511367095,0,-0.261031695129952,0,0,0,-0.0976942043838594,0,0,0,0,0,0.0594513820399505,0,0,0,0,0,0,0,0,0,0,0.460412801343484,0,0,0,0,0,0,0.034872221343558,0
