,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0449269426204176,0,0.0530936477607981,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333065601982418,0,-0.149553615642776,0,0,0,0,0,0,0,0.879362369089304,0,0,-0.0181770853945562,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.220748934237877,0.0173825498273915,0,0,0,0,0.0610284713210685,0,0,0,0,0,0.0249496000693716,0,0,0,0,0.0250558284767559,0,0,0.0763881371131931,0.0204454900721751,0,0,0,0,0,0.271718161060352,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.136314118456622,0,0,0,0,0,0,0,0,0.261631545870139,0,0,-0.00633439549189062,0,0,0,0,0.128347349336949,0,0,0,0,0,0,0,0,0,0,0.00365565798282849,0.114507117872019,0,0,0,-0.209380345699269,-0.182741815293209,0,0,0.136116359299713,0,0.476506386613669,0,0,0.105667985955179,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.0743833555485588,0,0,-0.637214593842036,0.276572200822818,0.131724632207722,0.518300820249117,0,0,0,0,0.311131713337502,0,0,0.223436915799156,0,0,0,0,0,-0.469554712754329,0,0,0.0037688737792697,0,0,0.121879340501874,-0.688225347259503,0,0,0,0,0,0,0,-0.416437940270534,0,0.256105315950252,0,0,0,0,0.438000960964632,0,0
X5.HK.EQUITY,-0.0652516247673509,-0.0670786745657477,0,0,0,0,0,0,0,0,0,0,0,0,0.517136176460914,0,0,0,0.406367864797083,0,0,0,0,0.0663278020986689,0.169808720454434,0,0,0,-0.0794874659591907,-0.111334414212918,-0.0927234055044871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234902058628329,0,0,-0.110177190060268,0
X601988.CH.EQUITY,-0.387108662158691,0,0,-0.0289191613614256,0.439072158224936,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.018870879313453,0,0,0,0.840426426100409,0,0,-0.0441423954345233,0,0,-0.039246961976124,0,-0.598698293558194,0,0,0,0,0,0,0,-0.0743047823245325,0,0,0.0989723356014761,0,0.182872756533659,0,0,0,0,0,0
X600036.CH.EQUITY,-0.102041567001864,0.474354975178426,-0.041010676738871,0,0,0,0,-0.106786337222543,-0.0256486055344524,0.470310213614201,0,0.161109401139105,0,0,0,0,0,0,0,0,-0.105817027359238,0,0,0,0.27954193508401,0,0,0.0782039864904065,0,0,0.0945585569088972,0,0,-0.29412491106658,0,0,0,0,0,0,0,0.230691643670742,0,0,0.117575259512758,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0121895386798163,0,0,0.0807608394054268,0,0,-0.0892594671647153,0,0,0.0515442782838145,0.10610603095223,0,0,0.165537381879266,0,0,0,0,0,0,0.146041072290885,0,0,0,0,0,0,0.181690706762967,0,0,0,0,-0.0406009657045737,0,0,0,0,0.149414132387819,0,0,0,0,0,0.014496844210453
X601628.CH.EQUITY,0,0.145925676751215,0.0445314006366982,0.0910406345758888,0,0,0,0,0,0,0.0300302517873366,0,0.332684902842662,0,0,0,0,0,0,0,0.0838025187452684,0.0382761338489094,0,0,0,1.73472347597681e-18,0,0,0,0.027068049808876,-0.0526355054488024,0,0,0,0,0.146094401870943,0.206173513726163,0,0,0,0,-6.93889390390723e-18,0.0207720005613489,0,0,-0.183314629895649,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.577873347100492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084850016194883,0,0.12623450698174,0.282352812024776,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686023926378839,0,0,0,-0.129283889953721,0,0,0.0223791376734783,0,0,-0.0132271073389107
X601166.CH.EQUITY,0.0285840257752565,0,0.079912843785887,0.280395775017983,0,0,0,0,0,0,0,0.249930321212688,0,-0.00498518728963374,0.00341248670370427,0,0,0,0.0101147423015521,0,0.130538912993498,0,0,0,0,3.46944695195361e-18,0,0,0.178140083535318,0,0.0689929229731871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.522500406046381,0,0,0,0,0,0,-0.033878607447411,0,0,0,0,0,0,0,0,0,0,0,0.37036453125123,0,0,0,0,0.050099235443275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.315695032074608,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.151768403874062,0.0242224111434902,0,0.679933106767769,0,0,0,0,0,0,0.0020092972562776,0,0,0,0,0,0,0,0.0437887366558936,-0.155196803691257,0.0245821615566575,0.220080851337625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287096758702364
X601319.CH.EQUITY,0,0.00744633097768653,0,-0.110900665237451,0,0,0,0,0,0,0,0,0.294418827097139,0,0,0,0,0,-0.0959070166605865,0,0,0,0,0.100338150887362,0,0,0,0,0,0,0,0,-0.0684388871963693,0,0,0.372305890383174,0,0,0,0,0,0.153417155448691,0,0,0,0,0,0,-0.0723937846771142
X000002.CH.EQUITY,0,0,0,0,0.260937459957902,0,0,0,0,0,0,0,0.203026521486208,0,0,0,-0.259609401464175,0,0,0,0,0.290695800777018,0,0,-0.131085920446323,0,0.337335539124887,0,0,-0.131488776801929,0.366054905072004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263758709191342,0,0.0321323005592631,0,0
X16.HK.EQUITY,0,0,0,0,0,0,-0.026168851164747,0.0972481276452067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196601130736656,0,0,0.021724794570789,0.145588702106151,0.167218212366376,0,0.329951668787685,0,0,-0.0708143354556858,0,0,0,0,0.313758357791563,0,0.0692776855539916,0,0.0735737747210559,0,0,0,0
X11.HK.EQUITY,0.223786564106486,0,0,0,0.402097756688237,6.93889390390723e-18,0.06664046674204,0,0,0,0,0.134402168065201,0.136641125737068,0,0,0,0,0,0.0983831914769011,0,0,0,0,0,0,0,0,0,0,0.0674679374034677,0,0,0,0,0,0,-0.0341620213542784,0.0575846397395107,-0.0470075945185921,0,0,0,0,0,0.154607988306358,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0123702097750602,-0.212804808926928,0,0,0,0,0,0,0,0.515013202562822,0,0,0.182467442346782,0,0.167490472325018,-6.93889390390723e-18,0,0,0,0.22498258911123,0,0,-0.18421634065516,0.0419792161600649,0,0,0.182814215708074,0,0,-0.0380080865393874,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.0101992047433018,0,0,0,0,0,0,0,0,0,0.0669154342502055,0,0,0,0,0.403284155354401,0.362601991459655,0,0,0.0822003085433098,0,0,0,0.222247129180468,0,0.0779848646151567,0,0,0.182709613815737,0,-0.030715106630657,0,0,0,0,0,0,0,0,-0.170006810062167,0,0,0,0,0,0,0,-0.0808068855722749
X600030.CH.EQUITY,0.0348964480185925,0,0,0,0,0,0,0,0,0,0,0,0,0.03124077731263,0,0,0,0,0,0,0,0.0395567446961514,0,0,0,0,0,0,0,0,0,0,0,0,0.0949610786258281,0,0.445329209345023,0,0,0,0,0,0,0,0,0,0.466473420317134,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0270195609295697,0,0,0,0,0,-2.71050543121376e-20,0.150113547592016,0,0.0435028589793674,0,0,0,0,0,0,0.143803967315946,0,0.0516263741481015,0,0,0.150777407434928,0,0,0,0,0,0,0.142039135499639,0,0,0,0,0.0696091834619099,0,0,0,-0.123834613880727,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.0278085741622073,0,0.312796703220021,0,0,0.0309038590689471,0.00849637273701308,0,0,0,0,0,0,0,0.104738573537888,0,0,0,0,0,-0.222331812115781,0,0,0,0,0,0,0,0.0694081591965686,0,0,0,0.104526368911025,0,0.380515013330662,0.0634253119878471,0,0,0,0.0105814774935233,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.102960868000963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501413376003528,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0564263538067674,0,0.137423623052922,0,0.120644375538234,0,0.02892492746204,0,0,-3.46944695195361e-18,0,0,0,0.0200210180775269,0,0,0,0,0,0,0,0,-0.202659106414333,0,0,0,0,0,0,0.00984532202152459,0.0369231621502801,0.124019046634244,0,0,0.284580506162846,0,0.279845630692639,0
X267.HK.EQUITY,0.0438661794986131,0,0,0,0,0,0.166991788794092,0,3.46944695195361e-18,0.0689117947368817,0,0,0,0,0,0.00904210059735501,0,0,0.265680250387275,0,0.112584725865959,-0.124770142607731,0,0,0,0,0.0244777276003558,0,0.0747398358336567,0,0,0,0,0,0,0,0,0.0464642723683452,0.276368192043811,-0.187700285056746,0,0,0,-0.135552429778019,0,0,0,0,0
