,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.0455988893113124,0.406785352860323,0,0,0,0,0,0,0.0924848376160046,0.210240230676639,0,0.166570673309652,0,-0.0307715222437105,0,0.0329002060571962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568567379232669,0,0,0,0,0,0,0,0,0,0,0.0568244691157554,-0.0313593959039255,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0346433515434479,0.0945445840210649,0.277248370637709,0,0,0,0,0,0,0.0579182988992768,0.343648635499048,0.0896270218671563,0,0,0.0649152263144058,0,0,0,0,0.018273906169947,0,0,0,-0.0415729025961222,0,0,0,0.00118415628160615,0,0,0,0,0,0.0623225822696578,0,0,0.00108603778837392,0,0,0,0,0,0
X601939.CH.EQUITY,0.231980481662538,0,0,0.458455343142988,0.040001875596999,0.07550032657566,0,0,0,0.0767775477364834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119373090255047,0,-0.0452044893306482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.197942979906857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214555282522709,0,0,0.195364642631945,0,-0.000759953641348003,0,0.00733725897886945,0,0,0,0,0,0,0,0,0,0.215466756478813,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0811686001296143,0,0,0.232753000806367,0,0.169446416777593,0,0,0,0.311231425030755,0,0,0,0,0,0.112790310482301,0.00316055901855484,0,-0.221126400509686,0,0,0,0,0.273981090753597,0,0,-0.12215946413613,0,0.0208991628422035,-0.0610474760618188,0,0,0.142733894935714,0,0,0,0,0,0,0,0,0,0,0,0.119743754195541,0,0
X601988.CH.EQUITY,0,0,0,0,0.20261039729211,0,0,-6.93889390390723e-18,0,0.194015975882664,0,0,0.193948889580536,0,0,0,0,0,0,0,0,0,0,0,0.22165475940042,0.0376656327122745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300716423005266,0,0,0,-0.0558051014049905,0,0
X600036.CH.EQUITY,0,0.0654814510212033,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.03822979486656,0,0,0,0,0,0,0.738557453881205,-0.0237546832639579,0,0.0282051858900696,0,0,0.146593483316476,0,0,0,0,0,0,0,0,0,0,0.0979254975878089,0,0.0727461374299262,-0.0350695265275034,0,0,-0.00401504911808981,0
X1299.HK.EQUITY,0,0,0,0,0.262023419737956,0,0,0,0,0,0,0,0.0505714244540968,0,0,0,0,0,0.0815125372474218,0,0,0,0,0,0,0,0.0692815351599993,0,0.136967130481905,0,0.0139517492256716,0.291546992006309,0,0,0.100718905729536,0,0,0,0,0,0,-0.0762693538389868,0,-0.0603032193898901,0,0.0542857883124771,0,0,0
X601628.CH.EQUITY,0,0.156185063513296,0,0.0394612177284657,0,0,0,0,0,0,0,0,0,0,0,0,0.0672580476261659,0,0,0,0,0,0,0,0.146672328199558,0,0,0,0,0,0,0,0,0,0,0,0,0.377294316328517,0,0,0.126307405846673,0.0634492795539157,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.208367074526983,0,0.096108921261914,0,0,0,0.0224825317543517,0,0,0,0,0.333616303339844,0,0,0,0,0,0,0,0,0,0,0.324864468464961,0,0,0,0,0,0,0,-0.0305369617346686,0,0,0.0622703875798125,0,0,0,0,0,0,0,0.0828009371236888,-0.0146083166595433,0,0,-0.0363126426313536,0.102859763897171,0,0
