,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0.103401059540067,0,0.178320390219306,-3.46944695195361e-18,0,0,0,0,0,0,0.127213316722441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168800276920401,0,0,0,0.149219183263961,0,0,0,0,0,0,1.73472347597681e-18,0,0.162644358279412,0,0.130821250775721
X601318.CH.EQUITY,0,0,-0.135869433241446,0,0,0.0747587333649965,0,0,0.160572991166886,0,0,0,0.0953258042624427,-0.0286622861396079,0,0.288510242732876,0,0,0.00805239344717245,0,0,0,0.0512825959139173,0,0,0,0,0,0,0,-0.195354275414905,0,0,0,0.314938505940925,0,0,0,0.0294038667007779,0.236243309857927,-0.182822813512631,0,0.196982541944969,0,0.132063825203109,0,0,0,0,-0.0946618964702041
X601939.CH.EQUITY,0.521070981516501,0,0,0,0.00555375374308772,0,0,-0.0369497459823921,0,0,0,0.130887400591735,0,0,0.109134888517829,-0.0436775249767619,0,0,0,0,0,0,0,0.0377667385894036,0,0.217156217997209,-0.127938440835244,0,0,0,0,0,0,0,0,0,0,0.101673069452045,0,0,0.30583668998663,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.378162577705789,0,0.120790452574465,0,0,0.381839364957463,0,0,0,0,0.0667211457032968,0,-0.0303424020329864,0,0,0.0308747748776935,0.101620021604036,0,0,0,0.031638750610046,0.0102451316222033,0,0,0,-0.0275880057385932,0,0,0,0.0117314530969918,0,0,0,0,-0.182896216823732,0,0,0,0,0,0.223638496018271,0,0,-0.131625897848971,0,-0.0599499097389466,0,0.0781246114603365,0,0
X5.HK.EQUITY,0.0515923069487953,0,0.0476324525579009,0.190849611984808,0,0,0,-0.063129831141881,0,0,0,2.77555756156289e-17,0.149678896766211,0,0,0,0,0,0,0,0,0.486696103231631,0,0,0,0,0,0,0,0,0.221288114406585,0,0,0,0,0,0,0,0,0,0.0551653420883549,0,0,0,0,0,0,0,-0.181056727874308,0
X601988.CH.EQUITY,0.255431816464276,0.0835271922170343,0.0899038765813513,0,0,0,0,0,0.192982043851127,0,0,0.273089852095975,0,-0.114181541688126,0,0,0,0,0,0,0,0.0118280363838385,0,0,0,0.0506394053206696,0,0,0,0,0,0,0,0.192718089115843,0,0,0,0,0,0,-0.0401611619181668,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0472868988680163,-0.0740483794233142,0,0.294366424686049,0,-0.0541482993450995,0.0374821714717116,0,0.304105516029714,0,0.203907817074374,0,0,0,0,0,0.0520878951711634,0,0,0,0,0,0,0,0,0.026279034713824,0,0.00915513596382028,0.0261818277530993,0,0.108291384340621,0,0,0.0543992004380575,0,0,0,0.0308599244926667,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0996689038119147,0,0,0,0.115781991083168,0,0,-0.106878343089737,0,0.0183043906018583,0.24424388712471,0,0,0,0,0.0392029475605753,0,0,0.0623840337738838,0.0505823949881734,0.0796656508654671,0,0,0,0,0,0.0250828384258338,0.220517895970319,0,0.0239991577076475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.141974725241611,0.217213177758322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130079343718029,-0.104517703262121,0,0,0,0,0.21721199173163,0,0,0,-0.119139509541815,0,0,0,0,0,0,0,-0.00664142989766415,0,0,0,0,0,0,0,0,0.129802595809782,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.223997789593269,-0.501034306554509,0,0,0,0,-0.167825369725908,0,0,0,0,0,0.685279899246867,0,0,0,0.154412631662417,0,0,0,0,0.0779963674790448,0,0,0,0,0,0,0,-0.663864894668574,0.0617782226643107,0,0,0,0,0.603678346925643,0,-0.237329234912969,0,0
X601166.CH.EQUITY,0,0,0.0260038574881153,0,0,0,0.427670190654315,0.0424366202079961,0,0,0,0,0,0,0,0,0.0106818975705985,0,0,0,0,0,0,0,0,0.089713613088573,0,0,0.390495445249027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
