,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.360926282355741,0,0.308943552954909,0,0,0,0,0,0.0476966435812105,0,0,0,0,0.0514741871109413,0,0,0,0,-0.0444601901157001,0,0,0,0,0,0,0,0.0431113956269961,0,0,0,0,0,0,0,0,0,0,0,0,0.0900670456367816,0,0,0,0,0,0.058795635918536,0,0,0
X601318.CH.EQUITY,0.128382853700654,0,0,0,0,0,0,0,0.169240174554718,0,0,0,0,0,0,0,0.18586350187977,0.0151352239836586,0,0,0,0,0,0,0.070534730814151,0,0,0,0,0,-0.0407606425738618,0.12923959506694,0,0,0,8.67361737988404e-19,0.141950670994136,0,0,0,0,0,0.0422902653747934,0,0.0710670269338854,0,0,0,0.130391485530613,0
X601939.CH.EQUITY,0,0,0,0.283395913185331,0,0.0676962097202894,0,0,0,0,0,0,0,0.459184992925478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732380839238302,0,0,0.0127538958185876,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.355196060090396,0,0.00690150733804792,0,0,0.502555338781316,0.0229776382291362,0,0,0,0,0,0,0,0.0332327441640536,0,0,0,0,0,0,-0.0349930178440277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125580007351402,0,0,0,0,0.0922050636669145,0,0.00296444913650355,0.00679427482728692
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0844765602114859,0,0,0,0,0,0,0,0,0,0.131454513825938,0,0,0,0,0,0,0,0,0,0.0797550329664072,0.267020155427488,0,0,0.374296488667524,0,0,0.019980605743637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714336834034405
X601988.CH.EQUITY,0.408389002899175,0,0.0659521265450704,0,0,0,0,0,0.041745379473108,0,0,0,0,0,0,0,0,0.0874813582997248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16120491201616,0,0,0,0.0309818516157561,0,0,0,0,0,0,0,0,0,0,0.202599768137891,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.190256382589091,0,0,0,0.288001727098548,0.0926635169918688,0,0,0,0.129387137061257,0,0,0,0,0,0,0,0,0,0,0.0442966976381015,0,0.113188347558776,0,0.0422946053499178,0,0,0,0,0.0021412605486412,0,0,0,0,0,0,0,0,0,0,0,0,0.0359630032385389
X1299.HK.EQUITY,0,0,0,0,0,0,0.101045555084471,0,0,0,0,0,0,0,0.425046955230034,0,0,0.133197671504132,0,0.131516878072333,0,0,0,0,0,0,0,0,0.241858513048072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.192209221943608,0,0,0,0,0.15748458834198,0,0,0,0,0,0.0192299547698194,0,0,0,0,0,-0.0163164026240617,0,0.208760197283832,0,0,0,0,0,0,0,0,0,0.0768988612599753,0,0,0,0,0,0,0.0464060674491263,0,0.0570165927284734,0,0,0,0,0,0,0,0,0,0.112227663608955,0
X601658.CH.Equity,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.292907729118122,0,0.222137753156795,0,-0.228817358042176,-0.118221536333794,0,0,0,0,0,0,0,1.01534977407591,0,0,0,0,0,0,0.167276228917056,0,0,0,-0.0835546753736943,0,0,0,0,0,-1.08523247734247,0,0,0,0.00537294631204824,0.943687210888215,-0.214190852866782,0,0,0
