,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.614482227580309,0,0.00946261575209851,0,0,0,0,0.00824072393140074,0.0919686105315457,0.0824589858134653,0,0,0,0,0,0.021486832581483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103004810976023,0,0,0,0,0.0258963129990162,0,0,-0.0275886757765167,0
X601318.CH.EQUITY,0,0,0,0.100240450176249,0,0,0,0,0.0546129313111713,0,0,0,0,0,0,0.0083649929221688,0,0.243062124043021,0,0,0,0,0,0,0,0.0347921732589392,0,0,0.0500229658156955,0,0,0,0.101082441909336,0,0,0,0,0,0,0.19109217237461,0.0866305314259269,0,0,0,0,0,0.0821056092227244,0,0
X601939.CH.EQUITY,0.16857836047304,0,0,0.287464013865516,0,0.264814662782005,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865147149993982,0,-0.0112454370288607,0,0.0864478306529118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044763212299367,0,0
X601288.CH.EQUITY,0.31366652271379,0,0,0,-0.0491534095168869,0.0290060790313859,0,0,0,0.12518066151028,0,0,0,0,0,0,0,0.056366204911225,0,0,0,0,0,0,0.0362476659630432,0.174435018414032,0.0708855388437212,0,0,0.0995343610473754,0,0,0,0,0,0,0,0,0,0,0,0.112989850723303,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.589482871401904,0,0,0,0,0,0,-0.221776876541029,0.00815103518073718,0.213315355123896,0,0.254218709863241,0,0,0,0,0,0,0,0,-0.165363117738125,0,0.133799334627443,0,0,0.227971197893108,0,0,0,0,0,0,0,0,0,0,0,0,-0.73888438973769,-0.00413304908092268,-0.0966489252422518,0
X601988.CH.EQUITY,0.156625058383108,0,0.189874211036854,0,0,0,0,0,0.0221335160090454,0,-3.46944695195361e-18,0,0,0.135545023314914,0,0,0,0.0936902909564877,0,0,0,0,0.382004454199895,0.013012393877113,0,0,0,0,0,0.0411803687748876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437435130003587,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0242872735341339,0,0,0,-0.0225468738457845,0,0,0,0,0.0745765090152359,0,0,0,0,0,0,-0.00766367095216659,0.695656575906253,0,0,0.0281924492495097,0.0934946925123403,0,0,0,0,0,0,0,0,0,0,0,0,0.0659413408072516,0,0.0494084002449218,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0422401465460485,0,0,0,0,0.257370595643223,0,0,0,0.168589963533719,0,0,0,0.0707260017081581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.162163860867174,0,0,0,0,0.0131833144990324,0,0,0,0,0,0,0,0,0,0,0.0328588036946422,-0.0160684484101692,0,0,0,0,0,0,0.147894901757246,0,0,0,0,0,0,0,0,0,0,0.359907524102674,0,0,0,0.215527026169048,0,0.0321906695377617,0,0.0195542717095791,0,0,0,0
X601328.CH.EQUITY,0,0,0.0616427548391742,0,0,0,0.144686693066564,0,0,0,0,0,0,0.203234059902785,0,0,0,0,0,0,0,0.243307756568463,0,0,0,0,0,0,0.0778585452960873,0,0,0,0.0445725027682214,-0.00710998539660445,0,0,0.00778211292845109,0,0,0.239751327659413,0,0,0,0,0.0361738267752264,0,0,0,0.0161447880903421
X601166.CH.EQUITY,0.000930539015394985,0,0.239753888547476,0,0,0,0.185520307485064,0,0,0.0396177292759337,0,0,0,0.147823456976408,0,0,0,0.112693721020534,0,0,-0.0133543849731894,0,0,0,0,0,0,0,0,0,0,0,0.127361171028443,-0.0238116682121511,0,0,0,0,0,0,0,0.066459044456821,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.234467718059532,0,0,0,0,0,0,-0.0164567319760259,0,0.179611037049161,0.16930746171126,0.246760331770859,0.0995732105511407,0,0,0,0,0,0,0,0.127727735533575,-0.199381347548777,0,0.00299851546039294,0,0,0.200911946008315,0,0,0,0,0,0,0,-0.0208913763809438,0,0,0.0801741079430563,0,0,0,0.0219014454088804
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.164267711740671,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.203089300586905,0,0,0,0,0,0.133475003780521,0,0.149366444819702,0.13671486219266,0.300515423174757,0,0.248838194476453,-0.032587117905977,0,0,0,0.0451869592631859,0,0,0.0843918094068433,0,0,0,0.177231576265083,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0314270619745428,0,0.213199138644479,0.0477824220890157,0,0,0.278039269476943,0.0947247158804376,0,0,0,0,0.058931355953584,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.22445637825791,0,0.0189850666950307,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.328083490130407,0,0,0,0,0.132613250604437,0.139925705867087,0,0,0,0,0,0,0,0,0,0.292822131362139,0,0,0,-0.252719337787021,0,0.201382809389463,0,0,0,0.16767609850461,0.553752899724661,0.00698247951681198,0,0,0.00538839959804178,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,-0.0514205271071714,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.00815279648432845,0.0353133854980001,-0.0210189953198124,0,0,0,0,0,0.052400926963505,0,0,0,0,0,0.053226955245651,0,0.735496150716465,0,0,0,0,0,0.168999096330393,0,0,0,0,0,0,0,0,0,0.0607507775576019
X2388.HK.EQUITY,0,0,0,0,0.117035169462921,0,0,0,0,0,0,0.252488628635517,0,0,0,0,0,0,0,0.134489524109554,0.130916956326306,0,0,0,0.0851030727672771,0,0.024424919277185,0,0,0,0.0836427321115691,0,0,0,0,0,0,0,0,0,0,0.0431998464070668,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.0538773646242979,0.0429482229177129,0,0,0,0,0.168095619564107,0,0,0,0,0,0,0,0,0,0,0,0,0.0353078209390058,0,0,0,0,0,0,0,0,0,0,-0.00772779046619329,0,0.138764062286104,0,0,0,0.0559508020750914,0,0.0126578102536191,0,0,0,0,0,0,0,0.244791354856615,0,0
X267.HK.EQUITY,0,0,0,0,0.23523294513384,0,-0.360220800437531,-0.0955654369899522,0,0,0,0,0.0249347478971177,0,0,0,0.420966920258115,-0.287953804557943,0,0.399757258843001,-0.0774461588587441,0,0,0,-0.0732584769105628,0,0,0.00774293577405921,0,0.396465506874249,0.0688872192877793,0,0,0,0,0,-0.0886773747365636,0,0,0,0.132367605296181,0,0,0,0,0.130639277435321,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0423968848779532,0,0,0,0.251595839385686,0,0.286421539963099,0,0,0.0156267720681468,0.137051101305421,0,0,0,0,0,0,0.0710299384224663,-1.73472347597681e-18,0.259223295747574,0,0,0,0.0513640297741579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587473818458393,0,0,0
X688.HK.EQUITY,0,0,0.000942150688348431,0,0.0848108195178971,0,0,0,0,0.178798543025088,0,0,0,0,-0.023796546594189,0,0,-0.094756212191111,0,0,0,0,0,0,0,0,0.348559669503599,0,0,-0.0153210401750976,0,0,0.0671077124191417,0,0,0,0,0,0,0,0,0,0,0,0,0.212376227818439,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.0946662427608157,0,0,0,0.380315348692592,0,0,0,0,0,0,0,0,0,0,0.0168369780676533,0,0,0,0,0,0,0,0,0,0,0,0,-0.00755011029743404,0,0,0,0,0,0,0,0,0.276637555589616,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,-0.00560501834314956,0,0.124053572502146,0.279971556411226,0,0,0.152128238082817,0,0,0,0,0.0888702980011771,0,0,0,0,0,0,0,0,0,0.0148168016586003,0,0,0,0,-0.0169161029400862,0,0,0.0290014894923709,0,-0.0171215359348647,0,0,0.0117711492441726,0.344395342670506,0,0,-0.00773754008419601,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0268505348229881,0,0,0,0.0508173716685955,0,0,0.0150629996175458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044380848597074,0,0.0305629284071556,0,0.631903679411508,0.0558453944161811,0,0,0,0,0.148397354819558,0,0,0,0.00970166469256976,0.0411384420090523
