,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.396487598810966,0,0,0,-3.46944695195361e-18,0,0.172062331279037,0,0,0,0.265824481759292,0,0,0,0,0,-0.0255804001700964,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0.11410013376199,-0.00322741735858741,0.280474748033339,0,0,0,0,0,-0.0844213216438413,0,0,-0.046152924434435
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.146229120434329,0,0,0,0,0,0,0,0.102961091414598,0,0.0606412107997808,0.0540922884755917,0,0,0,0,0,0.113025257846553,0,0.00486094000528206,0,0,0,0,0,0,0,0.157131258588217,0,0,0,0.291126705022876,0,0.0011327880703632,0,0,0.00824200832996133,0,0,0,0
X601939.CH.EQUITY,0.802881855626659,0,0,0,0,0,0,0,0,0.0236844548026305,0,0,0,0,0,0,-0.268915169506413,-6.93889390390723e-18,0,0.0131496712228001,0,0,0,0,0,0,-0.454521932901929,0.0696448343139287,0,-0.109867289971274,0,0,-0.0101090450126258,0,-0.294032549411573,0,0,0,0,0,0.77055506774587,0,0,0.135288985711899,-0.0786465680749397,0,0.184742563296848,0,0
X601288.CH.EQUITY,0,0,0,0,-0.0778808907161504,0,0,0,0.135723502178898,0,0.267982865754302,0,0.0147419432970403,0,0.345266375621776,-0.0992098106718642,0,0,0,0,-0.081493168363996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.14449673001588,0.391851913290962,0,0,0,0,-0.0295239755649702,0,0,0.255178258023156,0.0355973949710355,0,0.0306567842658841,0,0,0,0.231849560342261,0,0,0,0,0.0395342968704301,-0.167600733769896,0,0,0,0,0,0,0,0,0.0103417114352055,0,0,0,0,0,0,0,0,0,-0.207560925641233,0,0.137393575446624
X601988.CH.EQUITY,0,0,0,0,0.170859446126523,0,0,0,0.0244900089159689,0,0,0,0,0,0.152019260485736,0,0,0,0,-0.00496513679345628,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.172815470038445,0,0,0.280977644360013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.0218985488151835,-0.119521344884085,0.23701217594338,-0.0678592414292866,0,0,0,0,0,0,0,0,0,0.133961213602583,0,0.0759215813380931,0,0,0,0,0,0,0,0.136320234029426,0,0.0341318103481572,0,0.0680238490938787,0.0103589007697183,0,0.155525100545061,0,0,0,0.336841002490093,0,0,0,0.0282518266370533,0,0,-0.169031559704597,0,0,0,0,0
X600036.CH.EQUITY,0,0.035961672302677,0,0,0,0,-0.11477073020924,0,0,0.481467211748447,0,0,0.0985641253804811,0,0,0,0.12406293532959,0,0,0,0.307193135048609,0,0,0,0,0,0,0,0.137273907735479,0,0,0,-0.158310887522199,0,0,0,0,-0.14571026256456,-0.0364346491232251,-0.0197176917010819,0,0,0,0.203902807973912,0,0,-0.013613784883924,0,0
X601628.CH.EQUITY,0,0.235046090627299,0,0.058822939206876,-0.0496279374671522,0,0,0,0,0,0,0,0,0,0,0,0.142035485497324,0,0,0,0,0,0,0,0.000703027474538409,0,0,0,0,0,0,0,0,0,0.147247080517026,0.132823830950278,0,0,0,0,0,0.150849537368738,0,0.116480275045302,0.108325648789828,0,0,0,0
X601328.CH.EQUITY,0,0,0.0139799391191008,0,0,0,0,0.548049483332677,0,0,0,0,0.159479797341489,1.73472347597681e-18,0.0617189204902285,0,0,0,-0.0829788194255332,0,0.17836819096812,0,0,0,0,0,0.162328280695211,0,0,0,0,0,0,0,0,0.118276627483907,0,0,0,0,0,0,0,0.143069777446689,0,0,-0.196724296630003,-0.140745888109618,0
X601166.CH.EQUITY,0.133874466087999,0,0,0.228884076418356,0,0,0,0.0973979027597016,0.0405766964570079,0,0,0,0,0.257264295632141,0,0,0,0,0.0241521013903863,0,0,0,0,0,0.0575256758835884,0,0,-0.0195227842807905,0,0,0,0,0,0.140094345618226,0,0,0,0,-0.165134016174177,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,-0.0450167276281077,0,0,0,0,0,0,0,0,0,0,0.0194207196641566,-0.0167149908042117,0,0.00507328698412718,0,-0.13815681766538,0,0,0,0,0,0,-0.0842904425288933,0,0,0,0,0,0,0,0,0,0.458153925770856,0,0,0,0,6.93889390390723e-18,0,0.319158953624766,0,0,0,0.186401652578586,0,-0.113096487154321
X16.HK.EQUITY,0,0,-0.123526590985304,0,0,-0.104295286265055,0,0,0,0.105307199865673,0,0,0,0,0,0.238272445666846,-0.327748632480823,0,0,0.0094881131258564,0,0,0,0,0,0,0,0,0,0.425105778018279,0.113519151564003,0,-0.106579204023532,0.162004752998718,0.069608247055392,0,0.517447467352643,0,0,0,0,0,0,0,0,0,0,0,-0.0311812981544535
X600000.CH.EQUITY,0,0,0.105900139887206,0,0,0,0,0,0,0.168980758810875,0.424896983923057,0,0,0,0,0,0.121233700578893,0,0,0.0518671352325243,0.0801527822410812,0,0,0,0,0,0.292650529970067,0,0,0,0,0,-0.0725274612724833,0,-0.103706577630733,0,0,-0.221008546651574,0,0,0,0,0,0,-0.0238448050187193,0,-0.0360189641144628,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0.20888344275448,0,0,0,0,0,0,0,-0.0910071157360152,0.0598476210457118,0,0,0,0,0,0,0,0,0,0,0.0233842273544935,0,0,0,0,0.22217249875999,0.497991063153565,0,0,0,0.0694666197540953,0,-0.0710398564042852,0.0778058552877373,0,0,0,0.0793423656832262,0,0,0,0
X11.HK.EQUITY,0.0403082259061996,0,0,0,0.047260306604929,0.150730885762307,0,0,0,0,0,0,0,0,0,0,0,0,0.242987628327849,0,0,0,0,0,0,0,-0.00666668759533481,0,0,0,0.586200034163326,0,0,0,0,0,0,0,-0.266510070208563,0.0140476801627347,0.0787027209504234,0,0.43008085292967,0,0,1.73472347597681e-18,0,0,0
X601601.CH.EQUITY,0,0.0960319814970209,0,0,0,0,0,0.0726057189769741,0.254330138572985,0,6.93889390390723e-18,0,0,0.0758996812063875,0,0,0,0,0,0,-0.0123525660738903,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.00495120407542407,0,0,0.290998930974744,0,0,0,0,0.00837874578450548,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.119928343863075,0.105461004989106,0,0.575166772483815,0,0.0327699632287216,0,0,0,0,0,0,0.168490486328811,0,0,0,-0.038807483678546,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.380227837696633,0,-0.16208012943083,0.291221096313932,-0.460867764383391,0,0,0,0,0,-0.175761386081514,0,0,0,0,0,0.615910386956469,0,0.313952386859842,0,0,0,0,0,0.0143735150957208,0,-0.145131978531126,0,0,-0.212351797445771,0,-0.193267709483896,0.090912596885853,0,0,-0.108918767841833,0,-0.0846606155038815,0,0,0,0,0,0,0,0,0,-0.108664763064886
X688.HK.EQUITY,0,0,0.0188121648443,0,0,0,0.0158169153560252,0,0,0,0,0.136425163303719,0,0,0,0,0,0,0,0,0.149912738724335,0.259354882095551,0,0,0,0,0.214908466134032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213858653441272,0,0,-0.332237413279592,-0.145970224327112,0.026187405503204,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,-0.118363724669574,0.0623109029174077,0,0.023805594772854,0,0,0,0.00647972700602041,0,0,0,0.164542075177441,0,0,0,0,0.302452172976568,0,-0.35985342654629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11994382248202,0.168622714319496,-0.105253654320174,0,0,0,-0.00501757579276797,0.250284805220944,-0.295699935963229,0,0
X601998.CH.EQUITY,0,0,0.00715544285763525,0.176235406141129,0,0,0,0,0.0186546146268349,0,0.19323727242972,0,0,0,0,0,0,0,0,0,0.0750879283831687,0,0,0,0.197307022206871,0,0.0311246150019884,0,0,0,0,0,0,0,0.0578749469827608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.0674108420398854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317693819271528,0,0,0.278875612083263,0,0,0.291661508385356,0,0.0317651921439259,0,0,0.033393969372966,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0852554505510495,0,0.208856716389903,0.126857313544222,0,0,0,0,0,0,0,0,0,0.150987572522101,0.0135555906582394,0,0,0.159312849683092,0,-0.0290138230333907,0,0.00733785951164315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0487245061954889,0,0,0,0.107338056624521,0,0,0.131482061831167,0,0,0,0,0,0,0,0.0735535817402705,0.0147238811739866,0,0,0,0,0,0,0,0,0,0,0.0929945432842279,0,0,0,0.0815872604896406,0,0,0,0,0,0,0,0.132037501107961,0,0,0.0694727633473933,0,0,0.0193616834409644,0.0617915675272934,0
X2007.HK.EQUITY,0,0.307272275461879,0,-0.00669960823439579,0.0561404413173315,0,0,0,0,0,0,0,0,0,0,0.0289561201688819,0,0,0.0943918419465231,0,0,0,0,0,0,0,0.121494228138608,0.428308160602684,0,0,0,0,0,0.188848133034125,0,0,0,0,0,0,0,0,0,0,0,-0.0656761071301672,0,0,0
X1109.HK.EQUITY,0,0,-0.175929289434977,0,0.503577741276022,0,0,0,0,0,0,0,0,0,0,0,0,-0.034887042627659,0,0.520864957100718,-0.0777224314953514,0.124249617625846,0,0,0,0,0,0,0,0,0.236231451380358,0,0.0834185559752642,0,0,0,0.0435097236360826,0,0,0,0,0,0.114887059883887,0,0,0,0.101320828732131,0,0
X1113.HK.EQUITY,0,0.0563958101263626,0,0,0,0,0.093262511088413,0,0,0,-0.25565559966541,0,0,0,0,0,0,0,0.0713260786728984,0,0,0,0,0,0,0.189388573978402,0,0,0,0.037298332025536,0,-0.0884671376642672,0.0925175637110877,0,0,0,0.121528152930754,0,0,0,0,0,0,0,-0.0202603117812919,0.321142601340359,0,0,0
X601818.CH.EQUITY,0,0,0,0.160423902919935,0,0,0,0.390655948724937,0,0,0,0,0.120551741901116,0,0,-0.137629680068909,0,0,0,0,0,0,0,0,0,0,0,0.0346696977705835,0,0.074121287345628,0,0,0.216290346573165,0,0,0,0,0,0.284084263505101,0,0,0,0,0,0,0,0,-0.17415704706569,-0.189612925684402
X12.HK.EQUITY,0,0,0,0,0.269602456366755,-0.451561187515755,0.198207818477705,0.0170942346075528,0,0,0,0,0,0,0,0,0.0184569112705465,0,0,-0.018067503665387,-0.134448681187607,-0.399632730877779,0,0,0,0,0,0,0,0,0,0,0.481629005394537,0,0,0.529128758222315,0,0,0,0,0,0,0,0,0,0.378149754196584,0,0,-0.181750413567104
X823.HK.EQUITY,0,0,0,0.0288724378047489,0,-0.125481714204431,0,0,0.306251686480653,0,0,-0.0520165219113434,0,-0.164530973571043,0,0.120347415576022,0,0.0315503954600273,0,0,0,0,0,0,0,0,0,0.0872255244716886,0,0.0103323432256681,0,-0.0475980016453967,0,0,0,0,0.264071473170256,0,0,0,-0.172432810235226,0,0,0,0,0.160264705927127,-0.0657601938934464,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0607560424260198,0,0,0,0,0,0,0,0,0,0,0.496814201808716,0,0,0,-0.0694724037755357,0,0.0144478389305639,0,0,0,0.078228302989436,0,0,0,0,0.142218075641914,0.097876534612366,0,0,0,0.0139044479975724,0,0,0,0.0123963327932663,0,-0.00700937457553206
