,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0.146911977311558,0,0,0.373042264864511,0,0,0,0,0,0.267239427699712,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0657024326381143,-0.0866685554550711,0,0.088761358929494,-0.110581653962567,0,0,0,0,0.0292405004013113,0,0,0,0,0.0679768969071347,0,0,-0.132033764799793,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.13338407130954,0,0,0,0.0210382133316573,0,0,0.154676919571023,0.0373804145285881,0.0391052220565833,0,0,0,0,0,0,0,0.0604862397799283,0,0,0,0,0.0478485454263779,0,0,0,0,0,0,0,0,0,0,0.556984750171382,0,0,0.0311411308704467,-0.0651606716571875,0,0,0,-0.0490663249382909,0
X601939.CH.EQUITY,0.197875048120676,0,0,0,0,0,0,0,8.67361737988404e-19,0.0286036975537229,0,0,0,0,0,0,0,0,0,0.0719864532655646,0,0,0,0,0.0207771986618844,0,0,0,0,0,0,0,0,0,0.0414822704175565,0.353580105310656,0,0,0,0,0.0319742595146666,0,0,0,0.0747642971877315,0,0,0,8.67361737988404e-19
X601288.CH.EQUITY,0,0,0,0,0,0.249986040350144,0,0,0,0,0.00939149382037199,0,0.0378666368723651,0,0,0,0,0,0,0,0.0766695714301739,0,0,0,0,0.211498733856472,0,0,0,0,0,0,0,-0.0473882561110039,0,0,0,0.0791052838786985,0,0.312456110573662,0,0.0669094281864625,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.0893212910661915,-0.0453964804911628,0,0.0341816914093045,0,0,0,0,0,0.0297318432626974,0,0,0,0,0,0.303758649526351,0,0.426442599282629,0.0424586684219389,0.16764241975388,0,0,0,0,0.278156732450228,0,-0.0736135802177731,0,-0.260575712153517,0,0,0,0,-0.133899154887765,0,0,0,0,0,0,0.0416304162241083,0,0.234601478702296,-0.22753821612672,0,0,0,-0.187030374861268,0
X601988.CH.EQUITY,0.291052003678648,0,0,0.497228835091513,0,0,0,0,0,0.094670213696047,0,0,0.0641268995378255,-0.0633010154857701,0,0,0,0,0,0,0,0.182786308819037,0,0,0,-0.113553434812082,0,0.0374529900731914,0,0,0,0,0,0,-0.0193320619761563,0.0580237285138785,0,0,0,0.0119581194972369,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.653979997735689,0.037136995749736,0,0,0,0,0,-0.18045461177988,0,0,0,-0.0153915576489916,0,0,0,0,0,0.145169968592085,0,0,0,0,0,0,0,0.0390546537210616,0,0.0304034811563172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240137639306621,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.101104694006073,0,0,0,-0.0851088829348989,0,0,0,0.324157879283724,0.0730753648204119,0,0.176963541308471,0,0,0.169186896258124,0,0,0.212500402432258,-0.0568225531350867,0,0,0,0,0,0,0,0.00972538704379407,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.160896478917401,0,0,0,0,0,0,0,0,0,0,0.00327484354400469,0,0.274386505311352,0,0,0,0,0,0.00729773329691667,0,0,0.163264317619431,0,0,0,0,-0.0518108030517946,0,0,0,0,0,0,0,0,0.140087700272606,0,0.0989511325442908,0,0,0,0,0,0,0,0,0.109219926204995
X601166.CH.EQUITY,0,0,0,0,0,0.310172534891854,0.197643939023542,0,0,0,0,0,0,0,0.416615351340995,0,0,0,0,0,0,0,0,0,-0.0198954964192592,0,0,0,0,0,0.318170956639365,0,0,-0.060704889635163,0,0.351965693077802,0,0,0,0,-0.135191159056094,0,-0.119276118777441,0,0,0,0,-0.0539616837038523,0
