,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0.439913392028096,0,0,0,0.127224008197649,0,0,0.130439029262227,0,0,0,0.193132053794775,-0.0338835487074317,0,0.090382180940826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275136338841703,0,0,0,-0.0369906569193316,0,0,0,0,0,0,0,0.0171916470526284,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0332369784344348,0.0976379583020907,0.27506882423432,0,0,0,0,0,0,0.0538323078457487,0.334366689798293,0,0.0880533456095431,0,0.0658874175002627,0,0,0,0,0.0266145773611672,0,0,0,-0.0418107232828984,0,0,0,0,0,0,0,0,0,0.0575358238042995,0,0.00065083158090711,0,0,0,0.00246362925509118,0,0,0
X601939.CH.EQUITY,0.244318145341761,0,0,0.45680459827696,0.0212311459495235,0.0930391854455556,0,0,0,0.0479872565681796,0,0,0,0,0,0.000834220427969077,0,0,0,0,0,0,0,0,0,0,0,0.104892293797202,0,-0.0358148018582019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153433099010578,0,0
X601288.CH.EQUITY,0,0,0.102563876802757,0,0,0,0,0,0,0,0,0.0260855254999339,0,0,0,0,0,0,0,0,0,0,0,0,0.192907490737637,0,0,0.388294316726828,0,-0.0427142875311485,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.140153609983226,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0780317165256375,0,0,0.226887205452245,0,0.192572039158868,0,0,0.0412678292252883,0,0.261148287892563,0,0,0,-0.0118070684561228,0,0.145184427302801,0,-0.245735747522748,0,0,0,0,0.192447157216335,0,0,-0.073677018141186,0,0.0225361191324573,-0.0723911796918503,0,0,0,0,0.165440556132446,0,0,0,0,0,0,0,0,0,0.156894451292858,-1.73472347597681e-18,0
X601988.CH.EQUITY,0,0,0,0,0.241424102280159,0,0,0.216689514113787,0,0.261511457423766,0,0.00613192483934772,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.231898051640605,0,0,0,0,-0.260053732852489,0,-6.93889390390723e-18,0,0.0827576135565011,0,0,-0.0529807675485701,0,0,0,0,0.141771437559582,0,0,0,0,-0.0623253001615812,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.127330169682193,0,-0.0574081408527852,0,0,0,0.0466142341056258,-0.0962551377592046,0,0,0,0,0,0.644549009333203,-0.0448421664815064,0,0.0382947523897405,0,0,0.125243331617477,0,0,0,0,0,0,0.0275342584436198,0,0,0,0,0.210961190090091,0.0468189508878847,0,0,0.0529181904625525,0,0
X1299.HK.EQUITY,0,0,0,0,0.230840921708998,0,0,0,0,0,0,0,0,0.0265414122915871,0,0,0,0.139022699241614,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0626598815091276,0,0.238566396636532,0,0,0.222519260973008,0,0,0,0,0.0365452228601614,0,0,0,0,0,0,-0.0744609757095227,0,0,0,0,0
X601628.CH.EQUITY,0,0.154032961202248,0,0.0455047383847969,-0.0433883621729428,0,0,0,0,0,0,0,0,0,0,0,0.260565652408712,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193993942136645,0,0,0,0,0,0.0385681205616482,0,0.273220958073733,0,0,0.16537618643872,0,0.0732616646187993,0.0647608315010405,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.427785740915777,0.0165505759012661,0,0,0,0,0,0,0,0,0.386652657125882,0,0,0,0,0,0,0,0,0.0753005473101772,0,0,0,0,0,0,0,0,0,0,0,0.00258466618125927,0,0,0,0,0,0.0548931015319211,0,-0.0131722556693889,0.245801572278186,0,0,-0.0104214239579168,0.0454834746793764,0,0
