,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.151841829336627,0,0,0,-0.0896981459588311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192574684029532,0,-0.0284691365171042,0,0,0,-0.394776202783374,0,0,0,0,0.82303037454588,0,-0.198046189438334,0,0.306125722839219,0,0,0,-0.0397613515586748,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.214262135491746,0,0.165099642306456,0.0183648757882815,0,0,0,0,0,0.00643907653806056,0,0,0,0,0.0712748134419196,0,0,0,0.133018153554598,0,0,0,0.0019859700519044,0.0585880657124059,0,0.0382682924644463,0,0,0,0,0.25818045072025,0,0,0,0,0.0860179461537372,0,0,0.0488750524981009,0,0,-0.0595629295763402,0
X601939.CH.EQUITY,0.422390800124644,-0.0851846186283441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287396339546389,0,0,0,0,0,0,0,0,0,0,0.00940557887450147,0.0756689261142394,0,0,0,-0.23964628543262,-0.138077733778475,0,0,0,0,0.539967929321497,0,-0.024958518616782,0,0.119805511354749,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.349541061312485,0.142060338084452,0,0.566182781041283,0,0,0,0.309740300246119,0.107824744368697,-0.270424747734384,0,0,0,0,-0.184993804316932,0,0,0,0,0,0,0,0,0,0,-0.60445556589717,0,0,0,0,0,0,0,0,0,0.288621866248484,0,0,0,0,0.255920376702936,0
X5.HK.EQUITY,-0.0678236340866104,0,0,0,0,0.00970863352459512,0,0,0,0,0,0,0,0,0,0.422588045071338,0,0,0.494866698405562,0,0,0.0449244615083122,0.0686126109995635,0,0,0,0,0,-0.13042809343539,0,0,-0.16230809096376,0,0,0,0,0,0,0,0,-0.147344660798371,0.204438785376696,0,0,0,0,0,0,-0.124837566868309
X601988.CH.EQUITY,-0.347989280230956,0,0,-0.0133141848406009,0.467619917072697,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0510854278336642,0,0,0.738618982334636,0,0,0,0,-0.561189070915795,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.141097215745868,0,0,0,0,0.143316598221435,0,0,0
X600036.CH.EQUITY,0,0.323176885440799,-0.0537761386516771,0,0,0,0,-0.00542794025061996,-0.0823839726945741,-4.33680868994202e-19,0,0.610688636170363,0,0,0,0,0,0,0,0,-0.0929144583860401,0.264779019083861,0,0,0,0,0,0.0750008293362113,0,0,0,0.173444114508207,0,-0.0861986285192645,0,0,0,0,0,0,0,0.113111694692841,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0261685503017903,0,0,0.139556082971102,0.0219035078345948,0,0,0.113983076156009,0,0,-0.0547899344165593,0,0.0480023099402554,0.244290326865627,0,0,0,0,0,0,0,0,0,0,0.123104098595184,0,0,0,0,0.178460563361602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.124420314530519,0.00848370803010351,0.0423055994501517,0,0,0,0,0,0,0.107583342268821,0,0,0.274277963760305,0,0,0,0,0,0,0.0540126023242387,0,0,0,0.0478437704277576,0,0,0,0,0,0,-0.0503469450554258,0,0,0,0.18004068028809,0.101834289040395,0,0,0,0,0,0,0,0,0.00102279993809327,0,0,0
X601328.CH.EQUITY,0,0.0360731483097415,0.0798970011241503,0.0613853378621583,0,0,0.574449357275756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283796593120755,0,1.0842021724855e-19,0,0.212804414977064,0.148529268284725,0,0,0,0,0,0,0,0,0,0,0,-0.0886412354216415,0,-0.061335973665426,0,0,0,0.0212250299739238,-0.286004923234996,-0.00364439480108002,0,0
