,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.369558829262731,0,0,0,0.0643409569846539,0,0,0,0,0.0359764183901809,0,0.0246134706372341,0,0.210901886282997,0,0,0.112555680797371,0,0,0,0,0,0,0,0.00485097155542727,0,0,0,0,0,0,0.14143810934394,0,0,0,0.0686646585962081,0,0.0121878437073565,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.100787361284369,0,0.103496139080471,0.0492963855855054,0,0.0255314246186366,0,0,0,0.224904735951233,0,0,0,0,0,0,0,0,0.139024034563801,0.0388696409706253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.0900212780686962,0,0,0.0965804732333176,0.0950169439048687,0,0,0,0,0,0.365426876338737,0,0,0,0.0110263607605588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086642769377495,0,0,0,0,0,0,0,0,0.0631505801512095,0,0,0.00371493829779334
X601988.CH.EQUITY,0.0447791161903013,0.189912531981119,0.403049354567265,0,0,0,0,0,0,0,0,0,0,0,0,0.0625455190780754,6.93889390390723e-18,0.0224430467949108,0,0,0,0,0,0.145604502638569,0,0,0,0,0.019014169263737,0,0,0,0,0,0.122359722380941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275376934577843
X5.HK.EQUITY,0,0,-0.185343166015586,-0.0157092692132218,0,0,-0.00591454995369782,0,0,0,0.286750885885121,0,0,0,0,0,0,0,0,0.179426305735994,0,0,0.124410707995529,0,0,0,0,0,0,-8.67361737988404e-19,0.237764975667237,-0.0230816136567828,0,0,0,0,0,0,0,0.228430908381452,-0.0782334154955005,0,0,0.321967991291919,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.402813165926946,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0256098220757643,0,0.246671353860521,0,0,0,0.037243222819601,0,0,0,0.0686428715084881,0.0184759137115282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.116902141309926,0.101558738147787,0,0,0,0,0,0,0,0,0,0.0210958860767821,0,0.0176265242401439,0,0,0,0.115239896740235,0,0,0,0.230896672543261,0,0,0,0,0,0.109713324074112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499085083802275,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320508060011308,0,0,0,0,0.292398233725988,0,0,0,0.105836299661078,0.1537304686429,0,0,0,0,0,0,0.00417000768736208,0,0.0455208826555046,0,0,0,0,0,0,0,0,0,0,0,0,0.0767685854814728,0.0761976760622211,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.020741861935564,0.246239005239322,0,0,0,0,0.0699824456416978,0.137872547643836,0,0,0,0,0.193920497564043,0,0,0,0,0,0,0,0.17683650849346,0,0,0,0,-0.118727313905866,0,0.123808367707644,0,-0.121094960073326,0,0,0,0.215290942789133,0,0,0,0,0,-0.237278065194596,0,0,0.325137922101534,0,0,0
X601166.CH.EQUITY,0,0.274624275329639,0,0,-0.0342658417854529,0,0,0,0,0,0,0,0,0,0.11864941697152,0,0,0,0.135009616098923,0,0,8.67361737988404e-19,0,0,0,0,0,0.0563484399522737,0,0,0,0,0,0,0,0,0,-0.0267780557870899,0,0,0,0,0.0959939189255902,0,0,0,0,0,0,0
